"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDC980	RCFDC981	RCFDC982	RCFDC983	RCFDC984	RCFDC985	RCFDF264	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	
1454																																																																																																																																																																																											24729	0	0	0	135904	403162	68	1987	0	31963	404724	0	0	0	0	36434	0	0	0	0	0	0	1987	2055	19169	168330	65649	11394	154485	1824	0	0.084954	0.164443	0.155168	0	0	0	34379	2055	-2463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1557																																																																																																																																																																																											1192	0	0	2235	9048	34400	0	379	0	4642	34755	0	0	0	0	4986	0	0	51	426	0	0	297	297	280	12307	2419	1130	19844	0	0	0.1349	0.2106	0.1981	0	0	0	4689	297	-47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1632																																																																																																																																																																																											10137	0	0	0	41175	625109	0	7340	0	53715	610804	0	0	0	0	61362	0	0	6307	71023	0	0	7340	7340	2525	52756	77736	24644	499931	0	0	0.088444	0.101808	0.08963	0	0	0	54022	7340	-307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1669																																																																																																																																																																																											12426	0	0	70249	42567	227559	0	1643	0	39774	224093	22	0	0	0	40147	0	0	0	0	0	0	1243	1243	5361	130240	39272	10129	53774	0	0	0.174761	0.405271	0.392724	0	0	0	38904	1243	-611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1829																																																																																																																																																																																											8132	0	0	0	106368	374337	567	4539	0	38534	370848	0	0	0	0	33712	0	0	0	12603	0	0	2970	3537	6882	96842	111837	9543	155921	0	0	0.0834	0.1428	0.1278	0	0	0	30175	3537	-774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1856																																																																																																																																																																																											2725	0	0	115907	80964	225014	0	188	0	13454	217757	0	0	0	0	18547	0	0	0	46	0	0	188	188	0	202501	3828	6796	23777	0	0	0.0843	0.2801	0.2773	0	0	0	18359	188	-5003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2040																																																																																																																																																																																											4622	0	0	0	27270	174448	0	2016	0	15416	174734	0	0	0	0	17289	0	0	0	0	0	0	1685	1685	625	30416	34630	6461	111077	1032	0	0.0893	0.1286	0.116	0	0	0	15604	1685	-188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2161																																																																																																																																																																																											9382	0	0	4	29681	102510	0	567	0	10979	104103	0	0	0	0	11844	0	0	0	0	0	0	566	566	1844	42903	30382	483	28402	0	0	0.1083	0.227	0.2162	0	0	0	11278	566	-299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2376																																																																																																																																																																																											60381	0	0	222821	74234	1170550	0	8882	0	178962	1185001	0	0	0	0	187917	0	0	118	0	0	0	8882	8882	15769	343043	211545	59738	608989	0	0	0.1511	0.2399	0.2285	0	0	0	179035	8882	-127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2451																																																																																																																																																																																											662	0	0	0	0	37920	0	242	0	3471	37087	0	0	0	0	2963	0	0	125	0	0	0	242	242	335	3695	10667	1348	22716	420	0	0.0749	0.0908	0.0834	0	0	0	2721	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554																																																																																																																																																																																											379	0	0	2	2513	6804	0	26	0	570	6922	0	0	0	0	732	0	0	0	0	0	0	26	26	1	3919	310	199	2736	0	0	0.102	0.1992	0.1921	0	0	0	706	26	-136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																																																																											17960	0	0	0	62375	509207	0	3540	0	63127	507633	0	0	0	0	65994	0	0	0	0	0	0	3540	3540	8691	76988	102120	10684	324527	0	0	0.123312	0.167258	0.158286	0	0	0	62454	3540	-489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																																																																																																																																																											828	0	0	0	11120	49982	0	328	0	4787	49959	0	0	0	0	5401	0	0	0	0	0	0	328	328	1666	13444	3898	2242	31588	0	0	0.1015	0.1491	0.14	0	0	0	5073	328	-286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2938																																																																																																																																																																																											8120	0	0	0	46453	384904	0	6354	0	30559	380872	0	0	0	0	34986	0	0	1653	13386	0	0	4066	4066	1600	55979	73707	14390	260559	0	0	0.081182	0.108323	0.095734	0	0	0	30920	4066	-361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252																																																																																																																																																																																											5505	0	0	4228	37762	105779	0	915	0	12761	102393	0	0	0	0	14353	0	0	398	827	0	0	842	842	7400	40068	2730	3296	57246	0	0	0.132	0.2134	0.2009	0	0	0	13511	842	-750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3458																																																																																																																																																																																											3771	0	0	1880	7683	26546	0	336	0	2751	26358	0	0	0	0	3039	0	0	0	0	0	0	231	231	1104	8214	1562	653	16090	0	0	0.106533	0.165082	0.152534	0	0	0	2808	231	-57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720																																																																																																																																																																																											5624	0	0	12842	41251	171741	0	1346	0	21556	172584	0	0	0	0	22533	0	0	0	2424	0	0	1309	1309	206	67209	31430	4536	74249	264	965	0.123669	0.215176	0.202676	0	0	0	21224	1309	-633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3953																																																																																																																																																																																											3023	0	0	0	4	99517	0	1102	0	8375	100867	0	0	0	0	9362	0	0	1108	0	0	0	987	987	595	21209	9277	6939	69539	13008	0	0.083	0.1187	0.1062	0	0	0	8375	987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4138																																																																																																																																																																																											8895	0	0	0	33271	190283	0	1268	0	16782	189837	0	0	0	0	18758	0	0	400	0	0	0	1268	1268	2257	43341	51315	10029	95818	0	0	0.092132	0.144133	0.13439	0	0	0	17490	1268	-708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4156																																																																																																																																																																																											4583	0	0	0	50244	179613	0	1634	0	15921	178785	93	0	0	0	16259	0	0	0	3885	0	0	1634	1634	534	42117	48327	32	90779	1518	0	0.0826	0.1234	0.111	0	0	0	14625	1634	-487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231																																																																																																																																																																																											1716	0	0	0	45023	121222	0	786	0	12751	122387	0	0	0	0	14723	0	0	0	0	0	0	786	786	0	42483	18170	3569	63152	0	0	0.1139	0.1807	0.1711	0	0	0	13937	786	-1186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4437																																																																																																																																																																																											4480	0	0	2888	43651	225193	0	1588	0	21297	223764	0	0	0	0	23317	0	0	0	1313	0	0	1588	1588	2054	44671	50315	7850	130460	0	0	0.0971	0.1395	0.13	0	0	0	21729	1588	-432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
