"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1583	RCFD1594	RCFD1597	RCFD1658	RCFD1659	RCFD1661	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD5612	RCFD5613	RCFD5614	RCFD5615	RCFD5616	RCFD5617	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDB578	RCFDB579	RCFDB580	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDC866	RCFDC867	RCFDC868	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON1658	RCON1659	RCON1661	RCON2759	RCON2769	RCON3492	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3502	RCON3503	RCON3504	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON5612	RCON5613	RCON5614	RCON5615	RCON5616	RCON5617	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB578	RCONB579	RCONB580	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONC866	RCONC867	RCONC868	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	
1454																																																																	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	35	0	0	0	0	0	0	0	0	89	1	16	0	0	0	0	80	0	46	0	47	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	
1557																																																																	0	0	0							0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
1632																																																																	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0	0	0	3	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	1218	107	130	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	34	0	0	0	0	0	
1669																																																																	0	0	0										56	0	12	0	0	0	0	0	0	0	0	0	0	0	0	496	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	90	0	0	0	0	0	0	0	744	126	60	0	0	0	111	50	0	0	0																
1829																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	157	0	0	0	0	0	0	0	0	4032	0	0	0	0	0	0	0	0	0	0	0	0	0	36	9	0	0	0	0	0	0	0	0	0	0	0	6	5	0	93	10	10	0	0	0	0	47	296	1082	182	59	0	0	0	519	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	4032	
1856																																																																	0	0	0							0	0	0	38	0	74	0	0	0	0	0	0	34	0	43	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	178	0	189	0	0	0	0	0	0	0	0	0	0																
2040																																																																	0	0	0										470	0	366	0	0	0	0	0	0	0	0	0	0	0	0	1140	0	0	0	0	0						0	0	0	0	0	0	26	5	0	44	39	0	40	36	0	0	0	0	7	39	0	420	40	25	0	0	0	0	247	0	181	22	0	0	0	0	1617	0	0	0	0																
2161																																																																	0	0	0										50	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	7	4	0	250	7	7	0	0	0	0	0	0	855	219	0	0	0	0	0	0	0	0	0																
2376																																																																	0	0	0	0	0	0	0	0	0	0	0	0	555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2451																																																																	0	0	0							0	0	0	17	28	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0						0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0																
2554																																																																	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
2732																																																																	0	0	0	0	0	0	0	0	0	0	0	0	245	0	285	0	0	0	0	0	0	0	0	0	0	0	491	2680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	228	0	0	0	0	0	0	0	824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2680	0	0	0	0	
2750																																																																	0	0	0							48	216	0	26	0	52	0	0	0	0	0	115	0	0	0	0	0	0	82	0	0	0	0	0						0	0	0	0	0	0	220	0	48	0	0	0	0	0	0	0	0	0	0	0	0	28	0	81	0	0	0	0	38	0	113	0	0	0	0	0	489	0	0	0	0																
2938																																																																	0	0	0	0	0	0	0	0	0	0	0	0	627	2	235	0	0	0	267	0	0	19	0	0	0	0	0	277	0	2272	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	71	0	0	0	0	216	0	520	0	273	0	0	0	355	0	0	0	0	0	0	0	0	267	0	0	0	0	0	277	0	0	238	2034	
3252																																																																	0	0	0							0	0	0	391	0	99	0	0	0	68	0	0	330	0	99	0	0	0	23	0	68	0	0	0						0	0	0	0	0	0	452	4	52	22	0	0	20	0	0	0	0	0	0	0	0	271	3	112	0	0	0	0	15	0	7	0	0	0	0	0	0	0	0	0	0																
3458																																																																	0	0	44							0	8	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	38	0	0	0	0	0	0	0	44	0	0	0	0																
3720																																																																	0	0	0										145	11	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	7	18	0	0	0	0	8	0	41	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	56	0	0	0	0	
3953																																																																	0	0	0							0	0	0	106	0	1070	0	0	0	0	0	0	0	0	50	0	0	0	6	0	28	0	0	0						0	0	0	0	0	0	6	215	472	0	215	1045	0	193	995	0	0	0	0	0	0	79	0	53	0	0	0	0	152	0	0	0	4	0	0	0	0	0	0	0	0				0	0	0	0	0	0	6	0	0	0	28	0	
4138																																																																	0	0	0										239	14	606	0	0	0	213	171	0	0	0	0	237	0	0	229	135	1175	0	0	0						0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	575	109	5	0	0	0	0	0	0	1654	581	59	0	0	0	0	0	0	0	0				213	0	171	0	0	0	229	0	135	0	1175	0	
4156																																																																	0	0	69							0	0	0	704	1	21	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	23	0	4	173	172	31	0	0	0	0	0	0	0	0	0	0	0	0	93	11	72	0	0	0	0	150	0	25	0	0	0	0	0	0	0	0	0	0				312	0	0	0	0	0	0	0	0	0	0	0	
4231																																																																	0	0	0										119	0	32	0	0	0	0	0	0	345	0	69	0	0	0	86	0	0	0	0	0						0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	0	45	0	0	0	0	178	0	337	0	0	0	0	0	0	0	0	0	0																
4437																																																																	0	0	0										179	0	20	0	0	0	52	0	3	0	0	0	0	0	0	175	0	74	0	0	0						0	0	0	49	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	17	0	0	0	0	97	46	1452	0	18	0	0	0	182	0	0	0	0				0	52	0	0	0	3	175	0	0	0	0	74	
4839																																																																	0	0	0										3	0	11	0	0	0	0	0	1107	0	0	0	0	0	0	0	0	1868	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	13	0	0	0	0	177	4	14	0	20	0	0	0	1302	0	0	0	0				0	0	0	0	295	812	0	0	0	0	0	1868	
5005																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	379	0	782	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	
5069																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3782	1431	1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3782	0	1431	0	1700	
5135																																																																	0	0	0							0	0	0	110	1	11	0	0	0	181	0	0	11	0	0	0	0	0	69	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	5	205	3	9	0	0	0	0	77	0	569	53	115	7	0	0	0	0	0	0	0																
5210																																																																	0	0	0	0	0	0	0	0	0	0	0	0	28	0	117	0	0	0	30	0	0	564	0	0	279	0	0	252	128	3777	0	0	0	0	0	0	0	0	0	0	0	12	0	78	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	816	706	29	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	73	179	128	0	3777	0	
5331																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	1481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1481	0	0	0	0	0	
5461																																																																	0	0	0	0	0	0	0	0	0	0	0	0	756	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	14	0	0	14	0	0	0	0	0	0	58	0	14	0	0	0	0	0	192	241	0	49	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	
5751																																																																	0	0	0							3744	658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0						0	0	0	0	0	0	658	0	3744	0	0	0	0	0	0	0	0	0	0	0	0	25	0	19	0	0	0	0	78	8	81	0	0	0	0	0	788	0	0	0	0																
6039																																																																	0	0	0										544	1	0	0	0	0	0	0	0	3	799	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	32	12	0	26	12	17	0	0	0	0	42	0	219	211	8	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	
6057																																																																	0	0	0							0	0	0	136	0	0	0	0	0	0	0	0	482	0	0	0	0	0	47	0	0	0	0	0						0	0	0	0	0	0	17	0	0	482	0	0	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	65	0	0	0	0	0	0	0	0	0	0																
6141																																																																	0	0	0							0	0	0	1	5	0	0	0	0	0	0	0	354	101	173	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0																
6329																																																																	0	0	0	0	0	0	0	0	0	0	0	0	730	25	37	0	0	0	824	0	80	53	0	0	0	0	0	368	544	553	0	0	0	0	0	0	0	0	0	0	0	50	0	45	5	0	0	0	0	0	0	0	0	0	0	0	24	84	0	2284	130	342	0	0	0	0	440	71	1361	201	133	0	0	0	754	0	0	0	0	0	0	0	0	824	0	0	0	80	277	91	544	0	206	347	
6972																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1062	0	0	6247	0	0	3699	0	0	0	0	0	0	0	0	6247	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	47	0	0	0	0	0	4692	0	0	0	0	0	0	0	0	0	0	0	3699	0	0	0	0	0	6247	0	
7009																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																																																																	0	0	0							0	0	0	10	0	0	0	0	0	0	0	0	100	0	0	0	0	0	19	255	0	0	0	0						0	0	0	0	0	0	89	63	0	0	0	0	0	0	0	0	0	0	38	22	0	609	30	86	0	0	0	0	0	0	711	387	0	0	0	0	0	0	0	0	0																
