"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFNF234	RCFNF235	RCON0030	RCON0031	RCON0032	RCON2211	RCON2229	RCON2314	RCON2315	RCON2351	RCON2383	RCON3510	RCON3512	RCON3514	RCON3520	RCON5514	RCON5515	RCON5516	RCON5517	RCON5597	RCON8432	RCON8785	RCONA181	RCONA182	RCONA527	RCONA528	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	TEXTA545	
1454							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	16296	1428	0	0	195672	32539	158305	512						
1557							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1883	363	0	0	18604	2458	6877	37						
1632							0	0	0	0		0	0	0		0	0	0	0	0		6	0		0	0	0	0	0	0	0	22011	931	6060	15	279775	22902	217153	846						
1669							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	11019	550	0	0	113269	12956	61940	198						
1829							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	19453	3003	4635	9	192196	37835	87656	373						
1856							17	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	15	3	0	0	106632	84666	24623	17						
2040																															0	9354	792	0	0	59701	9875	67572	169	137499	0	137129	0		
2161							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6843	336	311	1	47386	6593	36060	176						
2376							0	0	0	97		0	0	144444		0	0	0	0	111		0	0	60000	0	0	0	0	0	0	0	47011	3455	0	0	502073	50554	158445	989						
2451							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	535	80	0	0	12745	1577	11679	29						
2554							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	3794	265	2387	15						
2732																															0	9270	564	536	2	143652	11508	285226	598	441132	0				
2750																															0	1731	108	0	0	24443	2253	12130	59	38438	0				
2938							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6165	333	927	3	98268	4710	215030	485						
3252							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5096	239	0	0	37363	6505	43304	114						
3458							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	453	24	0	0	11667	1506	8824	44						
3720							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4674	342	321	1	90386	13375	44167	216						
3953							0	285	33	0		0	0	0		0	0	4	0	0		0	0		0	0	0	0	0	0	0	342	21	0	0	50666	6222	38696	203						
4138							0	1	8	0		0	0	0		0	26	139	0	0		0	0		0	0	0	0	0	0	0	10026	414	523	2	109024	13647	50861	278						
4156							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6003	305	261	1	74342	10260	48272	144						
4231							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	11670	295	2230	5	46430	7191	47300	215						
4437							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7553	447	260	1	114952	12909	68565	326						
4839							0	0	0	0		0	0	0		0	0	0	0	0		46	0		0	0	0	0	0	0	0	11651	475	2355	2	106850	11067	95775	397						
5005							0	0	0	20		0	0	703		0	0	0	0	0		0	0		0	0	0	0	0	0	0	16395	1214	1539	4	192501	20170	98650	583						
5069							0	0	0	317		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	500	21	0	0	87128	1318	128251	296						
5135							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10854	511	284	1	93778	12038	160899	338						
5210							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	51017	7564	1713	6	486983	59860	155117	739						
5331							0	0	0	4142		0	0	60		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7862	923	0	0	130650	13124	81842	342						
5461																															0	5448	290	0	0	136457	12175	227849	677	369906	0				
5751							0	4	0	0		0	0	0		0	1	0	0	0		0	0		0	0	0	0	0	0	0	4709	204	0	0	31603	3331	44096	109						
6039							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	8001	678	600	2	45034	5091	23352	85						
6057							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	625	47	0	0	12371	1621	1609	12						
6141							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1020	46	0	0	18968	3825	11362	43						
6329							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10594	552	1531	4	171031	24955	149367	645						
6972							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	28097	1802	517	2	301013	42815	470530	909						
7009							0	0	0	0		0	0	105		0	0	0	0	1		0	0		0	0	0	0	0	0	0	819	15	1317	3	71223	3338	324760	499						
7045							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4135	614	883	3	54184	11875	33082	128						
7157							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2480	97	0	0	21147	2983	9238	35						
7456																															0	1992	346	0	0	26700	4127	10655	44	39482	0				
7634							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2234	150	383	1	28735	3341	26222	70						
8033							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1883	127	0	0	41383	4122	22168	86						
8462							1	0	0	0		0	0	0		57	0	0	0	0		0	0		0	0	0	0	0	0	0	2479	135	0	0	29530	4597	48425	156						
8631																															0	2914	143	0	0	28779	4348	14716	65	46463	0				
9357							0	193	0	0		0	0	0		0	317	2	0	0		0	0		0	0	0	0	0	0	0	1318	92	359	1	44775	4495	225119	439						
9553							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6673	281	336	1	32551	4584	13009	70						
9807																								488420							0	76190	4032	7276	17	1130180	68594	890821	2966	2182357	0				
9955							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2289	286	0	0	44274	6771	25111	73						
10157							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1747	254	0	0	29123	3687	17225	55						
10250							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	38266	2176	4991	12	197430	27621	126569	412						
10849							741	0	0	0		0	0	0		1	0	0	0	0		0	0		0	0	0	0	0	0	0	6786	334	0	0	128443	10153	103864	478						
10858							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10745	965	358	1	211983	24476	106856	477						
11145							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4556	355	793	2	81492	13850	29806	108						
11640							97	0	0	0		0	0	0		5	0	0	0	0		0	0		0	0	0	0	0	0	0	8513	461	1256	4	93207	10502	129077	300						
11837							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4346	299	0	0	41004	3801	32549	111						
12030							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	19361	1154	1327	4	172480	21964	102151	499						
12058							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4587	418	1008	2	59384	8616	21690	82						
12142							510	0	0	0		0	0	0		17	0	0	0	0		0	0		0	0	0	0	0	0	0	7331	335	0	0	64107	12987	63656	215						
12245							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4459	302	388	1	55252	9531	29576	128						
12311							0	0	0	724581	0	0	0	0	0	0	0	0	141204	0	0	20120	0	8571629	0	0	0	0	0	0	0	496372	34733	10814	33	10315400	1377072	13298456	23771						
12647							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3991	209	479	1	26615	3899	30420	89						
12656							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	444	30	0	0	6520	1302	4473	22						
12937							27	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3437	217	1694	2	43727	4570	94040	204						
12946							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	25141	993	1772	4	210528	24298	187143	616						
12955							5	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5475	348	0	0	44373	7995	45461	146						
13037							0	2	0	0		0	0	0		0	6	0	0	0		0	0		0	0	0	0	0	0	0	2428	405	2850	10	64036	9397	25004	207						
13103							0	0	0	27		0	0	0		0	0	0	0	0		0	0	158824	0	0	0	0	0	0	0	48282	3525	3201	9	391672	52167	267185	1075						
13251							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1940	438	547	1	21433	2315	4391	24						
13457							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1089	64	0	0	9196	1341	4559	32						
14052																															0	3032	138	0	0	42995	4263	14773	92	61893	0				
14155							0	9	67	0		0	0	0		0	5	0	0	0		4	0		0	0	0	0	0	0	0	4172	348	0	0	53709	8892	29426	122						
14258							0	0	0	0		0	0	0		14	0	0	0	0		0	0		0	0	0	0	0	0	0	22570	1562	2893	9	187908	24746	636661	1352						
14409							0	0	0	3024557	0	0	0	0	0	0	0	0	0	0	0	0	0	9686385	0	0	0	0	0	0	0	603234	51170	31199	62	10060339	1480718	13018587	33479						
14454							0	15	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1432	112	0	0	13301	2041	6954	49						
14650							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1315	63	0	0	15995	2723	5994	20						
14753							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3535	134	0	0	19495	3490	5192	24						
14865							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6561	409	288	1	97347	15740	64749	252						
15536																								869707							0	185999	10565	10881	26	1652728	144532	1318721	6418	3191710	0				
16337							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	23359	1087	1582	4	242172	26707	137770	516						
16458							4413	0	0	0		0	0	0		5	0	0	0	0		0	0		0	0	0	0	0	0	0	6857	696	1367	4	98327	14737	66471	238						
16551							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10507	547	1621	5	64378	11418	42265	127						
16748							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3745	280	0	0	30826	4825	8101	38						
16944							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	772	50	0	0	19798	3247	4482	28						
16953							11	0	0	0		0	0	0		1	0	0	0	0		0	0		0	0	0	0	0	0	0	475	28	0	0	19728	3265	4766	22						
17110																															0	2100	48	890	2	13058	328	73347	168	89819	0				
17147							0	0	0	0		0	0	0		0	0	0	0	0		0	0	376044	0	0	0	0	0	0	0	68951	20280	3491	10	516435	114214	763041	1605						
17259							0	16	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4853	350	0	0	32510	3781	13844	70						
17464							0	0	0	0		0	0	0		65	0	0	0	0		0	0	1045413	0	0	0	0	0	0	0	16981	1358	1981	3	666423	77038	1101007	2476						
17839							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9930	429	966	3	66409	4237	91727	326						
17950							0	2	6	0		0	0	0		0	14	159	0	0		0	0		0	0	0	0	0	0	0	5761	304	0	0	80899	12432	72240	232						
18050							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9181	700	474	1	153755	30944	95687	386						
18135							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2363	230	0	0	73447	7259	83100	311						
18377							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2129	309	771	2	16616	1522	1999	17						
18827							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7404	1050	0	0	87653	14074	44436	140						
18836							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	11122	526	972	3	79211	10462	27347	186						
18854							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1533	63	0	0	32585	2605	22426	111						
18957							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4343	280	0	0	25078	3266	16817	82						
19356							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2887	546	0	0	48126	5045	18651	86						
19730																								540196							0	57614	3882	1557	5	985714	94789	684170	2654	1733768	0	1701410	0		
19936							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7676	371	495	1	74345	12511	116513	200						
19972							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	33520	3180	7734	53						
20053							0	0	0	0		0	0	6728		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9685	532	390	1	33500	6479	21485	105						
20147																															0	2211	139	0	0	36979	7293	10432	58	49785	4				
20259							0	0	0	0		0	0	0		21	0	0	0	0		0	0		0	0	0	0	0	0	0	647	57	0	0	30856	4980	43178	126						
20370							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3784	237	0	0	69488	7115	46718	177						
20512							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5444	674	740	2	42130	9334	19097	75						
20633																															0	11104	549	271	1	114934	11287	82142	707	217379	8293				
20839							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7286	301	264	1	96060	7891	77444	498						
20857							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	727	63	0	0	18967	2657	76296	57						
20866							127	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	94284	10958	75819	397						
21256							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1879	75	0	0	3744	561	2332	11						
21359							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1097	72	265	1	9465	1810	7046	36						
21630							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2297	209	0	0	26142	4451	30903	107						
21658																															0	8497	905	359	1	82373	12533	20966	109	112574	0				
22048							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6018	391	463	1	82666	13011	62336	328						
22235							0	0	0	12		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	14901	825	267	1	178703	15182	92518	563						
22356							16	0	0	0		0	0	0		3	0	0	0	0		0	0		0	0	0	0	0	0	0	5663	669	0	0	107999	15903	101543	272						
22459							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5267	513	0	0	56364	9623	22774	110						
22543																															0	3474	188	0	0	37783	6496	21164	91	62526	485				
22552							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1120	109	0	0	26294	3642	12272	44						
22730							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3847	264	0	0	53439	9989	19876	107						
22936							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	10611	554	881	3	143979	13477	73431	428						
22954							0	0	1518	0		0	0	0		0	0	6	0	0		0	0		0	0	0	0	0	0	0	1957	198	0	0	31438	4810	26300	72						
23036							0	0	0	0		0	0	0		0	0	0	0	0		126	0		0	0	0	0	0	0	0	22700	1712	330	1	335224	25313	192727	746						
23045							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	960	55	0	0	10748	1645	15999	34						
23241							0	0	0	130		0	0	29685		0	0	0	1113	0		0	0	958166	0	0	0	0	0	0	0	125684	8090	1964	7	1365092	204216	927894	2825						
23456							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5765	342	255	1	48783	7592	14426	86						
23504							0	0	0	1291		0	0	43730		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5283	622	0	0	143449	24834	393553	861						
23540																															0	11381	503	283	1	76606	11028	40483	160	129045	0	131269	0		
23643							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9940	313	676	2	73711	11321	69660	355						
23755							15	0	0	0		0	0	0		4	0	0	0	0		0	0		0	0	0	0	0	0	0	8277	581	251	1	55190	8688	55842	178						
23812							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	29520	2250	2181	4	255181	43812	514431	1022						
24006							0	8	2	1858		0	0	2836		0	55	15	0	0		0	0		0	0	0	0	0	0	0	50617	3845	564	2	513551	58936	230122	1248						
24453							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1185	44	0	0	89795	3590	110807	313						
24659							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2738	130	405	1	16262	2779	5438	33						
24668							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9031	578	1836	3	80680	11272	36485	203						
24855							4	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	5339	889	1830	10						
24949							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	25244	1636	260	1	306075	34384	182865	653						
25357							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1395	96	0	0	29809	3527	62932	103						
25647							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6084	256	873	2	25046	4472	51553	236						
25852							0	0	0	7868		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	19603	1781	0	0	205209	32188	102682	387						
26149							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1383	84	0	0	28830	3666	12256	75					NO	
26242																															0	17926	902	322	1	176114	24147	94237	324	289194	0				
26457							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	462	78	0	0	14177	1607	6236	20						
26765							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1400	64	0	0	19034	2561	27648	53						
26859							850	0	0	0		0	0	0		25	0	0	0	0		0	0		0	0	0	0	0	0	0	12045	889	0	0	106254	7135	140881	617						
26916							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	8798	1171	577	2	156313	26919	105410	405						
27548							0	13	1	0		0	0	0		0	136	0	0	0		0	0		0	0	0	0	0	0	0	19566	1319	525	2	134300	21103	181249	321						
27614							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	22199	1496	3507	6	138939	15539	81185	127						
27838							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	9607	592	273	1	134427	16332	163652	499						
27847							0	0	0	355		0	0	1544		0	0	0	0	3		0	0		0	0	0	0	0	0	0	19167	1186	2886	6	187892	25550	104047	442						
28013							0	0	0	0		0	0	0		0	0	0	0	0		0	0	106885	0	0	0	0	0	0	0	48884	3809	3080	8	667434	67690	254885	1480						
28152							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	19908	317	2121	4	21881	7384	14372	56						
28255							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2698	269	0	0	64958	8409	47250	201						
28349							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	6974	335	410	1	64872	7929	44000	264						
28406							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	49327	3566	5976	9	466676	46713	266605	1512						
28572																															0	5244	198	1057	3	33632	3301	14014	88	53963	0				
28732							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1747	86	0	0	38369	4434	24839	107						
29104							0	0	0	10551		0	0	6569		0	0	0	0	0		0	0	224389	0	0	0	0	0	0	0	12097	894	321	1	343270	33354	322706	1165						
29252							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	4695	389	0	0	56203	8530	34533	140						
29636							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	19167	1002	564	2	242669	50206	218129	739						
29850																															0	1060	73	0	0	30538	4194	26021	87	57644	0				
29944							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1950	77	812	2	35588	3368	128746	185						
29953							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2255	159	0	0	26408	3656	27943	122						
30052							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	211	10	0	0	8379	2138	2289	17						
30155							0	0	0	0		0	0	0		0	0	0	0	0		18	0		0	0	0	0	0	0	0	3430	275	0	0	40233	4869	22635	115						
30258							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	14742	1016	922	3	207061	28078	140812	434						
30418																															0	2188	381	0	0	244820	15669	5415	18	262578	0				
30502							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	25130	2153	1158	4	334397	48110	137251	693						
30650							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	7796	478	819	2	58583	6639	70412	170						
30810							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28637	643223	0	0	0	0	0	0	0	5095	287	0	0	17915737	16207928	2422788	5164						
30856							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1322	86	667	2	55543	4268	105140	354						
31134							0	105	29	0		0	0	0		0	6	0	0	0		0	0		0	0	0	0	0	0	0	5433	352	487	1	40160	7905	27673	117						
31255							397	0	0	0		0	0	0		193	0	0	0	0		0	0		0	0	0	0	0	0	0	8391	334	337	1	107420	6571	81178	417						
31657							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	3700	141	393	1	46480	4985	23116	203						
31826							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	11788	431	1710	4	101896	17081	83374	445						
31835							0	0	0	20		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2255	124	336	1	30153	5416	31083	120						
32159							0	0	0	0		0	0	0		0	453	0	0	0		0	0		0	0	0	0	0	0	0	1986	85	877	2	68551	4464	55446	317						
32234							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	2646	133	264	1	28200	4010	21603	56						
32766							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	1599	116	0	0	24810	3593	13389	68						
33147							0	0	0	0		0	0	0		0	0	0	0	0		0	98		0	0	0	0	0	0	0	13748	882	464	1	95737	10996	153508	568						
33259							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	26901	473	258	1	264392	26662	184972	357						
33268																															0	3553	152	628	1	48824	5633	23089	125	76377	0	76467	0		
33549							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	5196	264	0	0	22306	4002	10342	68						
33727							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	17413	1495	724	1	154569	29810	81174	390						
33754							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	678	44	0	0	18592	2342	2999	18						
33772							0	0	0	2317		0	0	0		0	0	0	0	0		0	0	731092	0	0	0	0	0	0	0	27394	1961	0	0	732373	89520	952162	2984						
33839							0	0	0	0		0	0	0		0	0	0	0	0		0	0		0	0	0	0	0	0	0	683	135	0	0	16128	2047	4179	30						
