"IDRSSD"	RCFD0426	RCFD2130	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5372	RCFD5374	RCFD5375	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFN5513	RCON0426	RCON2130	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5372	RCON5374	RCON5375	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	TEXT4087	
	OTHER IDENTIFIABLE INTANGIBLE ASSETS	INVEST. IN UNCONSOLIDATED SUBS & CO.	OTHER REAL ESTATE OWNED	FHLB ADVANCES MATURING <= 1 YEAR	MORTGAGE SERVICING ASSETS	OTHER BORROWED MONEY	IS CU WEB SITE INTERACTIVE?	DIRECT&INDIRECT INVEST IN RE VENTURE	DIRECT&INDIRECT INVEST IN RE VENTURE	ALL OTHR INVEST IN UNCONSLDTD SUBS	ALL OTHR IDENTIFIABLE INTANGBL ASSET	AGGREG AKT OF EXT OF CREDIT TO EXECS	NBR OF EXEC OFFCRSEPRIN SHAREHOLDERS	ESTMTD FAIR VAL OF MTG SERVNG ASSETS	PURCD CRD CD RLSHPS&NONMTG SRVG ASTS	DOES RPRTNG BANK SELL MUTUAL FUNDS?	ASSETS MANAGED: MUTUAL FUNDS&ANNUITY	OTHER BORR0WINGS MATURING <= 1 YEAR	FHLB ADVS:RMNG MAT/REPRNG DT 1 YR LE	FHLB ADVS:RMNG MAT/REPRNG DT 1-3 YRS	FHLB ADVS:RMNG MAT/REPRNG DT 3-5 YRS	FHLB ADVS:RMNG MAT/REPRNG DT OVR 5 Y	FHLB ADVANCES: STRUCTURED ADVANCES	OT BRWD MNY:WT RMNG MAT/REPR DT 1 YR	OT BRWD MNY:WT RMNG MAT/REPR DT 1-3 	OT BRWD MNY:WT RMNG MAT/REPR DT 3-5 	OT BRWD MNY:WT RMNG MAT/REPR DT OV 5	SECURED LIBLTIES:AMT OF	ALL OTHR RE OWNED IN FOREIGN OFFICES	OTHER IDENTIFIABLE INTANGIBLE ASSETS	INVEST. IN UNCONSOLIDATED SUBS & CO.	OTHER REAL ESTATE OWNED	FHLB ADVANCES MATURING <= 1 YEAR	MORTGAGE SERVICING ASSETS	OTHER BORROWED MONEY	IS CU WEB SITE INTERACTIVE?	DIRECT&INDIRECT INVEST IN RE VENTURE	DIRECT&INDIRECT INVEST IN RE VENTURE	ALL OTHR INVEST IN UNCONSLDTD SUBS	ALL OTHR IDENTIFIABLE INTANGBL ASSET	CONSTRCTN&LAND DEVLPMNT IN DOMS OFFC	FARMLAND IN DOMESTIC OFFICES	1-4 FMLY RESDTL PROPTS IN DOMS OFFCS	MULTIFMLY RESDTL PROPTS IN DOMS OFFC	NONFRM NONRESDTL PROPTS IN DOMS OFFC	AGGREG AKT OF EXT OF CREDIT TO EXECS	NBR OF EXEC OFFCRSEPRIN SHAREHOLDERS	ESTMTD FAIR VAL OF MTG SERVNG ASSETS	PURCD CRD CD RLSHPS&NONMTG SRVG ASTS	DOES RPRTNG BANK SELL MUTUAL FUNDS?	ASSETS MANAGED: MUTUAL FUNDS&ANNUITY	OTHER BORR0WINGS MATURING <= 1 YEAR	FORECLOSED PROPERTIES FROM	FHLB ADVS:RMNG MAT/REPRNG DT 1 YR LE	FHLB ADVS:RMNG MAT/REPRNG DT 1-3 YRS	FHLB ADVS:RMNG MAT/REPRNG DT 3-5 YRS	FHLB ADVS:RMNG MAT/REPRNG DT OVR 5 Y	FHLB ADVANCES: STRUCTURED ADVANCES	OT BRWD MNY:WT RMNG MAT/REPR DT 1 YR	OT BRWD MNY:WT RMNG MAT/REPR DT 1-3 	OT BRWD MNY:WT RMNG MAT/REPR DT 3-5 	OT BRWD MNY:WT RMNG MAT/REPR DT OV 5	SECURED LIBLTIES:AMT OF	SECURED LIBLTIES:AMT OF	URL	
37																														0	0	30	0	0	0	false	0	0	0	0	0	0	30	0	0	240	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
242																														0	0	0	612	0	2812	true	0	0	0	0	0	0	0	0	0	226	0	0	0	true	0	0	0	612	1000	500	700	0	0	0	0	0	0	0	http://www.fcbxeniaflora.com	
279																														72	254	428	3000	72	26638	true	0	0	254	0	0	0	428	0	0	370	0	72	0	true	0	0	0	3000	6500	8178	8960	0	0	0	0	0	0	0	http://www.mineolacb.com	
354																														0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	187	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
439																														3581	0	115	0	0	0	true	0	0	0	3581	0	0	115	0	0	3693	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.peoplesbankga.net	
457																														0	0	213	0	0	0	true	0	0	0	0	0	0	0	0	213	539	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.lowrystate.com	
505																														72	0	157	14800	47	32800	true	0	0	0	25	157	0	0	0	0	2509	2	47	0	true	0	0	0	22800	10000	0	0	18000	0	0	0	0	0	0	bsnb.com	
1155																														0	0	0	0	0	3000	true	0	0	0	0	0	0	0	0	0	5990	4	0	0	true	0	0	0	0	3000	0	0	3000	0	0	0	0	0	0	www.firststatebankandtrust.com	
1351																														0	0	82	0	0	0	false	0	0	0	0	0	0	0	0	82	640	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
1454																														47	0	21	0	0	0	true	0	0	0	47	0	0	21	0	0	7762	3	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WWW.HILLTOPNATIONALBANK.COM	
1557																														0	0	0	0	0	2106	false	0	0	0	0	0	0	0	0	0	7	0	0	0	false	0	0	0	0	875	625	575	0	31	0	0	0	0	0		
1632																														0	0	0	3000	0	3000	true	0	0	0	0	0	0	0	0	0	24054	8	0	0	true	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	www.seaislandbank.com	
1669																														1481	0	5	0	0	606	true	0	0	0	1481	0	0	5	0	0	2225	2	0	0	false	0	606	0	0	0	0	0	0	606	0	0	0	0	0	www.lnbparis.com	
1829																														971	0	0	17405	0	28785	true	0	0	0	971	0	0	0	0	0	1037	1	0	0	false	0	0	0	17908	0	0	10877	0	0	0	0	0	0	0	http://avbpgh.com	
1856																														0	0	0	0	0	80000	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	80000	0	0	0	0	0	0	0	0	0	0		
