"IDRSSD"	RCONC223	RCONC224	RCONC968	RCONC969	RCONC970	RCONC971	RCONC972	RCONC973	RCONC974	RCONC975	RCONC978	RCONF164	RCONF165	RCONG401	RCONG402	RCONG403	RCONG404	RCONG405	RCONG406	RCONG407	RCONG408	RCONG409	RCONG410	RCONG411	RCONG412	RCONG413	RCONG414	RCONG415	RCONG416	RCONG417	RCONG418	RCONG419	RCONG420	RCONG421	RCONG422	RCONG423	RCONG424	RCONG425	RCONG426	RCONG427	RCONG428	RCONG429	RCONG430	RCONG431	RCONG432	RCONG433	RCONG434	RCONG435	RCONG436	RCONG437	RCONG438	RCONG439	RCONG440	RCONG441	RCONG442	RCONG443	RCONG444	RCONG445	RCONG446	RCONG447	RCONG448	RCONG449	RCONG450	RCONG451	RCONG452	RCONG453	RCONG454	RCONG455	RCONG456	RCONG457	RCONG458	RCONG459	RCONG460	RCONG461	RCONG462	RCONJ455	RCONJ456	RCONJ457	RCONJ458	RCONJ459	RCONJ477	RCONJ478	TEXT3555	TEXT3556	TEXT3557	TEXT5592	TEXT5593	TEXT5594	TEXT5595	
1557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	1105	0	0								
1669	0	3072	0	0	0	0	0	0	0	0	0	676	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																749	0	112	0	0								
1829	0	0	0	0	0	0	0	0	0	0	0	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														3191	0	15574	0	14396	0	0								
1856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	0	0	0								
2040	0	0	0	0	0	0	0	0	0	0	0	84	1863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																4490	0	3951	0	0								
2161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																358	0	2573	0	0								
2376	0	0	0	0	0	0	0	0	0	0	0	5970	71350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	0	0	4083	0	0								
2554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	875	0	0								
2732	0	0	0	0	0	0	0	0	0	0	0	65	4652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	43464	0	0	0	0								
2750	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																309	0	7274	0	0								
3252	0	0	0	0	0	0	0	0	0	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1471	0	7987	0	0								
3458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																101	0	477	0	0								
3720	0	0	0	0	0	0	0	0	0	0	5000	307	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																169	0	3859	0	0								
3953	0	0	0	0	0	0	0	0	0	0	0	102	1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																3334	0	12084	0	0								
4138	0	0	0	0	0	0	0	0	0	0	0	1063	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																3777	0	1706	0	0								
4156	0	0	0	0	0	0	0	0	0	0	0	600	4674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																2375	0	4446	0	0								
4231	0	0	0	0	0	0	0	0	0	0	0	22	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																215	0	1971	0	0								
4437	0	0	0	0	0	0	0	0	0	0	0	0	3111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																5608	0	3394	0	0								
4839	0	0	0	0	0	0	0	0	0	0	0	3372	17170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	3025	0	2410	0	0								
5005	0	0	0	0	0	0	0	0	0	0	0	2784	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	2176	0	1845	0	0								
5069	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	405	0	0	0	0								
5135	0	0	0	0	0	0	0	0	0	0	0	193	2060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														917	371	3311	0	27741	0	0								
5210	0	0	0	0	0	0	0	0	0	0	0	2257	14972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	22723	0	22279	0	0								
5331	0	0	0	0	0	0	0	0	0	0	0	177	2026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	133	0	4246	0	0								
5461	0	0	0	0	0	0	0	0	0	0	0	202	3896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	15942	0	15753	0	0								
5751	0	0	0	0	0	0	0	0	0	0	0	24	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1244	0	10932	0	0								
6039	0	0	0	0	0	0	0	0	0	0	0	272	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1010	0	2396	0	0								
6141	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	841	0	0								
6329	0	0	0	0	0	0	0	0	0	0	0	2100	2556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														1640	485	6847	0	13002	0	0								
6972	0	0	0	0	0	0	0	0	0	0	0	5504	15496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	61280	0	21167	0	0								
7009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	0	0	0	0	0								
7045	0	0	0	0	0	0	0	0	0	0	0	25	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																511	0	0	0	0								
7157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																745	0	99	0	0								
7456	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																4100	0	6631	0	0								
7634	0	0	0	0	0	0	0	0	0	0	0	315	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																23	0	383	0	0								
8033	0	0	0	0	0	0	0	0	0	0	0	1736	2017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																7787	0	5569	0	0								
8462	0	954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																2175	0	4304	0	0								
8631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1929	0	0	0	0								
9357	0	8720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	136624	0	2306	0	0								
9553	0	0	0	0	0	0	0	0	0	0	0	136	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1294	0	25976	0	0								
9807	0	0	0	0	0	0	0	0	0	0	0	166258	68376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	6225	0	14248	0	27181								
9955	0	0	0	0	0	0	0	0	0	0	0	0	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																3297	0	7462	0	0								
10250	0	0	0	0	0	0	0	0	0	0	0	0	5800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														536	333	17393	0	1850	0	0								
10849	0	0	0	0	0	0	0	0	0	0	0	2311	2033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5969	0	0								
10858	0	0	0	0	0	0	0	0	0	0	10000	1453	3762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	27343	0	26638	0	0								
11145	0	0	0	0	0	0	0	0	0	0	0	304	7039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1128	0	3032	0	0								
11640	0	0	0	0	0	0	0	0	0	0	0	635	7821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	7987	0	18448	0	0								
11837	0	0	0	0	0	0	0	0	0	0	0	0	1086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	586	0	0								
12030	0	0	0	0	0	0	0	0	0	0	0	11	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	2476	0	3916	0	0								
12142	0	0	0	0	0	0	0	0	0	0	0	707	2039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																4903	0	1306	0	0								
12245	0	0	0	0	0	0	0	0	0	0	0	23	1839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																253	0	239	0	0								
12311																																																																																	0	0								
12647	0	0	0	0	0	0	0	0	0	0	0	276	7035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	3838	0	0								
12656	0	0	0	0	0	0	0	0	0	0	0	115	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																57	0	178	0	0								
12937	0	0	0	0	0	0	0	0	0	0	0	0	10781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	4807	0	0								
12946	0	0	0	0	0	0	0	0	0	0	52000	2129	7646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	19183	0	6910	0	0								
12955	0	0	0	0	0	0	0	0	0	0	0	2142	2111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	0	0	0								
13037	0	0	0	0	0	0	0	0	0	0	0	200	2569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																3520	1000	2386	0	0								
13103	0	0	0	0	0	0	0	0	0	0	0	6448	2514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	62272	0	14176	0	0								
13251	1398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	585	0	0								
13457	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																131	0	4723	0	0								
14052	0	0	0	0	0	0	0	0	0	0	0	39	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																874	0	173	0	0								
14155	0	0	0	0	0	0	0	0	0	0	6480	523	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																631	0	4913	0	0								
14454	0	79	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																227	0	1014	0	0								
14650	0	307	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																34	0	1	0	0								
14753	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																313	0	3919	0	0								
14865	0	0	0	0	0	0	0	0	0	0	0	1089	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																6319	0	24331	0	0								
14977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	1687	0	0								
16458	0	0	0	0	0	0	0	0	0	0	0	767	1856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																6549	0	6628	0	0								
16551	0	0	0	0	0	0	0	0	0	0	0	1285	2080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																4381	0	1030	0	0								
16748	0	0	0	0	0	0	0	0	0	0	0	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1187	0	1010	0	0								
16944	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	79	0	0								
16953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	129	0	0								
17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																5484	0	42886	0	0								
17147	0	0	0	0	0	0	0	0	0	0	0	4861	22765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	252907	0	87637	0	0								
17259	0	0	0	0	0	0	0	0	0	0	0	222	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	450	0	0								
17464	23682	0	0	0	0	0	0	0	0	0	0	0	8776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														15997	10260	69226	0	52791	0	0								
17950	0	0	0	0	0	0	0	0	0	0	0	1306	1932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																3541	0	6746	0	0								
18050	0	3906	0	0	0	0	0	0	0	0	0	814	3263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																2354	0	3459	0	0								
18135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																6246	0	890	0	0								
18377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	0	0	0								
18827	0	0	0	0	0	0	0	0	0	0	0	527	2467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	6525	0	0	0	0								
18836	0	0	0	0	0	0	0	0	0	0	0	266	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																450	0	2389	0	0								
18854	0	0	0	0	0	0	0	0	0	0	2100	1442	879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																11455	0	5889	0	0								
18957	0	0	0	0	0	0	0	0	0	0	1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																87	0	495	0	0								
19356	0	0	0	0	0	0	0	0	0	0	0	362	809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																708	0	45	0	0								
19730	0	0	0	0	0	0	0	0	0	0	0	28500	30921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	81722	36631	17758	0	0								
19936	0	0	0	0	0	0	0	0	0	0	0	5025	5540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																4541	0	790	0	0								
19972	0	0	0	0	0	0	0	0	0	0	0	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	157	0	0								
20053	0	732	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																2640	0	0	0	0								
20370	0	0	0	0	0	0	0	0	0	0	0	1	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	9	0	0								
20512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																231	0	42	0	0								
20633	0	0	0	0	0	0	0	0	0	0	0	1168	1454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	6942	0	2046	0	0								
20857	0	0	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																21147	0	573	0	0								
21256	0	0	0	0	0	0	0	0	0	0	850	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																11	0	50	0	0								
21359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																51	0	1196	0	0								
21630	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																3365	0	0	0	0								
21658	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1116	0	4359	0	0								
22048	0	0	0	0	0	0	0	0	0	0	0	362	2050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																7123	0	1287	0	0								
22356	0	0	0	0	0	0	0	0	0	0	0	1560	2999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																7757	0	13232	0	0								
22459	0	0	0	0	0	0	0	0	0	0	0	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																3987	0	5901	0	0								
22543	0	0	0	0	0	0	0	0	0	0	0	366	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																448	0	4424	0	0								
22552	0	0	0	0	0	0	0	0	0	0	0	98	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																713	0	1998	0	0								
22730	0	0	0	0	0	0	0	0	0	0	0	125	684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																2615	0	955	0	0								
22936	0	0	0	0	0	0	0	0	0	0	0	72	1006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	4438	0	8133	0	0								
22954	0	0	0	0	0	0	0	0	0	0	0	383	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1965	0	4580	0	0								
23045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	286	0	0								
23241	0	0	0	0	0	0	0	0	0	0	0	4838	45383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	76433	0	51049	0	0								
23456	0	792	0	0	0	0	0	0	0	0	0	353	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1612	0	2573	0	0								
23504	154721	0	0	0	0	0	0	0	0	0	0	1306	46306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	47198	0	10011	0	0								
23540	0	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																4849	0	0	0	0								
23643	0	0	0	0	0	0	0	0	0	0	0	748	509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																1830	0	3001	0	0								
23755	0	0	0	0	0	0	0	0	0	0	0	725	1160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																3242	0	903	0	0								
24006	0	0	0	0	0	0	0	0	0	0	0	1644	24449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	39537	0	0	0	0								
24453	0	7	0	0	0	0	0	0	0	0	0	6	1275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	1936	0	263	0	0								
24659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	0	0	0								
24668	0	2574	0	0	0	0	0	0	0	0	0	1826	3169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																6144	0	3060	0	0								
24855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																3	0	338	0	0								
24949	90	0	0	0	0	0	0	0	0	0	0	1484	11002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														4308	0	34290	0	5478	0	0								
25357	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	7865	0	0								
25647	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																0	0	898	0	0								
26149	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																2718	0	50	0	0								
26242	0	0	0	0	0	0	0	0	0	0	0	8424	20133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														3438	0	4964	0	9222	0	0								
