"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1583	RCFD1594	RCFD1597	RCFD1658	RCFD1659	RCFD1661	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD5612	RCFD5613	RCFD5614	RCFD5615	RCFD5616	RCFD5617	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDB578	RCFDB579	RCFDB580	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDC866	RCFDC867	RCFDC868	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDF664	RCFDF665	RCFDF666	RCFDF667	RCFDF668	RCFDF669	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON1658	RCON1659	RCON1661	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON5612	RCON5613	RCON5614	RCON5615	RCON5616	RCON5617	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB578	RCONB579	RCONB580	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONC866	RCONC867	RCONC868	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONF664	RCONF665	RCONF666	RCONF667	RCONF668	RCONF669	
1557																																																																							0	0	0							0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1669																																																																							0	0	0										97	16	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	13	23	0	0	0	0	0	0	0	0	0	0	0	0	0	533	39	6	0	0	0	0	274	0	1261	102	28	0	0	0	480	7	0	0	0				0	0	0	0	0	0	23	412	0	0	358	313	0	0	0	0	0	0	0	0	0	
1829																																																																							10	0	174	0	0	0	0	0	0	0	0	0	249	0	69	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	1	0	22	3	0	0	0	0	0	340	181	720	362	55	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	4019	0	0	0	0	0	0	0	0	0	0	
1856																																																																							0	0	0							0	0	0	32	0	104	0	0	0	0	65	9	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	17	0	0	0	0	56	0	52	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	
2040																																																																							0	0	0										0	0	24	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	66	0	0	7	0	0	81	16	0	73	14	0	0	0	0	11	0	0	81	16	0	0	0	0	0	661	0	252	0	0	0	0	0	1036	0	0	0	0				85	0	0	0	380	1934	726	162	0	0	0	1102	0	0	0	0	0	0	0	0	0	
2161																																																																							0	0	0										63	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	9	3	0	100	13	25	0	0	0	0	0	0	1050	0	0	0	0	0	16	0	0	0	0				0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2376																																																																							0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	4108	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494	204	4656	0	388	0	0	0	0	0	0	0	0	0	0	0	1742	0	0	0	5526	11263	0	5808	0	0	0	16819	0	0	0	0	0	0	0	0	0	
2554																																																																							0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																							0	0	0	0	0	0	0	0	0	0	0	0	2387	0	1791	0	600	3050	0	0	0	1752	600	1254	0	0	0	0	0	0	0	0	0	0	0	140	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	13	0	0	0	0	0	1291	0	0	0	0	84	0	0	3982	0	0	0	0	0	0	0	0	0	0	0	71	1372	797	9149	0	0	2915	0	0	0	175	0	0	0	0	0	0	
2750																																																																							0	0	0							1017	9	0	103	0	83	0	0	0	522	0	555	447	0	0	0	0	0						0	0	0	0	0	0	23	0	1017	0	0	0	0	0	0	0	0	0	0	0	0	48	0	13	0	0	0	0	3	9	0	0	0	0	0	0	142	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252																																																																							0	0	0							450	162	146	366	176	488	0	0	0	108	0	240	0	0	0	0	0	0						0	0	0	0	0	0	168	146	450	0	144	3	0	130	3	0	0	0	0	0	0	249	0	129	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	68	0	136	0	0	0	413	0	0	0	0	0	0	0	0	0	
3458																																																																							0	15	0							0	0	0	1	5	7	0	5	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	51	15	0	0	0	0	266	0	0	0	0				0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720																																																																							0	0	0							0	0	0	20	0	15	0	0	0	3	0	0	0	0	0	0	0	0						0	0	0	28	0	49	29	8	0	0	0	0	0	0	0	0	0	0	0	0	0	160	6	3	0	0	0	0	256	0	426	0	41	0	0	0	0	0	0	0	0				51	0	0	0	0	0	295	0	72	0	0	0	0	0	186	0	0	0	0	0	0	
3953																																																																							0	0	0							0	0	0	26	3797	10096	0	0	0	84	0	1927	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	17	0	0	0	0	201	855	217	0	12	0	0	0	1361	0	0	0	0				0	0	143	0	381	0	0	0	0	0	3827	0	0	0	0	0	0	0	0	0	0	
4138																																																																							0	0	0										54	0	394	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	315	0	1081	205	0	0	0	0	381	0	0	0	0				0	156	0	0	790	0	0	1771	0	0	248	218	0	0	0	0	0	0	0	0	0	
4156																																																																							0	0	0							13	39	0	54	0	439	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	39	0	13	0	0	439	0	0	329	0	0	0	0	0	0	25	0	4	0	0	0	0	228	62	311	0	0	0	0	0	447	0	0	0	0				0	0	0	0	0	0	67	0	0	0	439	0	0	0	0	0	0	0	0	0	0	
4231																																																																							0	0	0										176	0	41	0	0	0	579	0	0	0	0	0	0	0	0						0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	42	0	0	0	0	144	0	731	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	12	187	0	0	0	0	0	0	0	0	0	0	0	0	0	
4437																																																																							0	0	0										213	0	343	837	0	2341	529	0	0	0	0	0	0	0	0						0	0	0	421	0	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	844	555	97	0	0	0	0	1936	334	1871	0	136	0	0	0	1632	0	0	0	0				0	494	0	0	0	1451	1784	873	0	0	3310	59	0	0	1791	0	0	0	0	0	0	
4839																																																																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	190	0	4	0	4	0	0	0	2191	0	0	0	0	0	0	0	0	0	0	0	1037	346	130	0	0	0	461	601	0	0	0	0	0	0	0	0	0	
5005																																																																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2158	0	2500	0	19	0	0	0	422	169	0	0	0	0	0	0	0	0	0	0	3380	673	0	0	0	1201	0	0	0	0	289	0	0	0	0	0	0	
5069																																																																							0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7625	0	0	0	0	0	0	0	489	22386	0	0	0	0	0	0	0	0	0	0	3364	2701	16037	0	0	0	6363	0	0	0	0	0	0	0	0	0	0	
5135																																																																							0	0	0	0	0	0	0	0	0	5	0	0	102	18	0	0	0	0	217	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	17	184	86	28	0	0	0	0	12	0	285	55	0	6	0	0	0	0	0	0	0	0	0	0	0	64	0	360	0	218	190	15	43	0	0	0	0	0	0	0	0	0	0	0	0	
5210																																																																							0	0	0	0	0	0	0	0	0	0	0	0	55	0	937	0	0	2143	0	0	289	801	0	117	0	0	0	0	0	0	0	0	0	0	0	128	13	51	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	996	54	3578	984	96	0	0	0	5221	0	0	0	0	0	0	0	0	0	0	0	1707	2681	1846	0	0	0	6672	1153	0	0	0	0	0	0	0	0	0	
5331																																																																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1474	0	0	0	0	0	5249	0	0	0	0	0	0	0	0	0	0	0	0	0	67	29	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	955	0	0	0	0	0	992	0	0	488	0	0	0	0	0	0	
5461																																																																							0	0	0	0	0	0	0	0	0	0	0	0	130	7	134	0	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	500	0	0	0	0	11	0	0	11	500	7	0	0	0	0	12	0	54	0	0	0	0	979	0	0	0	0	0	0	0	2928	0	0	0	0	0	0	0	0	0	0	0	0	342	0	0	0	0	2859	470	0	0	159	0	0	0	0	0	0	
5751																																																																							0	0	0							1943	0	0	6	0	59	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	1943	0	0	38	0	0	33	0	0	0	0	0	0	73	0	26	0	0	0	0	19	0	61	0	0	0	0	0	83	0	0	0	0				0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	
6039																																																																							0	0	0							0	11	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0						0	0	0	0	0	0	22	8	0	0	0	0	0	0	0	0	0	0	10	1	0	109	0	3	0	0	0	0	701	445	239	100	3	0	0	0	2	0	0	0	0				0	0	0	0	0	1338	0	203	0	206	0	614	0	0	0	0	0	0	0	0	0	
6141																																																																							0	0	0							0	0	0	96	53	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	61	4	0	0	0	0	33	0	523	165	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6329																																																																							0	0	0	0	0	0	0	0	0	0	0	0	911	85	512	0	0	8304	442	140	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	437	0	0	0	0	0	0	0	0	0	0	0	0	31	78	0	3083	45	1138	0	0	0	0	4529	156	3719	724	506	172	0	0	8276	0	0	0	0	0	0	0	753	914	162	1020	2652	15331	418	0	44	495	1260	1833	0	0	764	0	0	0	0	0	0	
6972																																																																							0	0	0	0	0	0	0	0	0	0	0	0	3304	438	4048	0	0	2359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	64	26	1152	63	26	721	0	0	216	0	0	0	16	0	123	0	0	0	20111	214	110	70	0	0	0	0	0	6503	5736	0	0	0	0	0	0	0	0	0	0	306	7033	0	0	60	0	1395	16139	0	0	0	0	0	0	0	0	0	
