"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													225	0	7	0	0	0	0	0	159	59	0	0	0				
242													32	0	0	0	0	0	0	0	32	0	0	0	0				
279													705	0	318	0	119	0	0	0	110	277	0	89	0				
354													44	5	33	0	28	0	0	0	11	0	0	0	0				
457													118	0	0	0	0	0	0	0	41	77	0	0	0				
505													2948	0	1016	3	0	826	0	0	212	1624	93	0	0	DEFERRED SERVICE FEE-FCC			
1155													1897	0	1281	0	0	0	0	0	270	346	0	1189	0				
1351													529	0	31	0	0	31	0	0	422	76	0	0	0	atm card holder in process			
1454													1303	0	768	0	0	0	0	0	131	404	0	634	0				
1557													582	0	59	454	0	55	0	0	69	0	0	0	0	RESERVE FOR TAXES			
1669													569	0	89	0	0	0	0	0	292	188	0	89	0				
1829													2600	0	1170	0	0	950	0	0	1009	421	0	0	0	Commitment to purchase investment			
1856													404	0	0	0	0	0	0	0	228	176	0	0	0				
2040													709	0	120	0	0	75	0	0	484	105	0	0	0	Debit card settlement			
2161													1742	0	1063	198	0	0	0	0	80	401	0	1063	0				
2376													29853	0	8038	0	238	0	0	0	141	21674	0	6597	0				
2554													29	0	0	0	0	0	0	0	29	0	0	0	0				
2732													1646	0	329	0	12	263	0	0	829	488	0	45	0	vacations			
2750													249	37	111	0	0	0	0	0	59	69	10	74	0				
3252													353	0	0	0	0	0	0	0	156	197	0	0	0				
3458													198	0	0	126	0	0	0	0	23	49	0	0	0				
3720													1699	0	0	0	0	0	0	0	110	1589	0	0	0				
3953													1054	0	983	0	0	0	0	0	39	32	0	983	0				
4138													762	0	592	0	0	0	0	0	148	0	22	370	0				
4156													497	0	262	30	226	0	0	0	205	0	0	0	0				
4231													673	0	0	0	0	0	0	0	604	69	0	0	0				
4437													1089	0	541	0	0	341	0	0	91	457	0	0	0	Accrued postretirement benefit obligation			
4839													1857	472	472	0	0	0	0	0	340	1045	0	0	0				
5005													4503	0	1314	0	763	0	0	0	1	3188	0	359	0				
5069													3620	0	784	0	679	0	0	0	1243	1393	200	0	0				
5135													901	0	270	0	0	0	0	0	256	375	0	268	0				
5210													6756	0	4598	0	0	1326	0	0	1332	761	65	0	0	Accrued Salary Continuation Liability			
5331													2134	0	127	0	0	127	0	0	110	1897	0	0	0	rental security deposits payable to subsidiary			
5461													3373	0	2257	0	0	0	0	0	21	998	97	1715	0				
5751													601	0	467	37	0	382	0	0	56	41	0	80	0	Post Retirement Benefit Costs			
6039													280	0	0	0	0	0	0	0	207	73	0	0	0				
6141													163	0	0	0	0	0	0	0	113	50	0	0	0				
6329													2529	0	1450	0	17	0	0	0	817	262	0	1414	0				
6972													11051	0	8736	0	0	0	0	0	245	1480	590	7903	0				
7009													6193	0	1497	52	0	868	0	0	44	4600	0	0	629	Deferred Income			
7045													346	0	0	11	0	0	0	0	110	225	0	0	0				
7157													263	0	0	27	0	0	0	0	144	92	0	0	0				
7456													115	0	0	0	0	0	0	0	65	50	0	0	0				
7634													166	0	35	0	0	0	0	0	95	36	0	0	0				
8033													1589	0	989	116	69	0	0	0	438	46	0	920	0				
8462													173	0	0	0	0	0	0	0	173	0	0	0	0				
8631													399	0	233	0	3	0	0	0	44	122	0	230	0				
9357													1873	0	1107	0	0	0	0	0	1	765	0	710	0				
9553													1234	0	495	430	0	495	0	0	70	239	0	0	0	Nebraska Fund XV			
9807													9137	0	3093	0	0	825	0	0	1250	3794	1000	0	2104	REVERSE MORTGAGE INSURANCE			
9955													151	0	0	26	0	0	0	0	50	75	0	0	0				
10250													1198	0	557	0	0	0	0	0	589	52	0	191	0				
10849													856	0	533	0	35	0	0	0	147	176	0	0	435				
10858													3231	0	602	1036	559	0	0	0	238	1315	40	0	0				
11145													879	0	0	0	0	0	0	0	108	771	0	0	0				
11640													1720	0	724	0	0	0	0	0	796	200	0	724	0				
11837													96	0	6	0	0	0	0	0	52	38	0	0	0				
12030													1807	0	1134	0	206	0	0	0	557	116	0	892	0				
12142													1907	0	1704	0	0	0	0	0	203	0	0	1458	0				
12245													630	0	282	0	0	0	0	0	166	182	0	282	0				
12311	659134	0	337559	0	153890	0	0	0	244005	42127	0	0									35443								
12647													169	0	0	0	0	0	0	0	85	84	0	0	0				
12656													139	0	0	0	0	0	0	0	61	78	0	0	0				
12937													3318	0	133	2765	105	0	0	0	259	161	0	0	0				
12946													5796	0	4936	0	0	0	0	0	613	247	0	4669	0				
12955													313	0	20	0	0	0	0	0	55	238	0	0	0				
13037													232	0	27	0	0	0	0	0	118	87	0	0	0				
13103													19017	0	14604	0	0	13208	0	0	674	3720	19	0	0	DEFINED BENEFIT RETIREMENT PLAN			
13251													179	0	110	0	0	0	0	0	69	0	0	0	0				
13457													124	0	18	40	0	0	0	0	10	56	0	0	0				
14052													129	0	40	0	0	0	0	0	80	9	0	37	0				
14155													635	0	205	0	0	0	0	0	115	315	0	162	0				
14454													61	0	4	0	0	0	0	0	50	7	0	0	0				
14650													400	0	148	0	0	0	0	0	7	245	0	148	0				
14753													395	0	0	279	0	0	0	0	113	3	0	0	0				
14865													1348	0	811	0	0	0	0	0	144	368	25	651	0				
14977													196	0	25	10	0	0	0	0	65	96	0	25	0				
16458													858	0	14	8	0	0	0	0	366	470	0	0	0	Secondary Market Holding Account			
16551													302	0	0	0	0	0	0	0	245	57	0	0	0				
16748													536	0	235	80	0	0	0	0	61	145	15	206	0				
16944													195	0	31	52	31	0	0	0	38	74	0	0	0				
16953													94	0	0	0	0	0	0	0	94	0	0	0	0				
17110													2675	0	482	0	0	262	0	0	70	2123	0	0	0	DEFERRED TENANT IMPROVEMENT LIABILITY			
17147													17408	0	4390	0	0	0	0	0	2494	10524	0	0	3876				
17259													1346	0	830	0	0	0	0	0	50	466	0	830	0				
17464													21172	0	189	0	2	0	0	0	783	19259	941	0	0				
17950													1956	0	1114	0	64	0	0	0	207	552	83	1004	0				
18050													3186	1877	2187	0	0	0	0	0	187	812	0	0	0				
18135													624	0	15	0	0	0	0	0	230	379	0	0	0				
18377													154	0	30	0	29	0	0	0	45	79	0	0	0				
18827													664	0	38	0	0	0	0	0	274	352	0	0	0				
18836													1177	0	836	0	0	0	0	0	122	219	0	783	0				
18854													2734	0	29	0	0	29	0	0	156	2549	0	0	0	CDARS INCOMING RATE BRIDGE			
18957													27	0	0	0	0	0	0	0	26	1	0	0	0				
19356													1177	0	1038	0	0	0	0	0	54	85	0	1038	0				
19730													12677	0	167	0	165	0	0	0	1042	11468	0	0	0				
