"IDRSSD"	RCFDA345	RCFDA346	RCFDB867	RCFDB868	RCFDB869	RCFDB870	RCFDB871	RCFDB872	RCFDB873	RCFDB874	RCFDB875	RCFDB876	RCFDB877	RCFDB878	RCFDB879	RCFDB880	RCFDB881	RCFDB882	RCFDB883	RCFDB884	RCFDB885	RCFDB886	RCFDB888	RCFDB890	RCFDB891	RCFDB892	RCFDB893	RCFDB894	RCFDB895	RCFDB896	RCFDB897	RCFDB898	RCFDB899	RCFDB927	RCFDB928	RCFDB929	RCFDB931	RCFDB932	RCFDB933	RCFDB934	RCFDB935	RCFDB936	RCFDB937	RCFDB938	RCFDB939	RCFDB940	RCFDB941	RCFDB942	RCFDB943	RCFDB944	RCFDB945	RCFDB946	RCFDC001	RCFDC002	RCFDJ253	RCFDJ254	RCFDJ255	RCFDJ256	RCFDJ257	RCFDJ258	RCFDJ259	RCFDJ260	RCFDJ261	RCFDJ262	RCFDJ263	RCFDJ264	RCFDJ265	RCFDJ266	RCFDJ267	RCFDJ268	RCFDJ269	RCFDJ270	RCFDJ271	RCFDJ272	RCFDJ273	RCFDJ274	RCFDJ275	RCFDJ276	RCFDJ277	RCFDJ278	RCFDJ279	RCFDJ280	RCFDJ281	RCFDJ282	RCFDJ283	RCFDJ284	RCFDJ285	RCFDJ286	RCFDJ287	RCFDJ288	RCFDJ289	RCFDJ290	RCFDJ291	RCFDJ292	RCFDJ293	RCFDJ294	RCFDJ295	RCFDJ296	RCFDJ297	RCFDJ298	RCFDJ299	RCFDJ300	RCFDJ301	RCFDJ302	RCFDJ303	RCFDJ304	RCFDJ305	RCFDJ306	RCFDJ307	RCFDJ308	RCFDJ309	RCFDJ310	RCFDJ311	RCFDJ312	RCFDJ313	RCFDJ314	RCFNB900	RCFNB901	RCFNB902	RCFNB903	RCONA345	RCONA346	RCONB867	RCONB868	RCONB869	RCONB870	RCONB871	RCONB872	RCONB873	RCONB874	RCONB875	RCONB876	RCONB877	RCONB878	RCONB879	RCONB880	RCONB881	RCONB882	RCONB883	RCONB884	RCONB885	RCONB886	RCONB888	RCONB890	RCONB891	RCONB892	RCONB893	RCONB894	RCONB895	RCONB896	RCONB897	RCONB898	RCONB899	RCONB927	RCONB928	RCONB929	RCONB931	RCONB932	RCONB933	RCONB934	RCONB935	RCONB936	RCONB937	RCONB938	RCONB939	RCONB940	RCONB941	RCONB942	RCONB943	RCONB944	RCONB945	RCONB946	RCONC001	RCONC002	RCONJ253	RCONJ254	RCONJ255	RCONJ256	RCONJ257	RCONJ258	RCONJ259	RCONJ260	RCONJ261	RCONJ262	RCONJ263	RCONJ264	RCONJ265	RCONJ266	RCONJ267	RCONJ268	RCONJ269	RCONJ270	RCONJ271	RCONJ272	RCONJ273	RCONJ274	RCONJ275	RCONJ276	RCONJ277	RCONJ278	RCONJ279	RCONJ280	RCONJ281	RCONJ282	RCONJ283	RCONJ284	RCONJ285	RCONJ286	RCONJ287	RCONJ288	RCONJ289	RCONJ290	RCONJ291	RCONJ292	RCONJ293	RCONJ294	RCONJ295	RCONJ296	RCONJ297	RCONJ298	RCONJ299	RCONJ300	RCONJ301	RCONJ302	RCONJ303	RCONJ304	RCONJ305	RCONJ306	RCONJ307	RCONJ308	RCONJ309	RCONJ310	RCONJ311	RCONJ312	RCONJ313	RCONJ314	RIAD4070	RIADA479	RIADA480	RIADA488	
1557																																																																																																																									false	false	false																																																																																																																		0				
1669																																																																																																																									false	false	false																																																																																																																		0				
1829																																																																																																																									false	false	false																																																																																																																		0				
1856																																																																																																																									false	false	false																																																																																																																		0				
2040																																																																																																																									false	false	false																																																																																																																		0				
2161																																																																																																																									false	false	false																																																																																																																		0				
2376																																																																																																																									false	false	false																																																																																																																		0				
2554																																																																																																																									false	false	false																																																																																																																		0				
2732																																																																																																																									true	true	false																																																																																																																		91				
2750																																																																																																																									true	false	false																																																																																																																		0				
3252																																																																																																																									true	false	false																																																																																																																		0				
3458																																																																																																																									false	false	false																																																																																																																		0				
3720																																																																																																																									true	false	false																																																																																																																		0				
3953																																																																																																																									false	false	false																																																																																																																		0				
4138																																																																																																																									false	false	false																																																																																																																		0				
4156																																																																																																																									false	false	false																																																																																																																		0				
4231																																																																																																																									false	false	false																																																																																																																		0				
4437																																																																																																																									true	true	true	3868	6609	14	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	1	0	4115	7531	15	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	922	0	3	0	0	0	0	0	0	0	316	0	65	216	0	0	214	0	0	548	0	28	697	0	134	581	0	20	0	0	0	0	0	0	17	0	0	0	0	0	1114	0	0	0	0	0	165	0	0	0	0	0	3868	0	247	0	0	0	0	7				
4839																																																																																																																									false	false	false																																																																																																																		0				
5005																																																																																																																									false	false	false																																																																																																																		0				
5069																																																																																																																									false	false	false																																																																																																																		0				
5135																																																																																																																									false	false	false																																																																																																																		0				
5210																																																																																																																									true	true	true	63594	4631	226	8	608	0	1	0	5696	0	2	0	11328	0	39	0	0	89	54194	163	0	0	0	0	146051	6415	453	12	270	2	2	1217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	10631	1695	22	2	11328	0	39	0	222	37	62	25891	1057	212	3254	188	82	8475	34	0	304	6	13	24039	7422	5601	39893	7984	4174	0	0	0	0	0	0	601	64	122	0	0	0	7476	719	149	112	0	215	1286	121	0	6234	0	1	117787	17632	10631	0	0	0	0	1303	3	0	5	
5331																																																																																																																									false	false	false																																																																																																																		0				
5461																																																																																																																									false	false	false																																																																																																																		0				
5751																																																																																																																									true	true	true	3226	0	10	0	4969	0	2	0	0	0	0	0	7434	517	104	6	0	0	9778	23	0	0	0	0	25407	517	139	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7434	517	104	6	183	1051	0	787	318	0	2182	2468	0	3280	26	0	0	0	0	553	3135	0	1630	1769	0	0	0	0	0	0	0	242	160	0	0	0	0	2349	3449	0	0	0	0	558	0	0	1240	27	0	13004	12403	0	0	0	0	0	189				
6039																																																																																																																									false	false	false																																																																																																																		0				
6141																																																																																																																									true	false	false																																																																																																																		0				
6329																																																																																																																									true	false	false																																																																																																																		0				
6972																																																																																																																									true	true	true	162218	19204	219	18	929	8509	4	1	12648	0	1	0	19712	35596	76	75	0	0	68585	82	0	0	0	0	272212	68572	422	101	12278	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1955	6	8120	3308	40	1	19712	35596	76	75	-125	57	15	2933	55	345	662	1601	0	5912	99	0	16387	2657	368	35129	10356	1834	26977	9563	646	0	0	0	0	0	0	46642	5310	2675	0	0	0	74801	3425	2237	1278	142	0	18636	24	0	1570	0	0	230802	33289	8120	0	0	0	0	1963	0	0	28	
7009																																																																																																																									true	true	true	11407660	6382	2031	3	231088	0	33	0	138515	0	6	0	0	0	0	0	0	0	1246883	256	0	0	0	0	13055885	6382	2354	3	335613	79	0	0	0	4	342104	2	426067	0	0	2	241291	3	366032	0	0	0	0	11	1375494	0	0	0	0	31739	0	28	0	0	0	0	0	0	0	0	191883	18060	9444	450359	12244	2078	395559	0	0	145831	24	34	604519	44357	4645	649951	59417	4397	750951	168016	3930	29864	0	172	261527	4176	561	272119	16008	231	8030220	1397	3848	320	0	0	12	0	0	871429	45905	2400	12654544	369604	31740	1371960	1652	0	0	49413	0	0	-142	
7045																																																																																																																									true	true	true	343	0	82	0	0	0	0	0	2246	3150	1	2	0	0	0	0	812	0	0	0	0	0	0	0	3401	3150	91	2	497	5	7	21070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	673	341	2246	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	2246	812	0	0	0	0	12				
7157																																																																																																																									false	false	false																																																																																																																		0				
7456																																																																																																																									false	false	false																																																																																																																		0				
7634																																																																																																																									false	false	false																																																																																																																		0				
8033																																																																																																																									false	false	false																																																																																																																		0				
8462																																																																																																																									false	false	false																																																																																																																		0				
8631																																																																																																																									false	false	false																																																																																																																		0				
9357																																																																																																																									false	false	false																																																																																																																		0				
9553																																																																																																																									false	false	false																																																																																																																		0				
9807																																																																																																																									true	true	true	60	12186	1	53	0	18960	0	21	0	0	0	0	0	13147	0	103	0	371155	0	0	0	268	0	2	60	417875	1	328	1899	5	13	1034366	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	2159	0	3	0	15046	0	108	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	322	169	0	0	
9955																																																																																																																									true	true	true	8340	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4750	0	3	0	13090	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2370	0	1014	40	0	0	5	0	338	399	0	199	1059	0	129	0	0	0	0	0	0	0	0	0	10	0	850	51	0	0	1330	0	35	0	0	0	2654	0	2108	422	0	77	8340	0	4750	0	0	0	0	125				
