"IDRSSD"	RCFD1773	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCON1773	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG478	RCONG479	RCONG480	RCONG481	RCONG482	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG507	RCONG508	RCONG509	RCONG510	RCONG511	RCONG512	RCONG513	RCONG514	RCONG515	RCONG516	RCONG517	RCONG518	RCONG519	RCONG520	RCONG521	RCONG522	RCONG523	RCONG524	RCONG525	RCONG526	RCONG527	RCONG528	RCONG529	RCONG530	RCONG531	RCONG532	RCONG533	RCONG534	RCONG535	RCONG536	RCONG537	RCONG538	RCONG539	RCONG540	RCONG541	RCONG542	RCONG543	RCONG544	RCONG545	RCONG546	
1557																																																																																																																																																		3661		0																																																																																													
1669																																																																																																																																																		42467																																																																																															
1829																																																																																																																																																		69061																																																																																															
1856																																																																																																																																																		73364																																																																																															
2040																																																																																																																																																		41143																																																																																															
2161																																																																																																																																																		38096																																																																																															
2376																																																																																																																																																		732315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45051	687264	0	0	0	0	0	0	9484	0	0	0	9484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	741799	0	45051	687264	9484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554																																																																																																																																																		12																																																																																															
2732																																																																																																																																																		69360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68810	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69360	0	0	68810	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																																																																																																																		15563																																																																																															
3252																																																																																																																																																		67635																																																																																															
3458																																																																																																																																																		6357																																																																																															
3720																																																																																																																																																		45765																																																																																															
3953																																																																																																																																																		4																																																																																															
4138																																																																																																																																																		29173																																																																																															
4156																																																																																																																																																		31983																																																																																															
4231																																																																																																																																																		32760																																																																																															
4437																																																																																																																																																		74849																																																																																															
4839																																																																																																																																																		49345																																																																																															
5005																																																																																																																																																		41224																																																																																															
5069																																																																																																																																																		28144																																																																																															
5135																																																																																																																																																		23518																																																																																															
5210																																																																																																																																																		189984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1030	188954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189984	0	1030	188954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5331																																																																																																																																																		197244																																																																																															
5461																																																																																																																																																		61041																																																																																															
5751																																																																																																																																																		52180																																																																																															
6039																																																																																																																																																		3668																																																																																															
6141																																																																																																																																																		0																																																																																															
6329																																																																																																																																																		41440																																																																																															
6972																																																																																																																																																		85882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	506	85376	0	0	0	0	0	0	20417	0	0	20417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106299	0	506	105793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																																																																		314632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48207	266425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	27	0	0	314659	0	48234	266425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																																																																																																																																																		38264																																																																																															
7157																																																																																																																																																		22834																																																																																															
7456																																																																																																																																																		14012		0																																																																																													
7634																																																																																																																																																		5028																																																																																															
8033																																																																																																																																																		7257																																																																																															
8462																																																																																																																																																		66366																																																																																															
8631																																																																																																																																																		13382																																																																																															
9357																																																																																																																																																		27337																																																																																															
9553																																																																																																																																																		7240																																																																																															
9807																																																																																																																																																		180454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81960	0	0	81960	0	80991	99463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262414	0	80991	181423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2104	0	0	2104	0	0	0	0	0	0	1212	0	0	1212	0	80748	
9955																																																																																																																																																		22945																																																																																															
10250																																																																																																																																																		50882																																																																																															
10849																																																																																																																																																		31558																																																																																															
10858																																																																																																																																																		73185																																																																																															
11145																																																																																																																																																		17824																																																																																															
11640																																																																																																																																																		84957																																																																																															
11837																																																																																																																																																		54857																																																																																															
12030																																																																																																																																																		5630																																																																																															
12142																																																																																																																																																		43093																																																																																															
12245																																																																																																																																																		31037																																																																																															
12311	9545558	263015	227043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208796	70559	23514	127346	0	2311895	6799249	434414	0	0	0	0	0	754117	0	0	754117	0	522717	0	0	0	522717	0	0	263015	0	83694	0	47430	36264	0	11377897	70559	2382839	7979991	1085626	0	0	0	0	0	0	0	226637	406	0	0	0	0	0	356089	0	0	356089	0	0	0	0	0	0	595329	0	3990	589488	1851	125678	0	0	0	125678	83118	70559	23514	127346	2817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12197	0	3990	6762	1445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128495	12197	0	3990	6762	1445	9545558	263015	227043																																																																																													
12647																																																																																																																																																		0																																																																																															
12656																																																																																																																																																		0																																																																																															
12937																																																																																																																																																		490																																																																																															
12946																																																																																																																																																		93450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	779	86698	5973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93752	0	779	86698	6275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	
12955																																																																																																																																																		7																																																																																															
13037																																																																																																																																																		33708																																																																																															
13103																																																																																																																																																		267818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267818	0	267818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13251																																																																																																																																																		5338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5338	0	5338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13457																																																																																																																																																		4257																																																																																															
14052																																																																																																																																																		9045		0																																																																																													
14155																																																																																																																																																		6302																																																																																															
14454																																																																																																																																																		6820																																																																																															
14650																																																																																																																																																		24																																																																																															
14753																																																																																																																																																		12035																																																																																															
14865																																																																																																																																																		25728																																																																																															
14977																																																																																																																																																		6841																																																																																															
16458																																																																																																																																																		72577																																																																																															
16551																																																																																																																																																		14194																																																																																															
16748																																																																																																																																																		10491																																																																																															
16944																																																																																																																																																		13386																																																																																															
16953																																																																																																																																																		9098																																																																																															
17110																																																																																																																																																		13569																																																																																															
17147																																																																																																																																																		536108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3718	0	0	0	0	0	535922	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539826	0	0	535922	3904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3876	0	0	0	3876	0	0	0	0	0	3718	0	0	0	3718	0	
17259																																																																																																																																																		25714																																																																																															
17464																																																																																																																																																		115010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84665	0	0	0	0	0	115010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199675	0	0	115010	84665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45129	
17950																																																																																																																																																		109198																																																																																															
18050																																																																																																																																																		75810																																																																																															
18135																																																																																																																																																		42332																																																																																															
18377																																																																																																																																																		8707																																																																																															
18827																																																																																																																																																		61321																																																																																															
18836																																																																																																																																																		5956																																																																																															
18854																																																																																																																																																		11999																																																																																															
18957																																																																																																																																																		4537																																																																																															
19356																																																																																																																																																		29658																																																																																															
19730																																																																																																																																																		138330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138330	0	0	138330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19936																																																																																																																																																		34383																																																																																															
