"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	
1557																																																																																																																																																																																																	3230	0	0	11447	3661	55127	0	481	0	5296	56048	0	0	0	0	5712	0	0	67	1105	0	0	478	478	502	19599	3347	1367	32067	0	0	0.0934	0.1494	0.1369	0.0000	0.0000	0.0000	5234	478	62	0	0	0	0	0	0	0	0	
1669																																																																																																																																																																																																	22849	0	0	82476	42467	245535	0	2555	0	42531	251530	103	0	0	0	42307	0	0	0	0	0	0	1429	1429	20178	112398	43215	10875	70240	0	0	0.163078	0.373661	0.361040	0.000000	0.000000	0.000000	40878	1429	788	0	0	0	0	0	0	0	0	
1829																																																																																																																																																																																																	64895	0	0	0	69061	408741	0	3789	0	41280	415879	0	0	0	0	34908	0	0	69	1489	0	0	3010	3010	57116	73318	96717	9709	175760	0	0	0.0783	0.1454	0.1329	0.0000	0.0000	0.0000	31898	3010	462	0	0	0	0	0	0	0	0	
1856																																																																																																																																																																																																	31023	0	0	19500	73364	166728	0	610	0	18809	172410	0	0	0	0	17892	0	0	0	0	0	0	610	610	15654	67535	25637	1192	56992	0	0	0.1003	0.1670	0.1613	0.0000	0.0000	0.0000	17282	610	1429	0	0	0	0	0	0	0	0	
2040																																																																																																																																																																																																	1840	0	0	0	41143	205240	0	3147	0	19657	206537	0	0	0	0	21725	0	0	0	0	0	0	1989	1989	797	40268	35303	9247	132140	498	0	0.0956	0.1381	0.1254	0.0000	0.0000	0.0000	19736	1989	-79	0	0	0	0	0	0	0	0	
2161																																																																																																																																																																																																	15911	0	0	1	38096	128312	0	589	0	13026	127615	0	0	0	0	13222	0	0	0	35	0	0	589	589	1287	60330	30105	6342	36588	0	0	0.0990	0.2075	0.1983	0.0000	0.0000	0.0000	12633	589	393	0	0	0	0	0	0	0	0	
2376																																																																																																																																																																																																	6282	0	0	53484	732315	2531816	120	24180	0	395916	2466140	0	0	0	0	423850	0	0	609	0	-1474	0	22461	22581	4977	818022	216464	100879	1524724	9484	0	0.1626	0.2361	0.2235	0.0000	0.0000	0.0000	401269	22581	-3879	0	0	0	0	0	0	0	0	
2554																																																																																																																																																																																																	4340	0	0	395	12	11009	0	74	0	1119	10462	0	0	0	0	904	0	0	0	0	0	0	74	74	0	4856	871	286	5066	0	0	0.0816	0.1397	0.1282	0.0000	0.0000	0.0000	830	74	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																																																																																	59565	0	0	0	69360	519751	0	5183	0	73967	532669	0	0	0	0	76942	0	0	0	357	0	0	4772	4772	46693	82688	61881	9814	331436	0	0	0.135771	0.201777	0.189263	0.000000	0.000000	0.000000	72170	4772	685	0	0	0	0	0	0	0	0	
2750																																																																																																																																																																																																	803	0	0	0	15563	55375	0	643	0	5154	56022	0	0	0	0	5932	0	0	0	1682	0	0	533	533	3589	10668	4808	2398	37198	0	0	0.0964	0.1397	0.1272	0	0	0	5399	533	-245	0	0	0	0	0	0	0	0	
3252																																																																																																																																																																																																	5372	0	0	100	67635	150409	0	1410	0	18395	155340	0	0	0	0	18623	0	0	467	1779	0	0	974	974	27567	56782	2746	4013	63978	0	0	0.1136	0.2403	0.2278	0.0000	0.0000	0.0000	17649	974	746	0	0	0	0	0	0	0	0	
3458																																																																																																																																																																																																	5900	0	0	2980	6357	30937	0	294	0	3039	31043	0	0	0	0	3266	0	0	0	0	0	0	294	294	0	5924	2693	1064	22512	0	0	0.095738	0.130410	0.118671	0.000000	0.000000	0.000000	2972	294	67	0	0	0	0	0	0	0	0	
3720																																																																																																																																																																																																	18594	0	0	4615	45765	189426	0	1430	0	27082	195053	0	0	0	0	27556	0	0	0	1845	0	0	1366	1366	21387	58676	26538	0	83096	450	396	0.134544	0.252312	0.239804	0	0	0	26190	1366	496	0	0	0	0	0	0	0	0	
3953																																																																																																																																																																																																	2561	0	0	0	4	121505	0	2779	0	8599	123314	0	0	0	0	9944	0	0	1169	0	0	0	1345	1345	2545	11232	11501	8656	99005	9676	0	0.069733	0.093676	0.081006	0	0	0	8599	1345	0	0	0	0	0	0	0	0	0	
4138																																																																																																																																																																																																	30348	0	0	0	29173	193679	0	0	0	17291	184408	0	0	0	0	15898	0	0	220	3091	0	0	22	22	34948	25932	46109	13364	87033	0	0	0.086648	0.137769	0.137578	0.000000	0.000000	0.000000	15876	22	231	0	0	0	0	0	0	0	0	
4156																																																																																																																																																																																																	3539	0	0	0	31983	184816	0	2022	0	18876	183822	0	0	0	0	18226	0	0	365	7992	0	0	1727	1727	1698	29150	50723	12620	102864	887	0	0.0906	0.1321	0.1196	0.0000	0.0000	0.0000	16499	1727	594	0	0	0	0	0	0	0	0	
4231																																																																																																																																																																																																	9359	0	0	0	32760	128713	0	822	0	13825	121890	0	0	0	0	15326	0	0	0	0	0	0	822	822	0	29046	27967	6827	73508	0	0	0.1190	0.1632	0.1545	0.0000	0.0000	0.0000	14504	822	-679	0	0	0	0	0	0	0	0	
4437																																																																																																																																																																																																	17480	0	0	630	74849	260907	0	3355	0	25456	261203	0	0	0	0	26899	0	0	0	4228	69	0	2076	2076	17248	66054	64124	13712	115896	0	0	0.0950	0.1633	0.1507	0	0	0	24823	2076	564	0	0	0	0	0	0	0	0	
4839																																																																																																																																																																																																	4569	0	0	0	49345	308090	0	4067	0	29887	310228	39	0	0	0	33319	0	0	927	6586	0	0	3159	3159	15740	43092	29193	14870	224405	0	0	0.0972	0.1324	0.1198	0.0000	0.0000	0.0000	30160	3159	-273	0	0	0	0	0	0	0	0	
5005																																																																																																																																																																																																	50750	0	0	283	41224	380365	91	1828	0	23774	381056	267	0	0	0	16918	0	0	0	0	0	0	1828	1919	43958	44854	127261	32714	161835	0	4787	0.040219	0.072148	0.063964	0.000000	0.000000	0.000000	14999	1919	653	0	0	0	0	0	0	0	0	
5069																																																																																																																																																																																																	74189	0	0	0	28144	491278	31	20468	0	124832	490013	1809	0	0	0	129626	0	0	150	20	0	0	5152	5183	72602	14064	31528	32902	393179	0	0	0.253959	0.326771	0.313706	0.000000	0.000000	0.000000	124443	5183	389	0	0	0	0	0	0	0	0	
5135																																																																																																																																																																																																	56662	0	0	0	23518	321343	0	3374	0	36997	326773	0	0	0	0	38773	0	0	0	12845	0	0	2855	2855	56322	23807	54602	14617	188887	0	0	0.1103	0.1701	0.1576	0.0000	0.0000	0.0000	35918	2855	37	0	0	0	0	0	0	0	0	
