"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON8492	RCON8495	RCON8496	RCON8499	RCONA511	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	
1557	0	0					147	11447	3661					1783	0	3618	11447	43	0	0	0									
1669	0	2000					1179	82476	42467					625	60276	40462	18732	0	0	0	0									
1829	0	0					2738	0	69061					27507	0	10302	0	17650	1546	0	1766									
1856	0	0					2725	19500	73364					54000	0	21765	1904	4069	0	0	0									
2040	0	0					1546	0	41143					20000	0	214	0	20778	0	0	3081									
2161	0	0					786	1	38096					0	0	3758	0	13757	0	0	0									
2376	0	0					30756	53484	732315					652054	0	305990	0	0	4700	0	0									
2554	0	0					0	395	12					0	0	0	395	0	12	0	0									
2732	0	0					174	0	69360					358	0	9223	0	59587	0	0	0									
2750	0	0					541	0	15563					6200	0	5550	0	3014	0	0	0									
3252	0	0					322	100	67635					3502	0	2366	100	13787	0	0	0									
3458	0	0					182	2980	6357					0	0	5430	2980	0	0	0	2645									
3720	0	0					570	4615	45765					5524	0	19301	4615	9436	0	0	3474									
3953	0	0					494	0	4					4595	0	0	0	0	4	0	0									
4138	0	0					1058	0	29173					1183	0	16291	0	5762	0	0	1169									
4156	0	0					2541	0	31983					15000	0	15607	0	16376	0	0	676									
4231	0	0					0	0	32760					0	0	4876	0	13429	0	0	0									
4437	0	0					1124	630	74849					4158	0	45654	630	26680	0	0	3476									
4839	0	0					2075	0	49345					19000	0	8289	0	20404	0	0	6576									
5005	0	0					4637	283	41224					55760	0	6910	0	7074	8103	0	0									
5069	0	1200					0	0	28144					0	0	0	0	13336	4071	0	0									
5135	0	0					1501	0	23518					20819	0	21640	0	1878	0	0	0									
5210	0	0					8420	10044	189984					80823	10044	28260	0	34676	1030	0	37263									
5331	0	0					3814	0	197244					23334	0	115441	0	36075	0	0	83500									
5461	0	502					1968	0	61041					15600	0	35045	0	24190	0	0	0									
5751	0	0					304	0	52180					0	0	10236	0	16674	0	0	0									
6039	0	0					161	0	3668					0	0	3306	0	153	7	0	0									
6141	0	0					0	13988	0					0	5399	0	6486	0	0	0	0									
6329	0	0					769	0	41440					0	0	18329	0	11048	0	0	0									
6972	0	5015					4933	165062	85882					44145	94488	19125	69476	61236	0	0	0									
7009	0	0					0	0	314632					0	0	196224	0	70236	9075	0	0									
7045	0	0					261	0	38264					0	0	13755	0	24509	0	0	0									
7157	0	751					23	0	22834					0	0	9526	0	12298	0	0	0									
7456	0	0					304	3933	14012					0	0	4835	3933	0	0	0	0									
7634	0	0					384	11	5028					2000	0	2071	0	2745	0	0	0									
8033	0	0					1526	0	7257					18724	0	5511	0	1745	0	0	0									
8462	0	0					21	0	66366					0	0	31729	0	10217	0	0	0									
8631	0	0					152	0	13382					0	0	13382	0	0	0	0	0									
9357	0	500					3229	0	27337					54200	0	25834	0	0	997	0	6171									
9553	0	0					783	0	7240					9814	0	1209	0	6031	0	0	0									
9807	19992	80991					20135	279572	180454					305998	0	80108	24394	0	0	0	65799									
9955	0	0					830	0	22945					2031	0	12165	0	10780	0	0	0									
10250	0	0					1305	0	50882					5000	0	0	0	28497	0	0	0									
10849	0	0					1623	0	31558					18967	0	1000	0	24618	0	0	0									
10858	0	0					1446	0	73185					6391	0	25202	0	1761	24	0	40440									
11145	0	77					1561	0	17824					8506	0	3914	0	9504	0	0	0									
11640	0	0					2963	0	84957					20000	0	11529	0	50522	0	0	0									
11837	0	0					548	0	54857					7000	0	33919	0	7210	0	0	0									
12030	0	0					4250	1000	5630					0	1000	5630	0	0	0	0	0									
12142	0	0					740	838	43093					0	0	4467	834	18678	0	0	5592									
12245	0	0					416	0	31037					5000	0	2797	0	14076	24	0	0									
12311	0	51781	0	0	0	182313	308722	0	9545558	0	53407269	1006302	48287831	2387348	0	2027017	0	455715	49628	0	1965768	0	914982	0	3839422	0	1403396	0	621304	
12647	0	0					310	5438	0					6200	0	0	3488	0	0	0	0									
12656	0	0					29	906	0					0	460	0	446	0	0	0	0									
12937	0	0					862	0	490					4444	0	0	0	0	0	0	0									
12946	0	0					2543	0	93450					12335	0	12137	0	67828	778	0	0									
12955	0	0					450	2145	7					2500	0	0	2145	0	0	0	0									
13037	0	0					493	0	33708					0	0	6471	0	3770	0	0	0									
13103	0	0					12036	382	267818					107749	0	64962	0	0	75792	0	0									
13251	0	0					144	0	5338					0	0	754	0	4578	0	0	0									
13457	0	0					0	0	4257					0	0	988	0	3132	137	0	0									
14052	0	0					247	0	9045					1000	0	652	0	2128	0	0	0									
14155	0	0					558	0	6302					6325	0	0	0	3981	0	0	0									
14454	0	0					122	0	6820					1000	0	570	0	1904	0	0	0									
14650	0	0					68	3133	24					0	2789	0	344	0	0	0	0									
14753	0	0					9	10687	12035					0	1051	2346	4752	7485	0	0	0									
14865	0	0					560	0	25728					0	0	19224	0	4267	0	0	0									
14977	0	0					208	53	6841					1136	0	0	0	0	0	0	0									
16458	0	3009					801	41128	72577					258	900	25258	40227	15103	0	0	0									
16551	0	0					2234	835	14194					11000	0	164	835	11428	0	0	0									
16748	0	0					293	8915	10491					0	0	1158	8915	0	0	0	0									
16944	0	0					0	0	13386					0	0	2828	0	9466	0	0	0									
16953	0	0					0	2365	9098					0	0	9098	2365	0	0	0	0									
17110	100	0					219	100	13569					0	0	0	0	0	13569	0	0									
17147	0	0					33884	287428	536108					161663	0	616	10071	239990	0	0	109871									
17259	0	484					369	3	25714					3500	0	5092	0	12341	0	0	0									
17464	0	0					10472	1806	115010					236000	0	4888	1806	0	472	0	0									
17950	0	0					1007	168	109198					3109	0	15651	150	28560	0	0	0									
18050	0	0					716	17235	75810					654	0	15584	17235	6067	0	0	0									
18135	0	5000					1501	14927	42332					26095	12997	16202	1930	21130	0	0	15793									
18377	0	0					140	0	8707					0	0	0	0	0	0	0	0									
18827	0	0					1052	0	61321					0	0	27238	0	17944	12374	0	0									
18836	0	0					889	0	5956					3990	0	2104	0	887	29	0	0									
18854	0	0					594	0	11999					3000	0	8982	0	957	0	0	0									
18957	0	0					258	0	4537					1107	0	1177	0	541	0	0	0									
19356	0	0					162	0	29658					2096	0	4011	0	4445	0	0	0									
19730	0	0					18195	5489	138330					46990	0	90405	2740	0	2092	0	0									
19936	0	8021					768	2675	34383					0	0	3783	299	1088	0	0	4962									
19972	0	0					203	16816	0					0	5308	0	11377	0	0	0	0									
20053	0	0					503	0	10972					1709	0	8815	0	300	304	0	0									
20370	0	0					477	0	12065					5061	0	0	0	2368	0	0	0									
20512	0	0					1010	489	39600					0	0	1504	250	13402	0	0	0									
20633	0	1028					1343	6582	63908					6000	977	35288	0	10853	870	0	0									
20857	0	0					1156	0	113254					16329	0	21022	0	68122	0	0	0									
21256	0	0					87	0	231					0	0	104	0	0	0	0	0									
21359	0	0					114	0	3620					327	0	0	0	2522	0	0	0									
21630	0	0					379	0	40085					4299	0	3055	0	5004	0	0	1882									
21658	0	0					442	0	33747					640	0	27692	0	6001	0	0	0									
22048	0	0					814	0	37849					17172	0	7641	0	832	0	0	3255									
22356	0	0					3257	0	154329					35930	0	4005	0	43467	17	0	16000									
22459	0	0					762	0	16862					5138	0	12251	0	4611	0	0	0									
22543	0	4178					196	0	6746					0	0	0	0	1710	858	0	0									
22552	0	0					195	291	3656					0	0	2984	291	665	0	0	0									
22730	0	0					361	0	26017					0	0	10454	0	12228	0	0	3298									
22936	0	300					1167	0	13661					3742	0	13281	0	0	0	0	0									
22954	0	0					1325	0	18383					8806	0	3830	0	5939	66	0	0									
23045	0	0					211	530	27892					0	0	27892	530	0	0	0	0									
23241	0	18739					22172	0	526220					168793	0	0	0	21679	2721	0	139893									
23456	0	0					291	437	18527					131	0	277	0	11128	0	0	0									
23504	0	0					1284	147965	323539					0	24973	41333	64728	48066	0	0	16370									
23540	0	0					625	20969	32574					0	20669	1900	300	23572	0	0	0									
23643	0	0					266	300	43037					0	0	31241	300	11664	0	0	0									
23755	0	0					797	0	28788					2000	0	2895	0	11991	0	0	0									
24006	0	5052					1161	227697	72781					0	204686	26712	9388	5719	12	0	0									
24453	0	0					3645	0	10124					34416	0	9822	0	0	0	0	0									
24659	301	0					0	656	0					0	0	0	355	0	0	0	0									
24668	0	0					869	0	55236					6000	0	6573	0	48431	0	0	5684									
24855	0	0					29	0	0					0	0	0	0	0	0	0	0									
24949	0	18823					3167	0	36971					3100	0	0	0	18148	0	0	2405									
25357	0	0					3958	61266	6798					25000	0	0	0	964	0	0	0									
25647	200	0					0	2463	707					0	0	503	2263	204	0	510	0									
26149	0	0					0	0	34271					0	0	5383	0	9156	0	0	1097									
26242	0	0					1992	0	82218					0	0	30120	0	52098	0	0	8332									
26457	0	0					0	0	3427					0	0	2919	0	508	0	0	0									
26765	0	0					2144	1704	40456					0	0	500	65	0	0	0	0									
26859	1007	0					495	1007	0					1210	0	0	0	0	0	0	0									
27548	0	0					4114	0	131327					9172	0	16541	0	28290	0	21610	0									
27614	0	0					1606	0	110098					12800	0	5526	0	47812	1708	0	0									
27847	0	0					1971	6206	124046					25746	0	2583	952	50393	0	0	0									
28152	0	0					305	4560	7157					1796	204	3101	3416	2252	0	0	0									
28255	0	10664					410	0	19462					0	0	2013	0	0	99	0	0									
28349	0	0					1222	6961	0					10000	0	0	6961	0	0	0	1									
28406	0	80754					4724	0	543891					0	0	173452	0	1381	2589	0	0									
28572	0	0					1122	145	4350					9283	142	4287	0	0	0	0	0									
28732	0	0					216	0	17722					5000	0	3464	0	1037	0	0	0									
29104	0	6995					9596	0	377802					130000	0	9667	0	37224	4476	310	69855									
29636	0	0					4667	0	320063					84760	0	186158	0	94260	0	0	110483									
29953	0	5629					1719	2692	5629					14488	0	0	2692	0	0	0	0									
30052	0	0					111	0	0					2382	0	0	0	0	0	0	0									
30258	0	0					2544	0	30934					28687	0	0	0	956	0	0	1000									
30418	0	0					0	0	291933					0	0	0	0	453	0	0	134955									
30502	0	19723					5325	0	157229					62962	0	49030	0	40758	6718	0	39812									
30650	0	0					1308	0	33980					19000	0	7691	0	118	0	0	0									
30810	0	1561496	0	0	0	0	45755	61035	5980623	645	62457050	0	56375512	18543885	0	1880537	51636	0	691800	0	0	9399	0	0	0	0	1846790	0	0	
31134	0	0					649	0	22234					10000	0	3011	0	12404	0	0	0									
31255	0	0					702	0	127785					11438	0	4026	0	10759	0	0	4963									
31657	0	0					146	55111	0					0	0	0	0	0	0	0	0									
31826	0	0					756	0	40212					0	0	10840	0	19023	87	0	0									
31835	0	0					1302	0	22831					15000	0	5158	0	14366	869	0	0									
32234	0	8094					82	0	37034					0	0	28549	0	391	0	0	15841									
32766	0	0					24	17546	39					0	0	0	17546	0	0	0	0									
33147	0	0					1667	0	20492					10010	0	10981	0	9511	0	0	3771									
33259	0	45559					794	3733	50854					0	0	0	3733	0	0	0	2958									
33268	0	0					0	1137	68268					0	0	4742	1137	31977	0	0	0									
33727	0	1402					1323	0	71531					11	0	13239	0	18067	0	0	19374									
33754	0	0					0	4499	14783					0	4499	6934	0	7849	0	0	0									
33839	0	0					122	0	6047					0	0	2036	0	4011	0	0	0									
33857	0	0					600	0	7795					8876	0	0	0	0	0	0	0									
34153	0	2044					2753	0	76138					19768	0	31277	0	0	0	0	0									
34359	0	404					425	0	12292					0	0	5033	0	4504	0	0	0									
34425	0	0					2359	0	34073					30000	0	8264	0	25320	0	0	7598									
34434	0	0					635	11909	26179					0	0	9254	11909	710	0	0	0									
34452	0	0					57	951	28239					0	0	0	151	12486	0	0	0									
34537	0	4212					13141	26860	435140					50000	0	0	7397	1710	2742	0	101842									
34555	0	0					2510	0	77720					3200	0	12626	0	38383	0	0	0									
34742	0	0					759	0	36828					0	0	7654	0	2996	0	0	0									
34836	0	405					0	0	7976					0	0	7479	0	92	0	0	0									
35057	0	1041					2720	0	26168					6335	0	1244	0	18175	0	0	0									
35301	0	6529126	2766095	1173178	1733384	736181	305098	10901450	70865221	0	119700425	50872236	52131374	4010009	0	1047705	134060	6603907	721175	2571723	7441250	291831	5005843	120903	18585234	64068	29034119	5791109	1428753	
35570	0	0					80369	478536	600501					1363203	15200	0	13951	0	0	0	500000									
35646	0	0					111	18469	4689					0	1007	1812	17462	2690	187	0	0									
35842	0	0					489	0	37649					6000	0	22264	0	5898	0	0	0									
36054	0	0					6089	425	1512					21338	0	0	425	663	0	0	0									
36344	0	0					2308	0	89943					15000	0	2523	0	20449	0	0	28424									
36456	0	0					213	11	20263					0	0	11711	10	5898	0	0	0									
36858	0	0					776	0	70558					3993	0	30081	0	0	0	0	5328									
36933	0	2504					209	0	9883					80	0	1001	0	2397	0	0	0									
37051	0	0					280	0	9171					2500	0	514	0	856	0	0	0									
37341	0	0					17	485	0					0	0	0	485	0	0	0	0									
37378	1664	533					513	5145	2795					0	194	0	902	569	0	0	0									
37435	0	0					2630	2000	216082					0	0	118272	2000	27270	3048	0	15829									
37640	0	0					9207	1604	341956					77267	0	37	1604	32178	0	0	36001									
37659	0	0					0	4223	2518					0	0	2236	4223	0	0	0	0									
37743	0	0					276	0	21525					0	0	490	0	18533	0	0	0									
37949	0	0					696	0	73241					3255	0	27177	0	28327	0	0	7351									
38535	0	0					1527	0	95389					5000	0	2252	0	28969	0	0	7445									
38740	0	0					1841	0	33929					19281	0	6819	0	8260	0	0	0									
39327	19487	57100					0	32304	57466					0	7003	0	5814	366	0	0	4491									
39420	0	0					5741	0	221725					42501	0	56067	0	24247	0	0	932									
39475	0	0					10955	0	72298					10600	0	2933	0	50802	2960	0	0									
39756	0	0					5003	0	28012					3071	0	1007	0	12281	0	0	8987									
40033	0	0					435	196	26778					0	0	13525	50	2872	0	0	0									
40350	0	0					265	1229	5449					3050	0	4531	1229	918	0	0	0									
40707	0	0					1060	399	18449					3702	399	12441	0	1643	0	0	0									
40855	0	0					672	0	13029					5090	0	1675	0	6837	0	0	0									
41245	0	1258					45	5807	4989					0	450	1787	5357	1944	0	0	758									
41553	495	1285					99	7440	37659					0	0	36374	6935	0	0	0	0									
41629	0	0					947	0	9535					11000	0	4504	0	3916	0	0	0									
41759	0	0					66	0	13619					0	0	4599	0	6601	0	0	0									
41825	0	2007					0	0	52116					0	0	37509	0	0	0	0	0									
41937	0	0					130	0	24310					153	0	7372	0	9820	0	0	0									
41955	0	0					216	596	12357					1722	0	7938	590	0	0	0	0									
42037	0	0					0	0	12576					0	0	1942	0	3556	0	0	0									
42055	0	0					414	425	14665					0	0	2922	90	2596	0	0	0									
42354	0	0					240	0	45555					0	0	11659	0	9854	0	0	0									
42420	0	0					50429	0	947442					99646	0	174337	0	47819	1591	0	170563									
42448	0	786					3667	0	107994					63484	0	24417	0	79880	2911	0	0									
42457	0	0					2	8044	0					0	4242	0	2073	0	0	0	0									
43052	0	0					1426	0	13921					10130	0	7175	0	15	20	0	0									
43351	0	618					0	0	2004					0	0	398	0	419	0	0	0									
43454	0	207					27	0	5441					0	0	3557	0	1295	0	0	0									
43511	0	0					3562	0	35606					10834	0	7502	0	23410	0	0	0									
43744	0	0					661	0	8540					9500	0	4282	0	844	0	0	0									
43856	0	0					147	1653	12495					0	0	5879	1653	2425	0	0	0									
43959	0	5216					56	0	43664					0	0	13439	0	9785	0	0	0									
44040	0	0					1504	0	101708					454	0	18138	0	14452	0	0	0									
44433	0	1146					3466	0	42742					35459	0	0	0	922	1144	0	1961									
44741	0	0					1007	27299	41497					0	0	31400	27299	9859	238	0	11336									
44750	0	0					733	0	34410					0	0	11464	0	10899	0	0	0									
44929	6012	12984					1237	6012	13897					0	0	0	0	894	0	0	0									
45038	0	0					267	2496	31920					4750	0	9479	2496	17124	0	0	5005									
45047	0	0					765	0	9597					1295	0	6067	0	420	0	0	0									
45056	0	0					185	2095	8923					100	0	4823	2068	3680	0	0	0									
45430	0	0					664	4961	4856					7721	0	0	4961	0	0	0	0									
45458	0	0					34	0	2661					0	0	2661	0	0	0	0	0									
45551	0	1001					2637	0	137495					13669	0	93646	0	36671	0	0	26274									
45560	0	0					3537	43143	146597					59047	24560	2236	18583	14403	0	0	0									
45775	0	0					1254	5305	0					5000	1002	0	713	0	0	0	0									
46053	0	0					1984	0	60207					250	0	23197	0	7228	0	0	721									
46941	0	0					516	7649	31954					5005	0	13114	7649	6014	0	0	0									
47153	0	0					0	2686	0					0	1600	0	1086	0	0	0	0									
47247	0	0					1597	893	61650					22100	0	14085	845	24762	0	0	0									
47256	0	0					214	0	2502					0	0	1118	0	1384	0	0	0									
47452	491	12802					36	491	15502					2000	0	0	0	213	0	0	0									
47500	0	1007					2207	0	31534					19500	0	17944	0	1108	9139	0	0									
48057	0	2671					321	0	16003					0	0	3769	0	9253	0	0	0									
48150	0	0					122	0	1531					325	0	503	0	1014	0	0	0									
48374	0	0					6703	0	17851					108919	0	14528	0	0	3100	0	1261									
48440	0	0					378	0	17076					3000	0	929	0	8476	0	0	0									
48730	0	0					1433	3512	1815					0	0	0	3512	0	100	0	0									
49054	0	0					776	0	13903					6500	0	13903	0	0	0	0	0									
49148	0	0					403	0	49674					0	0	13870	0	11954	0	0	0									
49241	0	10000					1417	19885	65108					969	12854	35195	3997	13658	0	0	0									
49344	0	765					2242	500	13498					26850	0	3993	0	4161	0	0	0									
49643	0	0					451	11879	0					0	0	0	10180	0	0	0	0									
49652	0	0					702	0	45895					12452	0	19452	0	25929	0	0	0									
49821	0	0					3702	0	124997					48687	0	38065	0	49989	602	0	21000									
49858	0	0					243	0	6268					0	0	6164	0	0	0	0	0									
49951	0	0					0	0	15922					0	0	15922	0	0	0	0	0									
50144	0	0					217	19695	0					0	0	0	7574	0	0	0	0									
50461	0	0					0	819	0					0	0	0	819	0	0	0	0									
50546	0	0					39	0	9768					0	0	2369	0	180	0	0	0									
50854	0	0					0	1683	18162					0	0	1016	1683	4109	0	0	0									
50957	0	0					1541	0	0					10205	0	0	0	0	0	0	0									
51253	0	0					648	0	29019					19244	0	0	0	19575	0	0	0									
51356	0	5056					0	0	17487					0	0	12431	0	0	0	0	0									
51459	0	0					434	0	97541					4525	0	35879	0	26661	0	0	0									
51730	0	0					94	1780	9004					0	734	6203	0	0	396	0	0									
51842	0	0					1286	0	14804					4050	0	0	0	14792	12	0	0									
52410	0	0					377	0	33301					5036	0	3587	0	20377	0	0	0									
52719	0	0					4891	205302	0					353592	0	0	205302	0	0	163045	0									
52951	0	0					253	0	18256					0	0	4743	0	6955	0	0	0									
53015	0	0					9	14966	0					0	5680	0	7886	0	0	0	0									
53033	0	15943					8515	500	740316					10000	0	0	0	33529	11886	0	173840									
53051	0	0					255	21836	0					0	0	0	0	0	0	0	0									
53239	0	6836					0	0	28155					0	0	0	0	11727	0	0	0									
53453	0	0					141	0	25936					0	0	1334	0	11358	0	0	0									
53752	0	0					47	16914	12948					0	3575	0	490	0	0	0	0									
54049	0	0					520	433	8132					2000	0	2894	433	191	0	0	0									
54058	0	0					985	0	71189					5242	0	8380	0	21791	0	0	0									
54357	300	0					0	310	15					0	0	0	0	0	0	0	0									
54375	0	0					5472	0	181954					40738	0	0	0	54866	247	0	44896									
54441	0	0					136	0	8903					2000	0	6043	0	1053	0	0	0									
54656	0	2323					882	0	274247					0	0	0	0	121831	0	0	0									
55176	0	0					2209	16589	199					23600	4900	0	0	0	0	0	0									
55336	0	4080					1171	0	70827					402	0	63789	0	2958	0	0	0									
55635	0	0					340	0	11521					2840	0	7019	0	2907	0	0	0									
55653	0	0					623	0	25992					2075	0	11056	0	8587	0	0	7880									
56258	0	1968					291	0	51382					500	0	45766	0	301	0	0	0									
56351	0	17679					2238	0	297229					1841	0	51771	0	64790	0	0	0									
56427	0	0					327	0	29093					0	0	5130	0	13374	0	0	0									
56548	0	0					2106	0	17925					0	0	7150	0	5075	134	0	0									
56557	0	0	0	0	0	2432	4790	262	637443	0	2339174	129983	2003251	14000	0	80619	0	919	0	0	157690	262	405545	0	0	0	147903	0	25	
56717	0	0					1725	0	79201					19552	0	12774	0	29178	145	0	13006									
57040	0	0					9	0	25102					0	0	9837	0	15263	2	0	0									
57228	0	0					452	0	13212					0	0	8559	0	1294	5	0	820									
57255	0	0					30	1120	17064					0	0	12048	1120	3663	0	0	0									
57451	0	0					1036	0	207329					14000	0	55604	0	44826	0	0	42133									
57572	0	0					1110	0	15178					10936	0	1520	0	253	3	0	0									
57956	0	0					126	974	36451					0	0	5689	974	9594	116	0	4684									
58074	0	0					2941	0	18704					27414	0	11703	0	176	7	0	0									
58207	0	1506					778	0	22257					3720	0	2072	0	5379	847	0	971									
58225	0	2613					576	0	40403					5000	0	9437	0	23722	0	0	510									
58243	0	298067	0	0	0	0	26271	0	598557	0	4830581	258677	4367332	24829	0	0	0	0	0	0	283450	0	13306	0	287184	0	0	0	0	
58355	0	0					0	0	6					0	0	0	0	0	0	0	0									
58551	0	0					0	0	68910					0	0	10981	0	17967	0	0	0									
58636	0	0					991	0	60646					17507	0	32859	0	9553	0	0	0									
58757	0	0					169	0	8676					643	0	2574	0	5910	0	0	0									
58971	0	19861					15660	0	964896					20145	0	215130	0	38335	0	0	186665									
59316	0	0					3406	170	145557					38199	0	30267	170	49766	347	0	33110									
59352	0	0					118	0	150392					0	0	1845	0	38175	0	0	0									
59679	0	0					194	0	1590					0	0	0	0	0	1590	0	0									
59754	0	0					240	426	2955					0	426	0	0	2955	0	0	0									
60143	0	130917	0	0	0	29	520500	0	7512728	0	52835396	377025	46562137	3564572	0	0	0	38827	62829	0	43468	0	6576105	0	132543	0	571478	0	0	
60330	0	2332					3107	0	59233					39700	0	33274	0	12463	0	0	0									
60433	0	1021					248	0	17345					0	0	7398	0	0	0	0	0									
60545	0	0					320	0	62443					2814	0	61196	0	0	0	0	0									
60554	0	0					239	0	18006					520	0	2768	0	15112	0	0	0									
60648	0	1000					968	222	5521					0	0	2460	222	1013	0	0	0									
61122	0	0					12449	0	229687					196370	0	24850	0	94724	0	0	39138									
61355	0	0					2789	346	179515					27000	0	56399	346	99712	0	0	7937									
61476	51	1002					1256	1216	15516					2973	0	6432	0	1434	804	0	0									
61757	0	0					41	2225	26914					0	0	26914	1594	0	0	0	2779									
61832	0	0					1466	0	32778					9000	0	31530	0	754	0	0	0									
61953	0	0					149	15031	7973					0	7092	5009	7938	2964	0	0	0									
62044	0	0					401	0	3424					144	0	3424	0	0	0	0	0									
62110	6994	0					81	6994	1110					0	0	0	0	0	1110	0	0									
62147	0	0					770	0	10497					800	0	0	0	2571	72	0	0									
63050	0	0					25	0	35375					0	0	12055	0	11242	0	0	0									
63069	0	14113	0	0	0	296380	120660	0	5645580	0	20975842	0	18855094	620	0	1107378	0	343380	527	0	0	0	551346	0	3288826	0	43630	0	0	
63078	0	54643					8906	0	198226					0	0	102990	0	28378	2002	0	0									
63201	0	0					137	29231	7347					0	1155	1830	15991	2065	0	0	0									
63359	0	3003					0	0	42942					0	0	10703	0	29236	0	0	0									
63573	0	0					3152	0	46532					13565	0	43130	0	0	0	0	0									
63733	0	0					984	0	170235					18813	0	75073	0	95154	8	0	0									
63742	0	0					318	0	66					6024	0	0	0	0	0	5765	0									
63751	0	101					35	0	1085					107	0	984	0	0	0	0	0									
64150	0	0					258	4765	8591					1883	0	7320	4765	0	0	0	0									
64543	0	0					2639	0	77135					43409	0	0	0	16737	0	0	0									
64552	0	0					861	1	14332					811	0	0	0	4162	0	0	0									
64619	0	0	0	0	0	0	9575	399235	383994	0	2319040	0	2133380	147663	147531	100122	116969	40044	4900	0	28016	115527	8975	19208	43008	0	186945	0	0	
64730	0	0					1116	0	52312					16800	0	42154	0	5865	0	0	0									
65205	10080	0					2556	110226	151954					0	100146	0	0	0	8076	0	0									
65241	0	0					503	600	20820					6500	0	10356	600	2890	0	0	0									
65513	0	0	0	0	0	0	375	77007	38823	0	370535	0	321345	14500	0	0	100	912	0	0	0	0	0	0	0	46439	17058	30468	20853	
65559	0	10159					541	0	117658					979	0	11144	0	39463	16	0	0									
65746	0	0					6726	0	47904					39318	0	4181	0	5723	5000	0	6808									
65858	0	0					7515	0	505815					40324	0	40360	0	24021	0	0	0									
66015	0	0	0	0	0	0	0	0	72594	97210	301083	0	335544	33000	0	11985	0	0	0	0	7000	0	1054	0	59555	0	0	0	0	
66154	0	0					1382	0	21951					4612	0	1913	0	15674	0	0	0									
66172	0	0					10094	0	28380					132205	0	0	0	0	6304	0	0									
66275	0	0					203	0	20243					0	0	8457	0	120	0	0	0									
66837	0	0					1702	0	17134					10000	0	4004	0	269	0	0	0									
67142	0	0					575	0	27591					6022	0	4870	0	10817	0	0	0									
67151	0	0					2116	0	128514					35977	0	18795	0	57543	0	0	0									
67209	0	0					6670	0	111657					64657	0	23088	0	1914	29571	0	1672									
67254	0	0					0	0	2993					0	0	2993	0	0	0	0	0									
67311	0	0					160123	59962	2986328					326007	0	399631	59962	297193	3131	0	834912									
68345	0	0					1295	61618	39418					11000	39963	27646	21655	11772	0	0	0									
68448	0	0					0	0	26169					0	0	0	0	17639	0	0	0									
68756	0	0					726	0	75170					0	0	6221	0	6388	0	0	0									
68831	0	0					439	1827	17958					0	0	4640	785	6030	0	0	0									
68840	0	5554					1219	0	50658					451	0	11819	0	26296	0	0	2174									
68859	0	0					1088	0	158647					846	0	8025	0	123367	0	0	2895									
