"IDRSSD"	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
	MICR9999REPORT DATE	NM_LGL	ID_FDIC_CERT	CITY	STATE_ABBR_NM	ZIP CODE	
37	20081231	BANK OF HANCOCK COUNTY	10057	SPARTA	GA	31087	
242	20081231	First Community  Bank, Xenia-Flora	3850	Xenia	IL	62899	
279	20081231	MINEOLA COMMUNITY BANK S. S. B.	28868	MINEOLA	TX	75773	
354	20081231	Bison State Bank	14083	Bison	KS	675200328	
457	20081231	LOWRY STATE BANK	10202	LOWRY	MN	563490123	
505	20081231	BALLSTON SPA NATIONAL BANK	6959	BALLSTON SPA	NY	12020	
1155	20081231	FIRST STATE BANK & TRUST COMPANY	17639	FREMONT	NE	680260549	
1351	20081231	Bank of Grandin	09392	Grandin	MO	63943	
1454	20081231	Hilltop National Bank	19184	Casper	WY	82602	
1557	20081231	THE FIRST STATE BANK	15328	KIOWA	KS	67070	
1632	20081231	Sea Island Bank	5707	Statesboro	GA	30458	
1669	20081231	The Liberty National Bank in Paris	3384	Paris	TX	754610919	
1829	20081231	Allegheny Valley Bank of Pittsburgh	6058	Pittsburgh	PA	15201	
1856	20081231	Washita State Bank	22430	Burns Flat	OK	73624	
2040	20081231	Farmers and Merchants Bank	13046	Tomah	WI	54660	
2161	20081231	LAMAR NATIONAL BANK	23597	PARIS	TX	75460	
2376	20081231	Oritani Bank	28866	Twp of Washington	NJ	76761329	
2451	20081231	Thunder Bank	10506	Sylvan Grove	KS	67481	
2554	20081231	STATE BANK OF MARIETTA	18525	MARIETTA	MN	56257	
2732	20081231	Albany Bank & Trust Co., N.A.	17230	Chicago	IL	60625	
2750	20081231	GENOA NATIONAL BANK	5408	GENOA	NE	68640	
2938	20081231	Security Bank & Trust Company of Albany	20246	Albany	GA	31701	
3252	20081231	FIRST NATIONAL BANK OF GORDON	5410	GORDON	NE	69343	
3458	20081231	FARMERS BANK OF GREEN CITY	16103	GREEN CITY	MO	63545	
3720	20081231	Bank of Clarendon	15671	Manning	SC	29102	
3953	20081231	First Capital Bank	416	Guthrie	OK	730440520	
4138	20081231	First National Bank of LaFollette	4944	LaFollette	TN	37766	
4156	20081231	KANZA Bank	13157	Kingman	KS	67068	
4231	20081231	FARMERS AND MERCHANTS BANK	16440	SYLVANIA	GA	30467	
4437	20081231	First National Bank	6795	Ronceverte	WV	24970	
4839	20081231	Austin Bank of Chicago	11694	Chicago	IL	606441997	
5005	20081231	STONEHAM SAVINGS BANK	90286	STONEHAM	MA	02180	
5069	20081231	First Credit Bank	24332	West Hollywood	CA	90069	
5135	20081231	First State Bank of Blakely	15496	Blakely	GA	39823	
5210	20081231	Adams County National Bank	7506	Gettysburg	PA	173250000	
5331	20081231	Hyde Park Bank and Trust Company	10448	Chicago	IL	60615	
5461	20081231	BANK OF AGRICULTURE AND COMMERCE	19434	STOCKTON	CA	95207	
5751	20081231	The Kearny County Bank	15194	Lakin	KS	678600067	
6039	20081231	ALMA EXCHANGE BANK & TRUST	15699	ALMA	GA	31510	
6141	20081231	TALLAHATCHIE COUNTY BANK	16567	CHARLESTON	MS	38921	
6329	20081231	ANDERSON BROTHERS BANK	9923	MULLINS	SC	295740310	
6972	20081231	FIRST INDEPENDENT BANK	1500	VANCOUVER	WA	986688904	
7009	20081231	Bessemer Trust Company	20015	Woodbridge	NJ	70951191	
7045	20081231	The Peoples Bank	5779	Brownstown	IN	47220	
7157	20081231	THE STATE BANK OF BLUE RAPIDS	15057	BLUE RAPIDS	KS	664110157	
7456	20081231	Bank of Hartington	13962	Hartington	NE	687390077	
7634	20081231	THE FOUR COUNTY BANK	15904	ALLENTOWN	GA	31003	
8033	20081231	Peoples Bank & Trust Company of Pointe Coupee Parish	23090	New Roads	LA	70760	
8462	20081231	Perryton National Bank	3388	Perryton	TX	79070	
8631	20081231	Pleasants County Bank	847	St. Marys	WV	261700240	
9357	20081231	Fidelity Bank	20268	Edina	MN	55435	
9553	20081231	ADAMS COUNTY BANK	14311	KENESAW	NE	689560149	
9807	20081231	Amboy Bank	6423	Old Bridge	NJ	08857	
9955	20081231	First State Bank & Trust Co	15899	Larned	KS	67550	
10157	20081231	First National Bank & Trust Company in Larned	4709	Larned	KS	675500029	
10250	20081231	The Bank of Elk River	1607	Elk River	MN	55330	
10849	20081231	FIRST STATE BANK	15050	LONOKE	AR	72086	
10858	20081231	Platte Valley State Bank and Trust Company	16112	Kearney	NE	68847	
11145	20081231	Lake-Osceola State Bank	8172	Baldwin	MI	49304	
11640	20081231	First National Bank of Clarksdale	19070	Clarksdale	MS	38614	
11837	20081231	THE FARMERS BANK	5709	Greensboro	GA	30642	
12030	20081231	First National Bank South	17011	ALMA	GA	31510	
12142	20081231	Cleveland State Bank	12201	Cleveland	MS	387321000	
12245	20081231	BANK NORTH	15093	Crivitz	WI	54114	
12311	20081231	The Huntington National Bank	6560	Columbus	OH	43215	
12647	20081231	The Portage County Bank	10012	Almond	WI	54909	
12656	20081231	EMERALD BANK	14944	BURDEN	KS	67019	
12937	20081231	Oak Bank	20226	Chicago	IL	60611	
12946	20081231	Farmers Bank and Trust Company	1291	Magnolia	AR	71753	
12955	20081231	Bank of Nebraska	21704	La Vista	NE	68128	
13037	20081231	TRADERS BANK, INC	848	RAVENSWOOD	WV	26164	
13103	20081231	Bristol County Savings Bank	23622	Taunton	MA	02780	
13251	20081231	ELYSIAN BANK	10185	ELYSIAN	MN	56028	
13457	20081231	BANK OF LEWELLEN	5425	LEWELLEN	NE	691470248	
14052	20081231	LINCOLN COMMUNITY BANK	9042	MERRILL	WI	54452	
14155	20081231	F & C Bank	9378	Holden	MO	64040	
14454	20081231	First Security Bank-Evansville	8186	Evansville	MN	56326	
14650	20081231	BANK OF LOCUST GROVE	16795	LOCUST GROVE	OK	743520219	
14753	20081231	THE FARMERS STATE BANK OF BUCKLIN	18101	BUCKLIN	KS	67834	
14865	20081231	Bank of Eastern Oregon	16243	Heppner	OR	97836	
14977	20081231	First Federal Bank Littlefield Texas ssb	30291	Littlefield	TX	79339	
15536	20081231	Park National Bank	11677	Chicago	IL	60610	
16337	20081231	Wakulla Bank	21777	Crawfordville	FL	32327	
16458	20081231	Douglas County Bank	17105	Lawrence	KS	66044	
