"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDC980	RCFDC981	RCFDC982	RCFDC983	RCFDC984	RCFDC985	RCFDF264	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	
1557																																																																																																																																																																																											1016	0	0	5265	8149	41927	0	380	0	5008	41581	0	0	0	0	5208	0	0	101	825	0	0	380	380	232	11602	2391	1032	27809	0	0	0.1161	0.1638	0.1519	0	0	0	4828	380	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1632																																																																																																																																																																																											10535	0	0	0	54053	781624	0	10419	0	67285	787735	0	0	0	0	74809	0	0	2149	54954	0	0	8923	8923	2867	91592	107492	28497	587826	0	0	0.083640	0.105059	0.092528	0	0	0	65886	8923	1399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1669																																																																																																																																																																																											12325	0	0	74990	49286	238495	0	1951	0	41340	243574	517	0	0	0	40358	0	0	0	0	0	0	1329	1329	11290	124096	41539	9535	60647	0	0	0.161039	0.381755	0.369184	0	0	0	39029	1329	1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1829																																																																																																																																																																																											10233	0	0	0	83525	374805	143	3937	0	39119	373098	0	0	0	0	32585	0	0	0	12584	0	0	3094	3237	8033	82008	107675	8500	170954	0	0	0.0806	0.1314	0.1184	0	0	0	29348	3237	865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1856																																																																																																																																																																																											1409	0	0	106465	104146	241475	0	133	0	18928	236534	0	0	0	0	19848	0	0	0	0	0	0	133	133	0	196860	7267	7540	49346	0	0	0.0834	0.0970	0.0964	0.0000	0.0000	0.0000	19715	133	-885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2040																																																																																																																																																																																											3322	0	0	0	39445	205119	0	2525	0	18074	204590	0	0	0	0	20426	0	0	0	0	0	0	1996	1996	709	34434	41292	9412	131858	376	0	0.0901	0.1283	0.1158	0	0	0	18430	1996	-356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2161																																																																																																																																																																																											5578	0	0	4	37444	110035	0	558	0	11715	108348	0	0	0	0	11832	0	0	0	0	0	0	558	558	1798	45785	31979	3898	30364	0	0	0.1041	0.2131	0.2031	0	0	0	11274	558	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2376																																																																																																																																																																																											21755	0	0	144238	183255	1632426	0	18907	0	199370	1633265	0	0	0	0	213496	0	0	274	0	-743	0	15342	15342	10955	326835	296705	98295	1013511	0	0	0.1213	0.1745	0.1619	0	0	0	198154	15342	1959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2451																																																																																																																																																																																											6047	0	0	0	0	41163	0	498	0	3296	47368	0	0	0	0	3708	0	0	125	0	0	0	412	412	342	9532	9319	2221	22468	102	0	0.0696	0.1126	0.1000	0.0000	0.0000	0.0000	3296	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554																																																																																																																																																																																											2690	0	0	0	1893	10202	0	34	0	1103	10089	0	0	0	0	831	0	0	0	0	0	0	34	34	0	5301	407	276	4244	0	0	0.0813	0.1509	0.1447	0	0	0	797	34	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																																																																											21022	0	0	0	59568	512866	0	4064	0	71631	518145	0	0	0	0	73639	0	0	0	28816	0	0	4064	4064	12649	64671	95397	9828	341538	0	0	0.134566	0.173391	0.163822	0	0	0	69575	4064	944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																																																																																																																																																											1652	0	0	0	11591	54793	0	425	0	5145	53445	0	0	0	0	5661	0	0	0	0	0	0	425	425	2242	11304	4213	2291	37550	0	0	0.0980	0.1350	0.1249	0	0	0	5236	425	-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2938																																																																																																																																																																																											7969	0	0	0	59957	429855	0	8610	0	32005	460121	0	0	0	0	34956	0	0	1984	13203	0	0	4387	4387	1179	68029	87839	17420	279090	0	0	0.066437	0.100816	0.088164	0.000000	0.000000	0.000000	30569	4387	1436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252																																																																																																																																																																																											8193	0	0	320	65140	142710	0	1006	0	15928	137641	0	0	0	0	16523	0	0	428	1496	0	0	996	996	29780	42617	1702	3794	69216	0	0	0.1128	0.2075	0.1950	0	0	0	15527	996	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3458																																																																																																																																																																																											5476	0	0	1920	9280	30598	0	318	0	3098	30731	0	0	0	0	3200	0	0	0	0	0	0	275	275	0	9334	2345	818	18974	0	0	0.095181	0.145647	0.133130	0	0	0	2925	275	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720																																																																																																																																																																																											5845	0	0	11533	42260	177912	0	1565	0	24442	176148	0	0	0	0	24933	0	0	0	1081	0	0	1321	1321	7789	64105	29228	0	77326	88	460	0.134397	0.236560	0.224027	0	0	0	23612	1321	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3953																																																																																																																																																																																											5588	0	0	0	4	127365	0	1371	0	9359	120801	0	0	0	0	10729	0	0	1031	0	0	0	1370	1370	667	17901	9324	7283	100843	10172	0	0.0775	0.0979	0.0854	0	0	0	9359	1370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4138																																																																																																																																																																																											14556	0	0	0	33682	200047	0	3912	0	14759	199955	0	0	0	0	16272	0	0	588	0	0	0	1658	1658	13630	35325	58432	11396	96330	0	0	0.073086	0.124838	0.112118	0	0	0	14614	1658	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4156																																																																																																																																																																																											7099	0	0	0	51376	202585	0	1695	0	18465	190530	16	0	0	0	17246	0	0	0	4421	0	0	1695	1695	634	39730	59902	11926	101048	968	0	0.0824	0.1208	0.1089	0	0	0	15551	1695	1131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231																																																																																																																																																																																											4357	0	0	0	33618	124859	0	1060	0	14232	122912	0	0	0	0	15715	0	0	0	0	0	0	1060	1060	3084	26620	24651	2752	72203	0	0	0.1192	0.1738	0.1621	0	0	0	14655	1060	-423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4437																																																																																																																																																																																											3142	0	0	1540	47271	234645	0	2539	0	23303	231897	0	0	0	0	25178	0	0	0	2828	75	0	2216	2216	2171	38217	59993	9444	136361	0	0	0.0990	0.1422	0.1297	0	0	0	22962	2216	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4839																																																																																																																																																																																											5543	0	0	0	66603	308214	0	3242	0	24070	306135	20	0	0	0	26268	0	0	2377	6057	0	0	3083	3083	8983	60627	24552	9355	216409	0	0	0.0757	0.1066	0.0941	0	0	0	23185	3083	885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
