"IDRSSD"	RCFD0426	RCFD2130	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5372	RCFD5374	RCFD5375	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFN5513	RCON0426	RCON2130	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5372	RCON5374	RCON5375	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	TEXT4087	
	OTHER IDENTIFIABLE INTANGIBLE ASSETS	INVEST. IN UNCONSOLIDATED SUBS & CO.	OTHER REAL ESTATE OWNED	FHLB ADVANCES MATURING <= 1 YEAR	MORTGAGE SERVICING ASSETS	OTHER BORROWED MONEY	IS CU WEB SITE INTERACTIVE?	DIRECT&INDIRECT INVEST IN RE VENTURE	DIRECT&INDIRECT INVEST IN RE VENTURE	ALL OTHR INVEST IN UNCONSLDTD SUBS	ALL OTHR IDENTIFIABLE INTANGBL ASSET	AGGREG AKT OF EXT OF CREDIT TO EXECS	NBR OF EXEC OFFCRSEPRIN SHAREHOLDERS	ESTMTD FAIR VAL OF MTG SERVNG ASSETS	PURCD CRD CD RLSHPS&NONMTG SRVG ASTS	DOES RPRTNG BANK SELL MUTUAL FUNDS?	ASSETS MANAGED: MUTUAL FUNDS&ANNUITY	OTHER BORR0WINGS MATURING <= 1 YEAR	FHLB ADVS:RMNG MAT/REPRNG DT 1 YR LE	FHLB ADVS:RMNG MAT/REPRNG DT 1-3 YRS	FHLB ADVS:RMNG MAT/REPRNG DT 3-5 YRS	FHLB ADVS:RMNG MAT/REPRNG DT OVR 5 Y	FHLB ADVANCES: STRUCTURED ADVANCES	OT BRWD MNY:WT RMNG MAT/REPR DT 1 YR	OT BRWD MNY:WT RMNG MAT/REPR DT 1-3 	OT BRWD MNY:WT RMNG MAT/REPR DT 3-5 	OT BRWD MNY:WT RMNG MAT/REPR DT OV 5	SECURED LIBLTIES:AMT OF	ALL OTHR RE OWNED IN FOREIGN OFFICES	OTHER IDENTIFIABLE INTANGIBLE ASSETS	INVEST. IN UNCONSOLIDATED SUBS & CO.	OTHER REAL ESTATE OWNED	FHLB ADVANCES MATURING <= 1 YEAR	MORTGAGE SERVICING ASSETS	OTHER BORROWED MONEY	IS CU WEB SITE INTERACTIVE?	DIRECT&INDIRECT INVEST IN RE VENTURE	DIRECT&INDIRECT INVEST IN RE VENTURE	ALL OTHR INVEST IN UNCONSLDTD SUBS	ALL OTHR IDENTIFIABLE INTANGBL ASSET	CONSTRCTN&LAND DEVLPMNT IN DOMS OFFC	FARMLAND IN DOMESTIC OFFICES	1-4 FMLY RESDTL PROPTS IN DOMS OFFCS	MULTIFMLY RESDTL PROPTS IN DOMS OFFC	NONFRM NONRESDTL PROPTS IN DOMS OFFC	AGGREG AKT OF EXT OF CREDIT TO EXECS	NBR OF EXEC OFFCRSEPRIN SHAREHOLDERS	ESTMTD FAIR VAL OF MTG SERVNG ASSETS	PURCD CRD CD RLSHPS&NONMTG SRVG ASTS	DOES RPRTNG BANK SELL MUTUAL FUNDS?	ASSETS MANAGED: MUTUAL FUNDS&ANNUITY	OTHER BORR0WINGS MATURING <= 1 YEAR	FORECLOSED PROPERTIES FROM	FHLB ADVS:RMNG MAT/REPRNG DT 1 YR LE	FHLB ADVS:RMNG MAT/REPRNG DT 1-3 YRS	FHLB ADVS:RMNG MAT/REPRNG DT 3-5 YRS	FHLB ADVS:RMNG MAT/REPRNG DT OVR 5 Y	FHLB ADVANCES: STRUCTURED ADVANCES	OT BRWD MNY:WT RMNG MAT/REPR DT 1 YR	OT BRWD MNY:WT RMNG MAT/REPR DT 1-3 	OT BRWD MNY:WT RMNG MAT/REPR DT 3-5 	OT BRWD MNY:WT RMNG MAT/REPR DT OV 5	SECURED LIBLTIES:AMT OF	SECURED LIBLTIES:AMT OF	URL	
37																														0	0	54	0	0	0	false	0	0	0	0	0	0	54	0	0	255	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
242																														0	0	0	0	0	3700	true	0	0	0	0	0	0	0	0	0	243	0	0	0	true	0	0	0	800	1100	0	1800	0	0	0	0	0	0	0	http://www.fcbxeniaflora.com	
279																														63	260	149	13750	63	32483	true	0	0	260	0	42	0	107	0	0	579	0	63	0	true	0	0	0	13750	9305	9428	0	0	0	0	0	0	0	0	http://www.mineolacb.com	
354																														0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	226	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
457																														0	0	739	0	0	2000	true	0	0	0	0	0	0	43	0	696	1067	2	0	0	false	0	0	0	0	2000	0	0	0	0	0	0	0	0	0	http://www.lowrystate.com	
505																														24	0	157	20850	6	66350	true	0	0	0	18	157	0	0	0	0	2529	2	6	0	true	0	0	0	20850	14000	31500	0	25500	0	0	0	0	0	0	www.bsnb.com	
1155																														0	0	31	17235	0	17235	true	0	0	0	0	0	0	31	0	0	5983	4	0	0	true	0	0	0	17235	0	0	0	0	0	0	0	0	0	0	www.firststatebankandtrust.com	
1351																														0	0	441	0	0	0	true	0	0	0	0	0	0	76	0	365	1253	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bankofgrandin.net	
1454																														17	0	27	0	0	0	true	0	0	0	17	0	0	27	0	0	19365	4	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WWW.HILLTOPNATIONALBANK.COM	
1557																														0	0	0	0	0	1784	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	1736	0	0	48	0	0	0	0	0		
1632																														0	0	2786	27000	0	57000	true	0	0	0	0	2656	0	130	0	0	26080	8	0	0	true	0	0	0	57000	0	0	0	0	0	0	0	0	0	0	www.seaislandbank.com	
1669																														1217	0	8	0	0	655	true	0	0	0	1217	0	0	8	0	0	3356	2	0	0	false	0	655	0	0	0	0	0	0	655	0	0	0	0	0	www.lnbparis.com	
1829																														762	0	7	3297	0	35736	true	0	0	0	762	0	0	7	0	0	1410	1	0	0	false	0	0	0	3297	6000	20533	5906	0	0	0	0	0	0	0	http://avbpgh.com	
1856																														0	0	0	0	0	69000	false	0	0	0	0	0	0	0	0	0	81	0	0	0	false	0	0	0	15000	0	0	54000	0	0	0	0	0	0	0		
2040																														0	0	0	5443	0	28743	true	0	0	0	0	0	0	0	0	0	749	1	0	0	false	0	0	0	5443	5300	13000	5000	18800	0	0	0	0	0	0	http://www.fmnetbank.com	
2161																														0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	958	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.ffpnet.com	
2376																														0	3510	1350	0	0	506198	true	0	3510	0	0	0	0	0	1206	144	34517	2	0	0	false	0	0	0	0	49431	87500	354185	410000	15082	0	0	0	0	15082	http://oritani.com	
2451																														393	0	418	2600	393	3296	true	0	0	0	0	0	0	218	0	200	1217	3	393	0	false	0	0	0	2600	84	528	84	0	0	0	0	0	0	0	http://thunderbank.com	
2554																														0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	34	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
2732																														1112	0	0	0	0	355	true	0	0	0	1112	0	0	0	0	0	26639	6	0	0	true	0	0	0	0	0	0	0	0	355	0	0	0	0	355	www.albanybank.com	
2750																														0	0	0	2200	0	7400	true	0	0	0	0	0	0	0	0	0	2368	3	0	0	false	0	0	0	6700	0	700	0	0	0	0	0	0	0	0	www.genoanationalbank.com	
2938																														0	0	2607	0	0	29000	true	0	0	0	0	1848	0	685	0	74	32479	9	0	0	true	0	0	0	29000	0	0	0	0	0	0	0	0	0	0	www.securitybank-albany.com	
3252																														0	0	0	0	0	3602	true	0	0	0	0	0	0	0	0	0	1144	1	0	0	false	0	0	0	0	1000	1000	1500	0	102	0	0	0	0	0	http://www.fnbgordon.com	
3458																														0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fbgconline.com	
