"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
	TOTAL EQUITY CAPITAL	TOTAL EQUITY CAPITAL, ADJ PREV YR	NET INCOME	CHANGES IN TOTAL EQUITY CAP.-MERGERS	OTH TRANS WITH PARENT HOLDING CO	LESS CASH DIV DECLRD-COMMON STOCK	LESS CASH DIV DECLRD-PREFERRED STOCK	RESTATEMENTS DUE TO CORRECTIONS, ETC	EQUITY CAP: END BAL PREV YR (RESTAT)	SALE,CONVRSN,ACQUSTN,RETIRE: CAP STK	TREASURY STOCK TRANSACTIONS, NET	OTHER COMPREHENSIVE INCOME	
37	13611	13180	527	0	0	96	0	0	13180	0	0	0	
242	3635	3732	320	0	0	393	0	0	3732	0	0	-24	
279	18616	17812	818	0	0	0	0	0	17812	0	0	-14	
354	897	1134	-220	0	0	0	0	0	1134	0	0	-17	
439	20063	18454	1633	0	0	0	0	0	18454	0	0	-24	
457	2871	2523	528	0	0	180	0	0	2523	0	0	0	
505	23421	23783	773	0	0	707	0	0	23783	0	0	-428	
1146	33375	30826	3852	0	0	1128	0	0	30826	0	0	-175	
1155	11427	10916	1421	0	0	840	0	0	10916	0	0	-70	
1351	12812	13622	-313	0	0	492	0	0	13622	0	0	-5	
1454	30325	29371	3755	0	0	2364	0	0	29371	0	0	-437	
1557	4659	5874	257	0	0	1371	0	0	5874	0	0	-101	
1632	26662	20962	2471	0	5662	2243	0	0	20962	0	0	-190	
1669	41094	38566	2722	0	0	0	0	0	38566	0	0	-194	
1829	39943	39600	2242	0	0	1377	0	0	39600	0	0	-522	
1856	12875	6158	5380	0	0	2815	0	0	6158	5200	0	-1048	
2040	15433	14561	1477	0	0	504	0	0	14561	0	0	-101	
2161	10003	8946	929	0	0	0	0	0	8946	0	253	-125	
2376	117097	109710	7901	0	0	0	0	0	109710	0	0	-514	
2451	2263	1262	159	847	0	5	0	0	1262	0	0	0	
2554	725	719	128	0	0	163	0	0	719	0	0	41	
2732	55562	53337	3484	0	0	835	0	0	53337	0	0	-424	
2750	4752	4710	248	0	0	141	0	0	4710	0	0	-65	
2938	25130	22445	2594	0	1054	691	0	0	22445	0	0	-272	
2956	9938	12946	114	1996	0	5516	0	0	12946	0	0	398	
3252	11314	10918	646	0	0	200	0	0	10918	0	0	-50	
3458	2386	2323	169	0	0	40	0	-30	2293	0	0	-36	
3506	147250	145889	13258	0	0	10110	0	0	145889	0	0	-1787	
3579	35188	32227	3285	0	0	400	0	0	32227	134	0	-58	
3720	18018	16879	1635	0	0	360	0	0	16879	0	0	-136	
3953	6618	5983	1285	0	0	650	0	0	5983	0	0	0	
4138	16876	16417	1357	0	0	955	0	0	16417	0	0	57	
4147	13034	13014	533	0	0	400	0	0	13014	0	0	-113	
4156	14663	13977	1314	0	0	630	0	0	13977	0	0	2	
4231	12221	11296	938	0	0	0	0	0	11296	0	0	-13	
4437	16218	12433	1406	0	2750	395	0	0	12433	0	0	24	
4839	18794	18065	2884	0	0	1715	0	0	18065	0	0	-440	
5005	32644	31272	1894	0	0	0	0	0	31272	0	0	-522	
5050	7757	7588	1082	0	0	1042	0	0	7588	0	0	129	
5069	61115	55022	10939	0	0	4346	0	155	55177	0	0	-655	
5135	23628	22546	1230	0	0	102	0	0	22546	0	0	-46	
5210	65979	66568	6345	0	0	5125	0	0	66568	0	0	-1809	
5247	142354	76013	1815	64394	0	0	0	0	76013	0	0	132	
