"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	
37	991	135	50	0	970	164	0	0	0	0	
242	165	0	8	0	157	0	0	0	0	0	
279	418	42	31	0	381	36	0	0	0	0	
354	177	215	20	0	195	253	0	0	0	0	
439	1635	315	22	0	1419	121	0	0	0	0	
457	270	59	3	0	225	17	0	0	0	0	
505	2204	0	35	0	2243	74	0	0	0	0	
1146	3191	487	72	0	3041	409	0			0	
1155	1669	240	34	0	1433	38	0	0	0	0	
1351	578	1805	9	0	417	1653	0	0	0	0	
1454	809	105	31	0	818	145	0	0	0	0	
1557	381	0	21	0	361	1	0	0	0	0	
1632	3602	835	52	0	2775	60	0	0	0	0	
1669	1241	180	96	0	1183	218	0	0	0	0	
1829	2799	1980	187	0	2103	1471	0	0	0	0	
1856	92	1	0	0	93	2	0	0	0	0	
2040	1649	270	62	0	1558	241	0	0	0	0	
2161	515	21	25	0	504	35	0	0	0	0	
2376	6172	0	0	0	6172	0	0	0	0	0	
2451	187	0	0	0	147	20	60	0	0	0	
2554	58	12	0	0	47	1	0	0	0	0	
2732	3111	225	34	0	3108	256	0	0	0	0	
2750	613	5	46	0	589	27	0	0	0	0	
2938	4705	1814	250	0	3721	1080	0	0	0	0	
2956	709	0	7	0	713	11	0	0	0	0	
3252	996	680	214	0	1322	1220	0	0	0	0	
3458	371	0	9	0	362	0	0	0	0	0	
3506	9797	975	76	0	9641	895	0			0	
3579	2244	326	191	0	2228	501	0	0	0	0	
3720	1159	34	5	0	1146	26	0	0	0	0	
3953	1087	350	28	0	823	114	0	0	0	0	
4138	1345	195	7	0	1207	64	0	0	0	0	
4147	396	90	8	0	543	245	0	0	0	0	
4156	1716	554	95	0	1268	97	-104	0	0	0	
4231	747	45	43	0	711	52	0	0	0	0	
4437	1290	385	31	0	1253	379	0	0	0	0	
4839	1501	-425	264	0	1743	81	0	0	0	0	
5005	1637	160	1	0	1476	0	0	0	0	0	
5050	578	80	23	0	545	70	0	0	0	0	
5069	6684	30	0	0	6654	0	0	0	0	0	
5135	1889	290	66	0	1600	67	0	0	0	0	
5210	4170	225	40	0	3977	72	0	0	0	0	
5247	3550	1100	8	0	2378	18	82	0	0	0	
5274	737	0	39	0	725	27	0	0	0	0	
5331	801	0	2	0	778	0	21	0	0	0	
5461	2076	0	17	0	2086	7	-20	0	0	0	
5751	771	0	0	0	793	22	0	0	0	0	
6039	1046	206	36	0	1038	234	0	0	0	0	
6057	170	33	5	0	141	9	0	0	0	0	
6141	273	45	36	0	237	45	0	0	0	0	
6329	2555	800	118	0	2412	775	0	0	0	0	
6972	5363	-400	229	0	5667	133	0	0	0	0	
7009	0	0	0	0	0	0	0	0	0	0	
7045	685	70	34	0	714	133	0	0	0	0	
7157	252	24	14	0	238	24	0	0	0	0	
7166	5842	1166	79	0	5024	427	0	0	0	0	
7456	351	-50	2	0	406	7	0	0	0	0	
7634	583	140	13	0	607	177	0	0	0	0	
8033	634	0	41	0	608	15	0	0	0	0	
8417	342	-42	0	0	421	0	-37	0	0	0	
8462	325	20	34	0	319	48	0	0	0	0	
8547	3397	125	435	0	3764	927	0	0	0	0	
8631	320	20	35	0	298	33	0			0	
9357	3600	150	45	0	3418	13	0	0	0	0	
9553	567	40	5	0	530	8	0	0	0	0	
9807	43331	2500	246	0	40587	2	0	0	0	0	
9955	422	0	17	0	422	17	0	0	0	0	
10157	1287	732	124	0	796	365	0	0	0	0	
10250	2540	450	48	0	2201	159	0	0	0	0	
10849	2110	251	1	0	1858	0	0	0	0	0	
10858	5987	4425	107	0	7428	5973	0	0	0	0	
11145	1492	225	11	0	1510	254	0	0	0	0	
11640	1429	312	229	0	1216	328	0	0	0	0	
11837	1040	0	18	0	1205	183	0	0	0	0	
12030	4838	1125	1000	0	4022	1309	0	0	0	0	
12058	768	248	58	0	764	302	0	0	0	0	
12142	1584	135	101	0	1610	262	0	0	0	0	
12245	736	26	4	0	715	9	0	0	0	0	
12311	274054	39425	36756	0	287916	91537	1494	0	0	0	
12647	471	25	0	0	478	32	0	0	0	0	
12656	200	0	10	0	271	81	0	0	0	0	
12937	949	54	0	0	895	0	0	0	0	0	
12946	4076	701	208	0	3384	1015	798	0	0	0	
12955	854	15	31	0	831	23	0	0	0	0	
13037	2454	550	12	0	2103	211	0	0	0	0	
13103	5439	508	4	0	4935	8	0	0	0	0	
13251	334	0	45	0	301	12	0	0	0	0	
13457	173	-170	8	0	338	3	0	0	0	0	
14052	712	0	5	37	779	35	0	0	0	0	
14155	945	80	43	0	1127	305	0	0	0	0	
14258	6831	630	267	0	5964	30	0			0	
14409	286291	37339	13751	0	219912	32591	47880	0	6500	0	
14454	809	90	44	0	710	35	0	0	0	0	
14650	359	0	20	0	378	39	0			0	
14753	525	0	5	0	539	19	0	0	0	0	
14865	1171	190	20	0	1016	55	0	0	0	0	
14940	1488	75	115	0	1453	155	0	0	0	0	
15536	14649	2775	91	0	12169	386	0	0	0	0	
16337	2276	600	148	0	1826	298	0	0	0	0	
16458	1914	240	50	0	1780	156	0	0	0	0	
16551	1973	375	29	0	1538	125	156	0	0	0	
16748	275	100	47	0	354	226	0	0	0	0	
16944	297	0	20	0	277	0	0	0	0	0	
16953	136	20	2	0	114	0	0	0	0	0	
17110	856	0	0	0	856	0	0	0	0	0	
17147	8112	1420	159	0	7567	1034	0	0	0	0	
17259	130	15	14	0	127	26	0	0	0	0	
17464	9994	1983	338	0	8260	941	354	0	0	0	
17549	2054	0	99	0	2011	56	0	0	0	0	
17839	1809	140	43	0	1757	131	0	0	0	0	
17950	985	82	13	0	561	38	367	0	0	0	
18050	2312	180	26	0	2188	82	0	0	0	0	
18135	1006	270	154	0	677	95	0	0	0	0	
18368	7827	975	216	0	6692	56	0	0	0	0	
18377	105	0	0	0	105	0	0	0	0	0	
18827	1124	67	41	0	1049	67	34	0	0	0	
18836	1152	240	135	0	1124	347	0	0	0	0	
18854	136	9	1	0	146	20	0	0	0	0	
18957	461	45	36	0	445	65	0	0	0	0	
19356	1078	0	13	0	1082	17	0	0	0	0	
19730	16076	1350	27	0	14832	133	0	0	0	0	
19936	1417	225	43	0	1263	114	0	0	0	0	
19972	85	0	0	0	85	0	0	0	0	0	
20053	411	303	10	0	157	59	0	0	0	0	
20147	483	10	25	0	462	14	0	0	0	0	
20259	290	48	34	0	256	48	0	0	0	0	
20370	1173	310	60	0	1104	301	0	0	0	0	
20512	635	64	70	0	574	73	0	0	0	0	
20633	1747	135	53	0	1800	241	0	0	0	0	
20754	62	0	3	0	60	1	0	0	0	0	
20839	1211	211	1	0	1030	31	0	0	0	0	
20857	170	-2	2	0	176	6	0	0	0	0	
20866	828	163	50	0	673	58	0	0	0	0	
21256	79	56	10	0	34	21	0	0	0	0	
21359	121	0	0	0	121	0	0	0	0	0	
21630	353	5	0	0	348	0	0	0	0	0	
21658	1569	93	94	0	1471	89	0	0	0	0	
22048	1361	2214	43	0	2264	3160	0	0	0	0	
22235	3125	975	20	0	2707	577	0	0	0	0	
22356	1682	160	92	0	1756	326	0	0	0	0	
22459	867	76	11	0	877	97	0	0	0	0	
22543	505	50	4	0	454	3	0	0	0	0	
22552	493	17	5	0	520	49	0	0	0	0	
22730	752	0	58	0	801	107	0	0	0	0	
22936	2152	465	66	0	1758	137	0	0	0	0	
22954	675	90	27	0	595	37	0	0	0	0	
23036	4090	1285	100	0	3662	957	0	0	0	0	
23045	231	0	3	0	228	0	0	0	0	0	
23241	24577	955	2097	0	25403	3579	-299	0	0	0	
23456	614	90	4	0	536	16	0	0	0	0	
23504	2146	150	71	0	2144	219	0	0	0	0	
23540	374	12	4	0	382	24	0	0	0	0	
23643	1123	430	57	0	1094	458	0	0	0	0	
23755	714	90	25	0	606	7	0	0	0	0	
23812	6924	810	1024	0	5864	774	0	0	0	0	
24006	2424	270	23	0	2153	22	0	0	0	0	
24266	13912	-2700	1214	0	16063	665	0	0	0	0	
24453	321	0	13	0	353	45	0	0	0	0	
24659	222	75	17	0	222	92	0	0	0	0	
24668	1260	45	62	0	1241	88	0	0	0	0	
24855	27	0	2	0	27	2	0	0	0	0	
24949	4962	287	47	0	4772	144	0	0	0	0	
25357	288	35	1	0	256	4	0	0	0	0	
25647	1471	0	16	0	1478	23	0	0	0	0	
25852	4673	450	11	0	4877	665	0	0	0	0	
26149	273	20	30	0	245	22	0	0	0	0	
26233	5211	1271	93	0	4322	475	0	0	0	0	
26242	3721	89	130	0	1288	217	2431	0	0	0	
26457	204	0	4	0	207	7	0	0	0	0	
26756	757	0	118	0	822	183	0	0	0	0	
26765	151	20	7	0	204	80	0	0	0	0	
26859	3069	529	67	0	2845	372	0	0	0	0	
26916	2255	175	144	0	2286	350	0	0	0	0	
27548	2350	311	136	0	3302	1399	0	0	0	0	
27614	1491	30	17	0	1525	81	0			0	
27838	1774	51	4	0	1719	0	0	0	0	0	
27847	1625	197	23	0	1475	70	0	0	0	0	
28013	2965	210	0	0	2755	0	0	0	0	0	
28152	278	41	0	0	242	5	0	0	0	0	
28255	389	10	34	0	389	44	0	0	0	0	
28349	756	60	103	0	698	105	0	0	0	0	
28406	1514	82	0	0	1446	14	0	0	0	0	
28572	352	36	72	0	358	114	0	0	0	0	
28732	322	27	4	0	296	5	0	0	0	0	
29104	3644	615	37	0	3002	10	0	0	0	0	
29159	148	0	10	0	145	7	0	0	0	0	
29252	969	100	11	0	1000	142	0	0	0	0	
29636	5795	1022	147	0	5127	501	0	0	0	0	
29850	282	43	7	0	265	33	0	0	0	0	
29944	152	0	11	0	212	71	0	0	0	0	
29953	715	21	45	0	769	120	0	0	0	0	
30052	245	5	3	0	282	45	0	0	0	0	
30146	203	152	4	0	286	239	0	0	0	0	
30155	1762	60	21	0	1690	9	0	0	0	0	
30258	2825	342	14	0	2503	34	0	0	0	0	
30418	0	0	0	0	0	0	0	0	0	0	
30502	3419	90	197	0	3464	332	0	0	0	0	
30650	1403	268	87	0	1110	62	0	0	0	0	
30810	911340	651239	85104	0	962669	787672	0	0	253461	0	
30856	1352	130	6	0	1236	20	0	0	0	0	
31134	716	216	47	0	570	117	0	0	0	0	
31255	3411	1275	94	0	2404	362	0	0	0	0	
31657	413	235	38	0	398	258	0	0	0	0	
31826	1767	155	322	0	1507	217	0	0	0	0	
31835	1765	225	86	0	1954	500	0	0	0	0	
32159	929	225	304	0	721	321	0	0	0	0	
32234	265	0	5	0	272	12	0	0	0	0	
32766	211	0	7	0	213	9	0	0	0	0	
33147	1793	525	9	0	1464	205	0			0	
33259	4356	345	14	0	4003	6	0	0	0	0	
33268	564	26	22	0	556	40	0	0	0	0	
33549	266	4	1	0	267	6	0	0	0	0	
33727	2261	60	363	0	1970	132	0	0	0	0	
33754	50	0	0	0	50	0	0	0	0	0	
33772	12762	560	803	0	8030	1944	5313	0	0	0	
33839	145	0	7	0	140	2	0	0	0	0	
33857	1092	-150	119	0	1153	30	0	0	0	0	
34153	6661	680	108	0	5359	486	1000			0	
34359	353	10	146	0	386	189	0	0	0	0	
34425	2013	225	29	0	1902	143	0	0	0	0	
34434	777	80	8	0	741	52	0	0	0	0	
34452	403	0	1	0	408	6	0	0	0	0	
34537	6497	550	132	0	6160	345	0	0	0	0	
34555	942	12	34	0	948	52	0	0	0	0	
34742	1621	327	31	0	1395	132	0	0	0	0	
34836	128	0	6	0	131	9	0	0	0	0	
34863	232	45	7	0	194	14	0	0	0	0	
35057	838	45	50	0	768	25	0	0	0	0	
35244	9574	450	622	0	8666	164	0	0	0	0	
35301	36080	0	0	0	60702	0	-24622			0	
35570	5288	500	138	0	4664	14	0	0	0	0	
35646	343	0	7	0	340	4	0	0	0	0	
35842	332	41	6	0	340	55	0	0	0	0	
35936	37	5	0	0	32	0	0	0	0	0	
36054	7661	1860	107	0	7010	1316	0	0	0	0	
36344	1972	0	63	0	2181	272	0	0	0	0	
36456	487	100	216	0	329	302	144	0	0	0	
36858	2337	-7	0	0	2350	6	0	0	0	0	
36933	1081	510	166	0	871	466	0	0	0	0	
37051	505	97	25	0	441	58	0	0	0	0	
37341	255	18	6	0	287	56	0	0	0	0	
37350	291	0	19	0	272	0	0	0	0	0	
37378	807	90	0	0	729	12	0	0	0	0	
37435	6923	1149	259	0	6336	821	0	0	0	0	
37640	3676	337	70	0	3405	136	0	0	0	0	
37659	407	35	8	0	392	28	0	0	0	0	
37743	529	45	6	0	594	116	0	0	0	0	
37949	2422	450	10	0	2037	75	0	0	0	0	
38478	1320	90	79	0	1317	166	0	0	0	0	
38526	1670	775	36	0	1888	1029	0			0	
38535	3033	0	34	0	3031	32	0	0	0	0	
38740	1185	45	234	0	1245	339	0	0	0	0	
39327	2185	0	5	0	2187	7	0	0	0	0	
39420	7351	1349	157	0	7730	1885	0	0	0	0	
39475	14978	8498	753	0	12453	6726	0	0	0	0	
39756	1210	450	99	0	1236	575	0	0	0	0	
39934	1496	226	63	0	1355	148	0	0	0	0	
40033	983	20	416	0	1029	482	0	0	0	0	
40305	28991	3025	2024	0	27527	3585	0	0	0	0	
40350	256	0	0	0	256	0	0	0	0	0	
40707	1854	130	93	0	1676	45	0	0	0	0	
40855	388	35	4	0	460	111	0	0	0	0	
41245	307	60	27	0	255	35	0	0	0	0	
41553	606	0	55	0	624	73	0	0	0	0	
41629	1464	62	381	0	1433	412	0	0	0	0	
41647	4672	177	41	0	4617	163	0			0	
41759	325	6	3	0	330	14	0	0	0	0	
41825	2485	0	4	0	2487	6	0	0	0	0	
41937	433	13	0	0	423	3	0	0	0	0	
41955	413	0	1	0	412	0	0	0	0	0	
42037	516	162	40	0	357	43	0	0	0	0	
42055	342	190	16	0	251	115	0			0	
42354	624	30	49	0	565	20	0	0	0	0	
42420	43162	7295	955	0	37385	7456	4983	0	0	0	
42448	3628	1232	132	0	3223	947	-12	0	0	0	
42457	617	0	57	0	725	165	0	0	0	0	
42541	169940	13432	21366	0	149405	34799	20536	0	0	0	
43052	1284	731	15	0	866	328	0	0	0	0	
43155	2553	468	134	0	2303	352	0	0	0	0	
43173	59347	4827	113	0	60863	2876	-3580	0	0	0	
43324	1133	542	116	0	1395	854	-66			0	
43351	18	0	0	0	18	0	0	0	0	0	
