"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													473	0	177	0	0	0	0	0	215	81	0	171	0				
242													39	0	0	0	0				39	0	0	0	0				
279													401	0	78	106	0	0	0	0	63	154	0	47	0				
354													19	0	0	3	0	0	0	0	16	0	0	0	0				
439													886	0	150	0	0	0	0	0	382	354	0	150	0				
457													254	0	0	0	0	0	0	0	46	208	0	0	0				
505													1203	240	310	0	0	0	0	0	375	437	81	0	0				
1146													5376	0	2601	737	0	0	0	0	225	1813	0	1762	0				
1155													475	0	161	0	0	0	0	0	220	94	0	161	0				
1351													501	0	0	0	0	0	0	0	334	167	0	0	0				
1454													431	0	104	0	104	0	0	0	135	192	0	0	0				
1557													269	0	22	196	0	0	0	0	51	0	0	0	0				
1632													2824	0	2188	0	0	0	0	0	635	1	0	778	0				
1669													557	0	24	0	0	0	0	0	297	236	0	24	0				
1829													2103	0	106	973	0	72	0	0	626	398	0	0	0	ILS-Insurance Payable                                                                                                                                                                            			
1856													333	0	19	51	19	0	0	0	80	183	0	0	0				
2040													481	0	49	0	0	49	0	0	203	229	0	0	0	Miscellanous                                                                                                                                                                                     			
2161													446	0	181	0	0	0	0	0	145	120	0	181	0				
2376													9636	0	1564	0	70	0	0	0	43	8029	0	1128	0				
