"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1257	RCFD1258	RCFD1259	RCFD1271	RCFD1272	RCFD1583	RCFD1594	RCFD1597	RCFD1658	RCFD1659	RCFD1661	RCFD1791	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD5612	RCFD5613	RCFD5614	RCFD5615	RCFD5616	RCFD5617	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDB578	RCFDB579	RCFDB580	RCFDC226	RCFDC240	RCFDC241	RCFDC866	RCFDC867	RCFDC868	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1271	RCON1272	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON1658	RCON1659	RCON1661	RCON1791	RCON2759	RCON2769	RCON3492	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3502	RCON3503	RCON3504	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON5612	RCON5613	RCON5614	RCON5615	RCON5616	RCON5617	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB578	RCONB579	RCONB580	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC866	RCONC867	RCONC868	
1351																																																															0	0	0									3	0	0	155	0	5	0	0	0		0	0	0	138	0	0	0	0	0	591	0	0	0	0	0						0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	346	15	49	0	0	0	0	37	0	158	0	0	0	0	0	0	0	0	
1454																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	17	0	0	0	0	0	0	0	0	0	202	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	13	0	0	0	0	0	28	0	0	164	24	28	0	0	0	0	43	0	95	0	0	0	0	0	0	0	0	
1557																																																															0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1632																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	117	0	0	0	0	223	0	0	171	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	264	0	14	0	0	0	0	0	0	
1669																																																															0	0	0												162	22	0	0	0	0		0	0	0	0	0	0	0	0	0	4	0	0	0	0	0						0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439	8	13	0	0	0	0	8	0	862	69	0	23	0	0	0	0	0	
1829																																																															58	0	41	0	0	0	0	0	0	0	0	0	0	0	25	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	51	16	0	0	0	0	0	0	0	0	0	0	0	0	71	0	49	1	0	0	0	0	82	0	0	66	0	0	0	3	0	0	75	29	23	0	0	0	0	62	104	330	302	71	5	0	0	0	0	0	
1856																																																															0	0	0									0	133	23	131	33	194	0	0	0		0	0	0	9	334	0	0	0	0	51	0	0	0	0	0						0	0	0	0	0	0	133	23	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	0	0	192	0	29	0	0	0	0	0	0	0	0	
2040																																																															0	0	0												414	1	648	0	0	0		66	0	0	0	0	0	0	0	0	0	0	37	0	0	0						0	0	0	0	0	0	0	0	0	50	28	0	49	27	0	0	0	0	18	6	0	230	28	141	0	0	0	0	1758	0	610	0	0	0	0	0	0	0	0	
2161																																																															0	0	0												35	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	263	10	10	0	0	0	0	0	0	589	87	0	0	0	0	0	0	0	
2376																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	147	0	135	0	0	0	0	0	0	
2451																																																															0	0	0									0	0	0	9	23	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	
2554																																																															0	0	0									0	16	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																															0	0	0	0	0	0	0	0	0	0	0	402	13	0	25	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	402	0	0	224	0	0	202	0	0	0	0	0	0	35	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	
2938																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	1	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	118	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	51	234	0	0	0	0	316	207	169	33	93	5	0	0	0	0	0	
3252																																																															0	0	0									0	0	0	157	53	217	0	0	0		0	0	0	32	0	65	0	0	0	69	0	130	0	0	0						0	0	0	0	0	0	350	0	81	0	0	24	0	0	24	0	0	0	0	0	0	138	13	77	0	0	0	0	18	0	57	0	0	0	0	0	0	0	0	
3458																																																															0	0	0									0	2	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	51	0	18	0	0	0	0	0	0	0	0	
3506																																																															86	0	1290	0	0	0	0	0	0	0	0	0	0	0	2349	0	997	0	0	0	0	0	0	0	0	0	0	0	0	0	470	0	363	0	0	0	0	0	0	0	0	0	0	0	35	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	822	0	0	0	0	0	0	0	0	0	0	
3720																																																															0	0	0												10	0	0	0	0	0		0	0	0	0	0	0	0	0	0	35	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	11	15	0	0	0	0	207	0	322	0	0	0	0	0	0	0	0	
3953																																																															0	0	0									1370	714	355	110	1073	1520	0	0	0		0	0	0	0	256	382	0	0	0	16	0	45	0	0	0						0	0	0	0	0	0	714	355	1370	311	1427	1504	280	1182	1504	0	0	0	0	0	0	202	7	15	0	0	0	0	106	0	3	0	0	0	0	0	0	0	0	
4138																																																															0	0	0												115	73	14	0	0	0		927	320	23	22	0	0	0	0	0	778	100	0	0	0	0						0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	58	16	0	0	0	0	14	0	2521	653	0	18	0	0	0	0	0	
4147																																																															0	0	0												0	0	41	0	0	0		0	0	0	0	0	0	0	0	0	0	0	713	0	0	0						0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	21	3	0	15	0	15	0	0	0	0	48	0	278	0	0	0	0	0	0	0	0	
4156																																																															144	0	0									619	90	12	611	3	21	0	0	0		0	0	0	56	64	0	0	0	0	3	0	0	0	0	0						0	0	0	0	0	0	90	12	619	0	0	0	0	0	0	0	0	0	0	0	0	88	0	5	0	0	0	0	24	0	622	0	0	0	0	0	0	0	0	
4231																																																															0	0	0												75	0	9	0	0	0		0	0	0	153	0	69	0	0	0	148	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	51	0	0	0	0	109	0	865	0	0	0	0	0	0	0	0	
4437																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	84	0	0	0	0	25	0	955	5	0	0	0	0	0	0	0	537	0	0	0	0	0	0	0	0	0	0	0	95	0	26	0	0	0	0	0	71	0	0	59	0	0	0	0	0	0	100	0	16	0	0	0	0	57	0	663	0	0	0	0	0	0	0	0	
4839																																																															0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	1127	0	0	0						0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	32	0	0	0	0	34	15	6	0	45	0	0	0	0	0	0	
5005																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	866	0	328	181	5	0	0	0	0	0	0	
5050																																																															0	0	0												171	19	17	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	19	36	0	0	0	0	0	0	55	6	0	0	0	0	0	0	0	
5069																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2959	1560	10381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5231	0	0	0	0	0	0	0	0	0	0	
5135																																																															0	0	0									16	0	15	122	75	5	437	78	80		0	0	0	0	0	7	0	0	0	62	49	0	0	0	0						0	0	0	0	0	0	0	15	16	0	0	0	0	0	0	0	0	0	23	5	10	318	89	21	0	0	0	0	68	39	952	122	53	23	0	0	0	0	0	
5210																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	2070	0	0	0	0	7	0	0	53	0	0	0	0	0	1345	0	4468	0	0	0	0	0	0	0	0	0	0	0	11	0	90	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	97	0	1583	152	62	47	0	0	0	0	0	
5247																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	200	79	0	0	0	0	865	43	0	0	0	0	0	0	0	13278	1344	0	0	0	0	0	0	0	0	0	0	0	0	274	30	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3004	375	0	0	0	0	0	0	35	1590	450	833	58	0	0	0	0	0	
5274																																																															0	0	0												149	0	0	0	0	0		0	0	0	0	0	0	0	0	0	80	0	14	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	136	5	140	69	7	0	0	0	0	0	0	
5331																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5461																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	218	14	0	0	0	0	0	0	0	0	34	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	14	0	0	14	0	0	0	0	0	0	157	30	0	0	0	0	0	0	192	0	0	50	0	0	0	0	0	0	
5751																																																															0	0	0									0	32	0	865	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	14	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	
6039																																																															0	0	0												555	2	99	0	0	0		0	0	0	0	0	663	0	0	0	32	104	134	0	0	0						0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	48	4	0	71	5	92	0	0	0	0	98	0	175	6	15	0	0	0	0	0	0	
6057																																																															0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	75	0	0	0	0	0	0	0	136	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	34	0	84	0	0	0	0	0	0	0	0	
6141																																																															0	0	0									0	0	0	0	0	184	0	0	0		0	0	0	0	0	0	0	0	0	0	72	14	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	3	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	
6329																																																															0	0	0												1347	31	82	0	0	0		546	0	165	116	0	120	0	0	0	848	620	427	0	0	0						0	0	0	57	0	58	16	0	14	0	0	0	0	0	0	0	0	0	42	41	0	2050	81	477	0	0	0	0	320	53	1293	96	57	34	0	0	0	0	0	
6972																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	871	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	704	0	0	0	0	0	0	0	0	0	
7009																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																																																															0	0	0									0	0	0	89	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	79	83	0	541	212	0	0	0	0	0	0	0	135	517	0	0	0	0	0	0	0	
7157																																																															0	0	0									17	7	0	110	0	0	0	0	0		0	0	0	0	40	28	0	0	0	9	0	24	0	0	0						0	0	0	0	0	0	7	0	17	0	0	0	0	0	0	0	0	0	0	0	0	100	27	7	0	0	0	0	0	0	53	69	0	0	0	0	0	0	0	
7166																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	104	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7456																																																															0	0	0									0	267	0	75	0	99	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	6	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	
7634																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	36	664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	26	55	0	0	0	0	0	0	52	58	32	0	0	0	0	0	0	
