"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
	TOTAL EQUITY CAPITAL	TOTAL EQUITY CAPITAL, ADJ PREV YR	NET INCOME	CHANGES IN TOTAL EQUITY CAP.-MERGERS	OTH TRANS WITH STCK HLDRS INCL PRNT 	LESS CASH DIV DECLRD-COMMON STOCK	LESS CASH DIV DECLRD-PREFERRED STOCK	RESTATEMENTS DUE TO CORRECTIONS, ETC	EQUITY CAP: END BAL PREV YR (RESTAT)	SALE,CONVRSN,ACQUSTN,RETIRE: CAP STK	TREASURY STOCK TRANSACTIONS, NET	OTHER COMPREHENSIVE INCOME	
37	14100	13705	836	0	0	192	0	0	13705	0	0	-249	
242	3676	3695	424	0	0	398	0	0	3695	0	0	-45	
279	19280	18770	919	0	0	0	0	0	18770	0	0	-409	
354	925	975	9	0	0	5	0	0	975	0	0	-54	
439	15098	20258	1029	0	0	6012	0	0	20258	0	0	-177	
457	3239	2891	693	0	0	345	0	0	2891	0	0	0	
505	22389	22385	1407	0	0	1046	0	0	22385	0	0	-357	
1146	38380	33765	6304	0	0	1504	0	0	33765	0	0	-185	
1155	12156	11526	2110	0	0	1240	0	0	11526	0	0	-240	
1351	13934	13347	1837	0	0	1215	0	0	13347	0	0	-35	
1454	28581	29293	5970	0	0	4581	0	0	29293	0	0	-2101	
1557	4623	4708	375	0	0	356	0	0	4708	0	0	-104	
1632	39652	29022	4987	0	5923	0	0	0	29022	0	0	-280	
1669	38260	38820	2862	0	0	2600	0	0	38820	0	0	-822	
1829	39446	39857	4360	0	0	3113	0	0	39857	0	0	-1658	
1856	13979	15450	4387	0	0	6202	0	0	15450	1000	0	-656	
2040	15831	15185	2133	0	0	1157	0	0	15185	0	0	-330	
2161	9715	9397	1226	0	0	772	0	0	9397	0	0	-136	
2376	119611	119369	10027	0	0	10000	0	0	119369	0	0	215	
2451	2847	2297	358	0	245	53	0	0	2297	0	0	0	
2554	692	711	159	0	0	172	0	0	711	0	0	-6	
2732	60393	56206	7144	0	0	2320	0	0	56206	0	0	-637	
2750	4692	4761	367	0	0	200	0	0	4761	0	0	-236	
2938	28119	26086	4445	0	426	2352	0	0	26086	0	0	-486	
3252	11717	11280	1257	0	0	400	0	0	11280	0	0	-420	
3458	2420	2360	191	0	0	80	0	-8	2352	0	0	-43	
3506	200295	149422	20712	23738	20000	11900	0	0	149422	0	0	-1677	
3720	19072	17990	2216	0	0	600	0	0	17990	0	0	-534	
3953	6614	6952	1989	0	0	2327	0	0	6952	0	0	0	
4138	16957	16724	1534	0	0	778	0	0	16724	0	0	-523	
4147	12996	12767	783	0	0	331	0	0	12767	0	0	-223	
4156	14217	13742	2483	0	0	1400	0	0	13742	0	0	-608	
4231	11430	11949	879	0	0	450	0	0	11949	0	0	-948	
4437	18302	16573	2539	0	0	577	0	0	16573	0	0	-233	
4839	18873	18789	2606	0	500	1679	0	0	18789	0	0	-1343	
5005	33813	32869	2362	0	0	0	0	0	32869	0	0	-1418	
5050	7302	7780	1745	0	3020	4714	0	0	7780	0	0	-529	
5069	70511	61910	16853	0	0	7970	0	-22	61888	0	0	-260	
5135	26220	24026	2772	0	0	316	0	0	24026	0	0	-262	
5210	64321	65956	6446	0	0	4947	0	-97	65859	0	0	-3037	
5247	146240	133920	13722	0	0	0	0	0	133920	0	0	-1402	
5274	12135	11628	820	0	0	0	0	0	11628	0	0	-313	
5331	22616	23483	2921	0	0	919	0	0	23483	0	0	-2869	
5461	28691	25998	7636	0	0	3000	0	0	25998	0	0	-1943	
5751	21787	22458	1885	0	0	1640	0	0	22458	0	0	-916	
