"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													280	0	21	0	4	0	0	0	195	64	0	0	0				
242													52	0	0	0	0	0	0	0	52	0	0	0	0				
279													413	0	227	0	81	0	0	0	116	70	0	57	0				
354													43	0	19	0	19	0	0	0	24	0	0	0	0				
439													2365	0	103	0	0	103	0	0	643	1619	0	0	0	Pass Through BL			
457													220	0	1	0	0	0	0	0	54	165	0	0	0				
505													2661	275	288	0	0	0	0	0	660	1632	81	0	0				
1146													10473	0	3299	526	0	0	0	0	396	6252	0	2127	0				
1155													960	0	443	0	0	0	0	0	417	100	0	443	0	0			
1351													507	0	0	0	0	0	0	0	357	150	0	0	0				
1454													672	0	89	0	89	0	0	0	216	367	0	0	0				
1557													256	0	40	153	0	25	0	0	63	0	0	0	0	RESERVE FOR TAXES			
1632													2911	0	897	0	0	0	0	0	2012	2	0	593	0				
1669													624	0	0	0	0	0	0	0	490	134	0	0	0				
1829													983	0	33	0	0	0	0	0	757	193	0	0	0				
1856													672	0	0	22	0	0	0	0	216	434	0	0	0				
2040													505	0	25	0	0	25	0	0	245	235	0	0	0	Miscellanous			
2161													626	0	292	0	0	0	0	0	135	199	0	292	0				
2376													16175	0	3042	0	209	0	0	0	65	13068	0	2561	0				
2451													368	0	8	0	0	2	3	0	65	295	0	0	0	Credit Life	Property Tax Accrued		
2554													33	0	0	0	0	0	0	0	33	0	0	0	0				
2732													4819	1485	1485	0	0	0	0	0	1449	1885	0	0	0				
2750													533	0	359	6	0	0	0	0	96	72	0	359	0				
2938													1509	0	0	0	0	0	0	0	1194	315	0	0	0				
3252													351	0	0	0	0	0	0	0	195	156	0	0	0				
3458													78	0	0	0	0	0	0	0	59	19	0	0	0				
3506													10879	0	3186	0	1127	0	0	0	1465	6208	20	0	0				
3720													1759	0	0	0	0	0	0	0	194	1565	0	0	0				
3953													584	0	492	0	0	0	0	0	67	25	0	492	0				
4138													770	0	126	295	0	0	0	0	255	94	0	0	0				
4147													1206	0	592	175	0	0	0	0	168	271	0	362	0				
4156													840	0	531	0	233	0	0	0	302	7	0	0	0				
4231													512	0	0	0	0	0	0	0	511	1	0	0	0				
4437													1300	183	643	0	0	458	0	0	65	592	0	0	0	Accrued postretirement benefits			
4839													1483	177	177	0	0	0	0	0	602	704	0	0	0				
5005													3837	0	761	726	440	0	0	0	23	2327	0	217	0				
5050													424	0	22	0	22	0	0	0	215	187	0	0	0				
5069													3796	0	826	0	753	0	0	0	1763	1007	200	0	0				
5135													1278	0	134	0	0	80	0	0	723	421	0	53	0	Advance Interest Accrued			
5210													6943	0	2702	0	0	0	0	0	2168	2073	0	2632	0				
5247													5888	0	428	0	428	0	0	0	1404	4056	0	0	0				
5274													1407	0	484	0	0	0	0	0	287	636	0	448	0				
5331													3445	0	123	0	0	123	0	0	351	2971	0	0	0	RENTAL SECURITY DEPOSITS PAYABLE TO SUBSIDIARY			
5461													1559	0	104	0	0	5	96	0	50	1205	200	0	0	Suspense Liabilities General	Suspense Liabilities Network		
5751													148	0	45	0	0	0	0	0	95	8	0	29	0				
6039													723	0	0	0	0	0	0	0	372	351	0	0	0				
6057													120	0	40	0	40	0	0	0	80	0	0	0	0				
6141													151	0	0	29	0	0	0	0	80	42	0	0	0				
6329													1717	0	208	0	0	0	0	0	660	849	0	208	0				
6972													5084	0	3191	0	0	0	0	0	774	1119	0	2666	0				
