"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
	TOTAL EQUITY CAPITAL	TOTAL EQUITY CAPITAL, ADJ PREV YR	NET INCOME	CHANGES IN TOTAL EQUITY CAP.-MERGERS	OTH TRANS WITH PARENT HOLDING CO	LESS CASH DIV DECLRD-COMMON STOCK	LESS CASH DIV DECLRD-PREFERRED STOCK	RESTATEMENTS DUE TO CORRECTIONS, ETC	EQUITY CAP: END BAL PREV YR (RESTAT)	SALE,CONVRSN,ACQUSTN,RETIRE: CAP STK	TREASURY STOCK TRANSACTIONS, NET	OTHER COMPREHENSIVE INCOME	
37	11543	11204	435	0	0	96	0	0	11204	0	0	0	
242	3583	3342	142	0	0	0	0	0	3342	0	0	99	
279	15508	15060	258	0	0	0	0	0	15060	0	0	190	
354	1095	1036	8	0	0	0	0	0	1036	0	0	51	
439	15540	15181	886	0	0	682	0	0	15181	0	0	155	
457	1762	1783	154	0	0	175	0	0	1783	0	0	0	
505	19188	18820	83	0	0	277	0	0	18820	0	0	562	
1146	21887	20100	2215	0	0	652	0	0	20100	0	0	224	
1155	9217	8757	800	0	0	500	0	0	8757	0	0	160	
1351	11574	11155	617	0	0	240	0	0	11155	0	0	42	
1454	27037	24172	2334	0	0	519	0	0	24172	0	0	1050	
1557	5784	5667	182	0	0	172	0	0	5667	0	0	107	
1632	15445	15036	1513	0	0	1528	0	0	15036	0	0	424	
1669	37690	35344	1694	0	0	0	0	0	35344	0	0	652	
1829	32960	31645	1346	0	0	986	0	0	31645	0	0	955	
1856	700	664	34	0	0	0	0	0	664	0	0	2	
1959	3537	3422	109	0	0	37	0	0	3422	0	0	43	
2040	11843	11254	917	0	0	509	0	0	11254	0	0	181	
2161	8293	7508	583	0	0	0	0	0	7508	0	0	202	
2376	86345	81849	3896	0	0	0	0	0	81849	0	0	600	
2451	903	889	97	0	0	87	0	0	889	0	0	4	
2554	716	724	74	0	0	99	0	0	724	0	0	17	
2732	44498	42399	1687	0	0	371	0	0	42399	0	0	783	
2750	5373	5320	7	0	0	0	0	0	5320	0	0	46	
2938	19846	18645	2145	0	319	1669	0	0	18645	0	0	406	
2956	12236	11665	386	0	0	0	0	0	11665	0	0	185	
3252	9072	8558	768	0	0	300	0	0	8558	0	0	46	
3458	2012	1852	125	0	0	40	0	0	1852	0	0	75	
3506	65077	61517	4857	0	0	1766	0	0	61517	0	0	469	
3579	19134	10639	636	8026	0	511	0	0	10639	48	0	296	
3720	14545	13494	889	0	0	168	0	0	13494	0	0	330	
3953	4890	4573	699	0	0	382	0	0	4573	0	0	0	
4138	14687	13999	802	0	0	371	0	0	13999	0	0	257	
4147	10927	10228	477	0	0	0	0	0	10228	0	0	222	
4156	8893	8504	813	0	0	600	0	0	8504	0	0	176	
4231	9964	8985	524	0	0	0	0	0	8985	0	0	455	
4437	10936	10884	667	0	0	666	0	0	10884	0	0	51	
4745	1062	1062	35	0	0	35	0	0	1062	0	0	0	
4839	14451	13471	1306	0	0	823	0	0	13471	0	0	497	
5005	23667	23054	599	0	0	0	0	0	23054	0	0	14	
5050	6359	6384	685	0	0	980	0	0	6384	0	0	270	
5069	43601	41295	4096	0	0	1861	0	0	41295	0	0	71	
5135	12126	11323	636	0	0	0	0	0	11323	0	0	167	
5210	60190	58389	3939	0	0	2175	0	0	58389	0	0	37	
5247	55395	49506	6927	0	0	3773	0	0	49506	0	0	2735	
5274	6277	6126	54	0	0	0	0	0	6126	0	0	97	
5331	16107	14242	1498	0	0	104	0	0	14242	0	0	471	
5461	14183	12429	1586	0	0	0	0	0	12429	0	0	168	
5751	19801	18841	737	0	0	270	0	0	18841	0	0	493	
5939	224834	222089	5073	0	0	5742	0	0	222089	0	0	3414	
6039	7112	6718	315	0	0	0	0	0	6718	0	0	79	
6057	1182	1212	-12	0	0	57	0	0	1212	0	0	39	
6141	3241	3120	121	0	0	0	0	0	3120	0	0	0	
6329	17394	16004	1446	0	0	400	0	0	16004	0	0	344	
6842	2019	1915	74	0	0	0	0	0	1915	5	0	25	
6972	90554	88759	5775	0	0	4500	0	0	88759	0	0	520	
7009	85510	82110	13265	0	16	9750	0	0	82110	0	0	-131	
7045	8865	8302	376	0	0	0	0	0	8302	0	0	187	
7157	3314	3336	-108	0	0	36	0	0	3336	0	0	122	
7166	27289	24831	2321	0	0	0	0	0	24831	0	0	137	
7456	4688	4244	294	0	0	120	0	0	4244	0	0	270	
7634	4783	4693	268	0	0	220	0	0	4693	0	0	42	
8033	6502	6089	396	0	0	0	0	0	6089	0	0	17	
8154	3396	3223	236	0	0	87	0	0	3223	0	0	24	
8417	139632	152599	57030	0	0	70000	0	0	152599	0	0	3	
8462	7075	6437	431	0	0	0	0	0	6437	0	0	207	
8547	9074	8869	616	0	0	434	0	0	8869	0	0	23	
8631	6246	6028	254	0	0	80	0	0	6028	0	0	44	
9115	82809	73735	10296	0	1700	3500	0	0	73735	0	0	578	
9160	10019	9787	491	0	0	259	0	0	9787	0	0	0	
9339	25276	22899	1810	0	0	0	0	0	22899	0	0	567	
9357	22865	18219	2897	0	3500	2040	0	0	18219	0	0	289	
9553	5570	5204	328	0	0	0	0	0	5204	0	0	38	
9807	139904	126908	23566	0	0	13000	0	0	126908	0	0	2430	
9955	8352	7879	368	0	0	165	0	0	7879	0	0	270	
10157	6276	6113	238	0	0	175	0	0	6113	0	0	100	
10250	16262	14266	969	0	2000	1040	0	0	14266	0	0	67	
10577	4999	5014	379	0	0	550	0	0	5014	0	0	156	
10849	13362	12289	782	0	0	90	0	0	12289	0	0	381	
10858	25752	24888	764	0	0	0	0	0	24888	0	0	100	
11145	9189	8732	463	0	0	140	0	0	8732	0	0	134	
11350	6711	6942	213	0	0	514	0	0	6942	0	0	70	
11640	17446	17117	1104	0	0	900	0	-7	17110	0	0	132	
11837	6791	6230	502	0	0	0	0	0	6230	0	0	59	
12030	15532	14732	1048	0	0	250	0	0	14732	0	0	2	
12058	7026	6585	354	0	0	0	0	0	6585	0	0	87	
12142	19493	17993	917	0	0	0	0	0	17993	0	0	583	
12245	9682	9203	467	0	0	305	0	0	9203	0	0	317	
12311	2095192	2069127	82453	0	0	78996	0	-9113	2060014	0	0	31721	
12357	3691	3826	188	0	0	323	0	0	3826	0	0	0	
12405	82509	78193	4666	0	1500	2740	0	0	78193	0	0	890	
12647	4775	4543	382	0	0	150	0	0	4543	0	0	0	
12656	761	702	52	0	0	0	0	7	709	0	0	0	
12937	12723	12386	323	0	0	150	0	0	12386	0	0	164	
12946	36830	32167	2444	0	0	500	0	0	32167	0	0	2719	
12955	8143	7729	582	0	0	348	0	0	7729	0	0	180	
13037	14150	13609	577	0	0	130	0	0	13609	0	0	94	
13103	108809	109788	3662	0	0	0	0	-1	109787	0	0	-4640	
13251	2786	2741	256	0	0	310	0	0	2741	0	0	99	
13309	184618	174446	12246	0	0	5055	0	0	174446	0	0	2981	
13457	3902	3731	148	0	0	0	0	0	3731	0	0	23	
14052	3938	3626	356	6	0	50	0	0	3626	0	0	0	
14155	7165	6856	294	0	0	89	0	0	6856	0	0	104	
14258	31695	30171	7231	0	0	6000	0	0	30171	0	0	293	
14409	2554333	2445211	84085	0	18164	0	0	0	2445211	0	0	6873	
14454	4824	4259	430	0	0	0	0	0	4259	0	0	135	
14650	2944	2635	305	0	0	0	0	0	2635	0	0	4	
14753	2688	2589	100	0	0	0	44	0	2589	0	0	43	
14865	6375	5982	386	0	0	0	0	0	5982	0	0	7	
14931	3278	3068	155	0	0	0	0	0	3068	0	0	55	
14940	9990	9381	373	0	0	0	0	0	9381	12	0	224	
15536	113818	141390	4285	0	0	31500	0	0	141390	0	0	-357	
15732	19085	16937	1758	0	200	0	0	0	16937	0	0	190	
16337	16075	14878	921	0	0	0	0	0	14878	0	0	276	
16355	3062	2876	155	0	0	0	0	0	2876	0	0	31	
16458	23644	22700	1375	0	0	684	0	0	22700	0	0	253	
16551	4358	4175	414	0	0	250	0	0	4175	0	0	19	
16748	5140	4998	153	0	0	80	0	0	4998	0	0	69	
16766	26806	23123	3273	0	0	643	0	0	23123	0	0	1053	
16944	5040	4960	93	0	0	90	0	0	4960	0	0	77	
16953	4857	4819	167	0	0	200	0	0	4819	0	0	71	
17110	11693	11851	-158	0	0	0	0	0	11851	0	0	0	
17147	63418	57172	5859	0	0	700	0	0	57172	0	0	1087	
17259	4108	3820	442	0	0	328	0	0	3820	0	0	174	
17464	36918	33582	4108	0	465	1325	0	0	33582	0	0	88	
17549	15716	18352	2864	0	0	5500	0	0	18352	0	0	0	
17642	3956	3833	117	0	0	0	0	0	3833	0	0	6	
17839	13770	14083	1398	0	0	1980	0	0	14083	0	0	269	
17950	3089	2859	214	0	0	93	0	0	2859	0	0	109	
18050	23163	21107	1773	0	0	0	0	0	21107	0	0	283	
18126	58104	54553	3143	0	0	2249	0	0	54553	0	0	2657	
18135	9262	8409	827	0	0	219	0	0	8409	0	0	245	
18368	35160	33022	2481	0	0	1000	0	0	33022	299	0	358	
18377	1788	1743	45	0	0	0	0	0	1743	0	0	0	
18827	13131	12664	750	0	0	320	0	0	12664	0	0	37	
18836	8847	9644	518	0	-1063	299	0	0	9644	0	0	47	
18854	2629	2595	-16	0	0	0	0	0	2595	0	0	50	
18863	34677	32458	1573	0	0	0	0	0	32458	0	0	646	
18957	4095	3844	140	0	0	0	0	0	3844	0	0	111	
19356	9301	8943	656	0	0	713	0	0	8943	0	0	415	
19730	90104	86353	4605	0	0	925	0	0	86353	0	0	71	
19936	11040	11075	1003	0	0	1485	0	0	11075	0	0	447	
19972	7882	7561	321	0	0	0	0	0	7561	0	0	0	
20053	3866	3610	231	0	0	0	0	0	3610	0	0	25	
20147	3750	3465	219	0	0	0	0	0	3465	0	0	66	
20259	5579	5227	492	0	0	300	0	0	5227	0	0	160	
20370	12396	11596	665	0	0	0	0	0	11596	59	0	76	
20512	7033	6829	286	0	0	125	0	0	6829	0	0	43	
20633	28687	28352	901	0	0	811	0	0	28352	0	0	245	
