"IDRSSD"	RIAD3582	RIAD3583	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD3590	RIAD3591	RIAD4266	RIAD4267	RIAD4481	RIAD4482	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4653	RIAD4654	RIAD4655	RIAD4658	RIAD4659	RIAD4662	RIAD4663	RIAD4664	RIAD4665	RIAD4668	RIAD4669	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIAD5413	RIAD5414	RIADB512	RIADB513	RIADB514	RIADB515	RIADB516	RIADB517	
1351	0	0	0	0	0	0	0	0	0	0	0	0	5	2			0	0	33	0	0	0						0						0			0	0	0	0	0	0			0	0	33	3	
1454	0	0	0	0	0	0	0	0	0	0	0	0	13	1			0	3	58	0	0	4						0						0			0	0	0	0	0	0			16	1	38	8	
1557	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	1	2	0	0	0						0						1			0	0	0	0	0	0			0	0	2	2	
1632	0	0	0	0	0	0	0	1	0	0	0	0	39	9			0	15	183	90	0	9						0						0			0	0	0	0	22	4			0	0	62	10	
1669	0	0	0	0	0	0	0	0	0	0	0	0	38	3			0	1	114	25	0	20						0						0			0	0	0	0	0	0			0	0	69	34	
1829	0	0	0	0	0	0	0	0	64	0	0	0	20	14			0	0	179	10	0	0						0						0			0	0	0	0	0	0			8	1	97	5	
1856	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	2	6	6	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
1959	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	1	0	0	0						0						0			0	0	0	0	0	0			0	0	1	2	
2040	0	0	0	0	0	0	0	0	0	0	0	0	24	13			0	0	38	0	0	0						0						0			0	0	0	0	19	1			0	0	19	10	
2161	0	0	0	0	0	0	0	0	0	0	0	0	6	0			0	0	19	0	0	0						0						0			0	0	0	0	0	0			4	1	15	5	
2376	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			0	0	0	0	
2451	0	0	0	0	0	0	0	0	0	0	0	0	2	2			0	0	15	15	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
2554	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	9	9	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
2732	0	0	0	0	0	0	0	0	0	0	0	0	16	3		0	0	0	72	49	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			0	0	23	13	
2750	0	0	0	3	0	0	0	0	0	0	0	0	29	0			0	0	202	0	0	0						0						0			0	0	0	0	0	0			0	0	202	26	
2938	0	0	0	0	0	0	0	0	0	0	0	0	9	3			0	0	379	308	0	0						0						0			0	0	0	0	0	0			0	0	71	6	
2956	0	0	0	0	0	0	0	0	0	0	0	0	23	15			0	0	32	0	0	0						0						0			0	0	0	0	8	0			0	0	24	8	
3252	0	0	0	0	0	0	0	3	0	0	0	0	107	40			0	0	180	7	0	0						0						0			0	0	0	0	0	0			0	0	173	64	
3458	0	0	0	1	0	0	0	0	0	0	0	0	9	5			0	1	8	5	0	0						0						0			0	0	0	0	0	1			0	0	3	1	
3506	0	0	0	0	0	0	0	0	227	5	0	0	221	189		0	0	0	231	0	0	0		0	0		0	0		0	0		0	0		0	0	0	2	17	0	3			0	6	2	1	
3579	0	0	0	0	0	0	0	0	0	0	0	0	27	0			0	0	55	0	0	0						0						0			0	0	0	0	11	7			0	0	44	20	
3720	0	0	0	0	0	0	0	0	0	0	0	0	13	12			0	0	34	1	0	0						0						0			0	0	0	0	0	0			0	0	33	1	
3953	0	0	0	4	0	0	0	0	0	0	0	0	18	3			0	6	55	5	0	23						23						6			0	0	0	0	0	1			0	0	27	4	
4138	0	0	0	0	0	0	0	0	0	0	0	0	41	19			0	0	48	0	0	0						0						0			0	0	0	0	0	0			0	0	48	22	
4147	0	0	0	0	0	0	0	0	0	0	0	0	1	1			0	0	4	0	0	0						0						0			0	0	0	0	0	0			1	0	3	0	
4156	0	0	0	6	0	0	0	0	0	0	0	0	20	0			0	2	23	0	0	0						0						0			0	0	0	0	6	8			0	0	17	4	
4231	0	0	0	0	0	0	0	0	0	0	0	0	9	0			0	0	12	7	0	0						0						0			0	0	0	0	0	2			0	0	5	7	
4437	0	0	0	0	0	0	0	0	0	0	0	0	9	0			0	0	17	0	0	0						0						0			0	0	0	0	0	0			0	0	17	9	
4745	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	1	0	0	0						0						0			0	0	0	0	0	0			0	0	1	0	
4839	0	0	0	0	0	0	0	0	0	0	0	0	32	4			0	0	159	30	0	0						0						0			0	0	0	0	0	0			0	0	129	28	
5005	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	3	0	0	0						0						0			0	0	0	0	0	0			0	0	3	0	
5050	0	0	0	0	0	0	0	0	0	0	0	0	30	0			0	0	73	0	0	0						0						0			0	0	0	0	0	0			5	0	68	30	
5069	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
5135	0	0	0	0	0	0	0	0	0	0	0	0	93	1			0	65	97	43	0	9						9						65			0	0	0	0	6	21			13	0	26	6	
5210	0	0	0	0	0	0	0	0	0	0	0	0	23	0		0	0	0	81	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	12	2			0	0	69	21	
5247	0	0	0	0	0	0	0	0	0	0	0	0	14	0		0	0	3	28	0	0	9		0	0		0	0		0	0		0	0		0	0	0	0	0	0	5			4	1	15	5	
5274	0	0	0	0	0	0	0	0	0	0	0	0	36	0			0	0	41	4	0	0						0						0			0	0	0	0	0	0			0	0	37	36	
5331	0	0	0	0	0	0	0	0	0	0	0	0	35	35			0	0	1	0	0	0						0						0			0	0	0	0	0	0			0	0	1	0	
5461	0	0	0	0	0	0	70	0	0	0	0	0	10	9			0	0	74	0	0	0						0						0			0	0	0	0	0	0			0	0	4	1	
5751	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	5	0	0	0						0						0			0	0	0	0	0	0			0	0	5	1	
5939	3230	437	0	0	0	0	0	0	0	3	0	0	528	25		0	0	28	3615	9	0	203		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			0	0	173	35	
6039	0	0	0	0	0	0	0	0	0	0	0	0	27	4			0	0	152	52	0	0						0						0			0	0	0	0	0	0			4	0	96	23	
6057	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	0	99	73	0	0						0						0			0	0	0	0	0	0			0	0	26	4	
6141	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	83	45	0	0						0						0			0	0	0	0	9	0			0	0	29	2	
6329	0	0	0	0	0	0	70	1	0	0	0	0	76	3			0	2	423	199	0	56						0						2			0	0	11	0	0	8			14	4	73	58	
6842	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	11	0	0	0						0						0			0	0	0	0	0	0			0	0	11	0	
6972	0	0	0	0	0	0	0	0	0	0	0	0	16	0		0	0	0	78	24	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			21	9	33	7	
7009	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			0	0	0	0	
7045	0	0	0	0	0	0	0	0	0	0	0	0	16	0			0	0	47	0	0	0						0						0			0	0	0	0	29	0			2	0	16	16	
7157	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	0	334	324	0	3						3						0			0	0	0	0	0	0			0	0	7	4	
7166	0	0	0	0	0	0	0	0	0	0	0	0	15	12		0	0	0	87	82	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			2	1	3	2	
7456	0	0	0	0	0	0	0	0	0	0	0	0	25	25			0	0	9	9	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
7634	0	0	0	0	0	0	0	0	0	0	0	0	6	0			0	0	26	6	0	0						0						0			0	0	0	0	0	0			0	0	20	6	
8033	0	0	0	0	0	0	0	0	0	0	0	0	49	6			0	42	133	53	0	80						79						42			0	0	0	0	0	0			0	0	0	1	
8154	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	21	0	0	0						0						0			0	0	0	0	0	0			0	0	21	1	
8417	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			0	0	0	0	
8462	0	0	0	0	0	0	0	0	0	0	0	0	9	2			0	2	21	0	0	0						0						2			0	0	0	0	0	0			0	0	21	5	
8547	2	0	0	0	0	0	0	0	0	0	0	0	9	0			0	0	82	15	0	0						0						0			0	0	0	0	3	0			3	0	59	9	
8631	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	25	0	0	0															0	0	0	0	0	0			0	0	25	3	
9115	0	0	0	0	110	0	14	0	0	0	0	0	28	0		0	0	0	396	1	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	110	6			0	0	161	22	
9160	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	3	0	0	0						0						0			0	0	0	0	0	0			0	0	3	1	
9339	0	0	0	0	0	0	0	0	0	0	0	0	10	0			0	0	74	1	0	0						0						0			0	0	0	0	50	0			0	0	23	10	
9357	0	0	0	0	0	0	0	0	0	0	0	0	14	13			0	0	197	192	0	0						0						0			0	0	0	0	0	0			0	0	5	1	
9553	0	0	0	0	0	0	0	0	0	0	0	0	3	2			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	1	
9807	0	0	0	0	0	0	0	0	0	0	0	0	130	90		0	0	0	82	2	0	0		0	0		0	0		0	0		0	0		0	0	0	0	6	73	28			0	0	7	6	
9955	0	0	0	0	0	0	0	0	0	0	0	0	6	4			0	0	11	3	0	0						0						0			0	0	0	0	0	0			0	0	8	2	
10157	0	0	23	0	0	0	0	0	0	0	0	0	41	14			0	0	69	0	0	26						26						0			0	0	0	0	0	0			0	0	20	27	
10250	0	0	0	0	0	0	0	0	0	0	0	0	28	0			0	0	148	66	0	0						0						0			0	0	0	0	0	0			8	0	74	28	
10577	0	25	0	0	0	0	0	0	0	0	0	0	25	0			0	0	1	0	0	0															0	0	0	0	0	0			0	0	1	0	
10849	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	15	0	0	0						0						0			0	0	0	0	0	2			12	0	3	1	
10858	0	0	0	0	0	0	61	0	0	0	0	0	33	6		0	0	0	3332	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			3160	0	111	27	
11145	0	0	0	0	0	0	0	0	0	0	0	0	12	0			0	0	67	30	0	0						0						0			0	0	0	0	0	0			0	0	37	12	
11350	0	0	0	0	0	0	0	0	0	0	0	0	7	3			0	0	4	0	0	0						0						0			0	0	0	0	0	0			0	0	4	4	
11640	0	0	0	0	0	0	0	0	0	0	0	0	104	0			0	68	271	0	0	229						229						68			0	0	0	0	0	0			0	0	42	36	
11837	0	0	0	0	0	0	0	0	0	0	0	0	42	10			0	0	1	0	0	1															0	0	0	2	0	0			0	0	0	30	
12030	0	0	0	0	0	0	0	0	48	0	0	0	601	194			0	32	547	178	0	51						0						0			0	0	0	0	68	180			0	0	202	195	
12058	0	0	0	0	0	0	0	0	0	0	0	0	41	2			0	19	196	11	0	28						0						0			0	0	0	0	41	0			0	0	116	20	
12142	0	0	0	0	0	0	0	0	0	0	0	0	88	0			0	66	138	0	0	76						0						0			0	0	0	0	0	3			0	0	62	19	
12245	0	0	0	0	0	0	0	0	0	0	0	0	10	0			0	0	22	0	0	0						0						0			0	0	0	0	0	5			1	0	21	5	
12311	845	108	18	0	54	6	2336	210	28139	3850	3	16	17563	2944	2944	0	0	1	111121	22965	0	5	22965	0	0	0	3	55	28139	0	0	0	16	0	3850	0	0	0	3096	165	392	91	0	0	0	0	53213	10172	
12357	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
12405	0	0	0	0	0	0	0	0	100	9	0	0	170	38		0	0	2	500	15	0	0		0	0		0	0		0	0		0	2		0	0	0	0	0	96	10			3	21	286	90	
12647	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	17	12	0	0						0						0			0	0	0	0	0	0			5	0	0	0	
12656	0	0	0	0	0	0	0	0	0	0	0	0	5	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	5	
12937	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	2	0	0	0						0						0			0	0	0	0	0	0			0	0	2	0	
12946	0	0	0	0	0	0	15	1	0	0	0	0	219	10		0	0	0	597	44	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	250	18			0	0	288	190	
12955	0	0	0	0	0	0	0	0	0	0	0	0	91	28			0	0	175	14	0	0						0						0			0	0	0	0	0	0			0	0	161	63	
13037	0	0	0	0	0	0	0	0	0	0	0	0	19	2			0	0	14	4	0	0															0	0	0	0	0	0			3	4	7	13	
13103	0	0	0	0	0	0	0	0	0	0	0	0	32	0		0	0	0	12	12	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	31			0	0	0	1	
13251	0	0	0	0	0	0	0	0	0	0	0	0	17	0			0	0	2	0	0	0						0						0			0	0	0	0	0	0			0	0	2	17	
13309	0	5	0	0	17	4	3881	15	0	0	0	0	2344	1646		0	0	2	15651	9253	0	0		0	0		0	0		0	0		0	2		0	450	0	0	0	275	3			339	86	1886	583	
13457	0	0	0	0	0	0	0	0	0	0	0	0	7	5			0	2	0	0	0	0						0						2			0	0	0	0	0	0			0	0	0	0	
14052	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
14155	0	0	0	0	0	0	0	0	0	0	0	0	10	0			0	0	20	0	0	0						0						0			0	0	0	0	0	0			0	0	20	10	
14258	0	0	0	0	0	0	0	0	0	0	0	0	28	0		0	0	0	104	30	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			0	0	74	28	
14409	9	226	0	0	0	1	80	424	209	117	0	0	6390	2731	2731	0	0	510	23352	16946	0	2027	16946	0	0	0	0	0	209	0	0	0	0	0	117	0	0	0	0	0	301	179	0	0	0	0	3780	2202	
14454	0	0	0	0	0	0	0	0	18	3	0	0	5	2			0	0	18	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
14650	0	0	0	0	0	0	0	0	0	0	0	0	27	0			0	10	28	0	0	0						0						10			0	0	0	0	0	0			0	0	28	17	
14753	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	2	
14865	0	0	0	0	0	0	0	0	0	0	0	0	11	0			0	0	19	0	0	0						0						0			0	0	0	0	0	0			0	0	19	11	
14931	0	0	0	0	0	0	0	0	0	0	0	0	5	5			0	0	3	0	0	0															0	0	0	0	0	0			0	0	3	0	
14940	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	41	40	0	0						0						0			0	0	0	0	1	0			0	0	0	0	
15536	0	0	0	0	0	0	0	0	0	0	0	0	194	50		0	0	0	488	413	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	14	14			0	0	61	130	
15732	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	8	6	0	0						0						0			0	0	0	0	0	0			0	0	2	0	
16337	0	0	0	0	0	0	0	0	0	0	0	0	36	14			0	0	81	21	0	0						0						0			0	0	0	0	0	0			0	0	60	22	
16355	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	1	
16458	0	0	0	0	0	0	0	0	0	0	0	0	8	3			0	2	173	143	0	17						0						0			142	3	0	0	0	0			0	0	13	3	
16551	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	10	0	0	0						0						0			0	0	0	0	7	0			0	0	3	2	
16748	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	0	30	0	0	0															0	0	0	0	0	0			0	0	30	4	
16766	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	957	957	0	0															0	0	0	0	0	0			0	0	0	0	
16944	0	0	0	0	0	0	0	0	0	0	0	0	12	10			0	0	6	0	0	0						0						0			0	0	0	0	0	0			0	0	6	2	
16953	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	3	0	0	0						0						0			0	0	0	0	0	0			0	0	3	1	
17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0															0	0	0	0	0	0			0	0	0	0	
17147	0	0	0	0	0	0	0	0	0	0	0	0	111	0		0	0	29	504	112	0	72		0	0		0	0		0	0		0	0		0	0	0	0	0	67	0			0	6	253	76	
17259	0	0	0	0	0	0	0	0	0	0	0	0	5	5			0	0	11	11	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
17464	0	0	0	0	0	0	145	0	0	0	0	0	127	32		0	0	0	1357	361	0	0		0	0		0	0		0	0		0	0		0	0	0	27	0	0	0			101	11	723	84	
17549	0	0	0	0	0	0	0	0	315	27	0	0	49	2			0	0	327	0	0	0						0						0			0	0	0	0	0	0			0	0	12	20	
17642	0	0	0	0	0	0	0	0	0	0	0	0	4	4			0	0	121	106	0	0						0						0			0	0	0	0	0	0			0	0	15	0	
17839	0	0	0	0	0	0	20	1	0	0	0	0	366	332			0	16	133	68	0	0						0						16			0	0	0	0	30	5			0	0	15	12	
17950	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	2	0	0	0						0						0			0	0	0	0	0	0			0	0	2	0	
18050	0	2	0	0	0	0	0	0	0	0	0	0	28	12			0	1	61	19	0	0						0						0			0	0	0	0	0	0			6	0	36	13	
18126	0	0	0	0	0	0	0	0	0	0	0	0	59	0		0	0	0	203	67	0	0		0	0		0	0		0	0		0	0		0	0	0	82	37	0	0			0	0	54	22	
18135	0	0	0	0	0	0	0	0	0	0	0	0	54	0			0	0	69	0	0	0						0						0			0	0	0	0	0	0			0	0	69	54	
18368	0	0	0	0	0	0	0	0	142	38	0	0	130	87		0	0	0	825	660	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			14	1	9	4	
18377	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
18827	0	0	0	0	0	0	0	0	0	0	0	0	4	3			0	0	54	36	0	0						0						0			0	0	0	0	0	0			0	0	18	1	
18836	0	0	0	0	0	0	0	0	0	0	0	0	31	0			0	0	67	0	0	0															0	0	0	0	0	0			0	0	67	31	
18854	0	0	0	0	0	0	0	0	0	0	0	0	5	0			0	0	139	11	0	128						0						0			0	0	0	0	0	0			0	0	0	5	
18863	0	0	0	0	0	0	0	0	0	0	0	0	43	34		0	0	0	88	74	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			13	7	1	2	
18957	0	0	0	0	0	0	0	0	2	1	0	0	45	41			0	0	11	0	0	0						0						0			0	0	0	0	0	0			4	1	5	2	
19356	0	0	0	0	0	0	0	0	0	0	0	0	31	23			0	4	414	401	0	13						0						0			0	0	0	0	0	4			0	0	0	0	
19730	0	0	0	0	0	0	0	0	0	0	0	0	3	0		0	0	0	17	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	3	14	0			0	0	3	0	
19936	0	0	0	0	0	0	0	0	0	0	0	0	35	17			0	5	449	68	0	12						0						0			68	17	0	0	3	1			0	0	366	12	
19972	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
20053	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	4	2	0	0						0						0			0	0	0	0	0	0			0	0	2	0	
20147	0	0	0	0	0	0	3	73	0	0	0	0	180	28			0	0	37	2	0	0						0						0			2	28	9	0	0	62			0	0	23	17	
20259	0	0	0	0	0	0	0	0	0	0	0	0	12	3			0	0	28	15	0	0						0						0			0	0	0	0	0	0			0	0	13	9	
20370	0	0	0	0	0	0	0	0	0	0	0	0	351	347			0	0	856	824	0	0						0						0			0	0	0	0	0	0			0	0	32	4	
20512	0	0	0	0	0	0	9	0	0	0	0	0	17	0			0	0	22	0	0	0						0						0			0	0	0	0	0	0			0	0	13	17	
20633	0	0	0	0	0	0	0	0	0	0	0	0	93	50			0	0	28	5	0	0						0						0			0	0	0	0	4	25			0	0	19	18	
20754	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	1	
20839	0	0	0	0	0	0	0	0	0	0	0	0	10	8			0	2	5	3	0	2						0						0			0	0	0	0	0	0			0	0	0	0	
20857	0	0	0	0	0	0	22	0	0	0	0	0	0	0			0	0	22	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
20866	0	0	0	0	0	0	0	0	0	0	0	0	31	0			0	0	64	0	0	0															0	0	0	0	0	0			7	2	57	29	
21256	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	1	0	0	0															0	0	0	0	0	0			0	0	1	1	
21359	0	0	0	0	0	0	1	0	0	0	0	0	0	0			0	0	1	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
21630	0	0	0	0	0	0	0	0	0	0	0	0	6	0			0	0	19	0	0	0						0						0			0	0	0	0	0	2			0	0	19	4	
21658	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	1	4	0	0	0						0						1			0	0	0	0	0	0			4	1	0	0	
22048	0	0	0	0	0	0	0	0	0	0	0	0	16	2			0	0	224	29	0	0						0						0			0	0	0	0	28	1			0	0	167	13	
22235	0	0	0	0	0	0	0	0	0	0	0	0	92	52			0	30	204	123	0	0						0						0			0	0	0	0	0	0			0	0	81	10	
22356	0	0	0	0	0	0	0	0	0	0	0	0	120	74			0	2	139	8	0	0						0						2			0	0	24	4	0	0			32	8	75	32	
22459	0	0	0	0	0	0	0	0	0	0	0	0	22	11			0	0	18	0	0	0						0						0			0	0	0	0	0	2			1	1	17	8	
22543	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	2	0	0	0						0						0			0	0	0	0	0	0			0	0	2	1	
22552	0	0	0	0	0	0	22	0	0	0	0	0	5	0			0	4	157	10	0	100						100						4			0	0	0	0	0	0			0	0	25	1	
22730	0	0	0	0	0	0	0	0	0	0	0	0	63	3			0	0	253	179	0	0						0						0			0	0	0	0	22	18			0	0	52	42	
22860	0	0	0	0	0	0	0	0	0	0	0	0	2348	0		0	0	0	14822	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			14822	2348	0	0	
22936	0	0	0	0	0	0	0	10	0	0	0	0	60	0			0	0	104	0	0	0						0						0			0	0	0	0	0	0			0	0	104	50	
22954	0	0	0	0	0	0	0	0	0	0	0	0	21	0			0	0	25	0	0	0						0						0			0	0	0	0	0	0			0	0	25	21	
23036	5	0	0	0	0	0	17	0	0	0	0	0	17	0			0	0	216	0	0	0						0						0			0	0	0	0	79	0			0	0	115	17	
23045	0	0	0	0	0	0	0	0	0	0	0	0	2	2			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
23241	0	0	30	6	0	0	462	19	107	0	0	0	738	89		0	0	4	5662	2435	0	40		0	0		0	40		0	0		0	4		0	0	0	258	48	792	126			113	3	1425	443	
