"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													382	0	150	0	45	0	0	0	230	2	0	104	0				
242													156	0	0	52	0	0	0	0	79	25	0	0	0				
279													215	0	64	40	0	0	0	0	21	90	0	25	0				
354													80	0	0	14	0	0	0	0	66	0	0	0	0				
439													1634	0	215	0	0	0	0	0	1024	395	0	205	0				
457													311	0	0	0	0	0	0	0	76	235	0	0	0				
505													1770	138	165	83	0	0	0	0	1097	425	0	0	0				
1146													4367	0	1110	914	0	298	560	0	729	1614	0	107	0	CC DEFERRED ANNUAL FEES                                                                                                                                                                          	PROCESSING LOAN FEES PAYABLE                                                                                                                                                                     		
1155													718	0	0	0	0	0	0	0	703	15	0	0	0				
1351													1501	0	900	0	0	0	0	0	500	101	0	900	0				
1454													824	0	154	65	154	0	0	0	438	167	0	0	0				
1557													469	0	20	276	0	0	0	0	173	0	0	0	0				
1632													2067	0	1053	0	175	19	0	0	855	159	0	859	0	Deferred Income on Night Bags & Safe Deposit                                                                                                                                                     			
1669													1092	0	0	137	0	0	0	0	817	138	0	0	0				
1829													2484	0	59	702	0	0	0	0	1098	625	0	0	0				
1856													30	0	0	3	0	0	0	0	27	0	0	0	0				
1959													218	0	0	93	0	0	0	0	82	43	0	0	0				
2040													1031	0	253	0	240	0	0	0	568	210	0	0	0				
2161													389	0	0	57	0	0	0	0	266	66	0	0	0				
2376													5941	0	584	0	0	0	0	0	2033	3324	0	253	0				
2451													159	0	10	0	0	0	0	0	146	3	0	0	0				
2554													61	0	0	2	0	0	0	0	59	0	0	0	0				
2732													3587	0	65	346	28	36	0	0	1602	1574	0	0	0	cash station suspense                                                                                                                                                                            			
2750													363	0	0	0	0	0	0	0	306	57	0	0	0				
2938													3830	0	0	0	0	0	0	0	1940	1890	0	0	0				
2956													610	0	0	22	0	0	0	0	490	98	0	0	0				
3252													767	0	0	159	0	0	0	0	567	41	0	0	0				
3458													137	0	0	46	0	0	0	0	69	22	0	0	0				
3506													7588	0	2446	0	0	1193	0	0	1560	3582	0	0	0	Accrued Federal Taxes Payable                                                                                                                                                                    			
3579													1886	0	4	510	0	0	0	0	536	836	0	0	0				
