"IDRSSD"	RCFDA345	RCFDA346	RCFDB867	RCFDB868	RCFDB869	RCFDB870	RCFDB871	RCFDB872	RCFDB873	RCFDB874	RCFDB875	RCFDB876	RCFDB877	RCFDB878	RCFDB879	RCFDB880	RCFDB881	RCFDB882	RCFDB883	RCFDB884	RCFDB885	RCFDB886	RCFDB888	RCFDB890	RCFDB891	RCFDB892	RCFDB893	RCFDB894	RCFDB895	RCFDB896	RCFDB897	RCFDB898	RCFDB899	RCFDB927	RCFDB928	RCFDB929	RCFDB931	RCFDB932	RCFDB933	RCFDB934	RCFDB935	RCFDB936	RCFDB937	RCFDB938	RCFDB939	RCFDB940	RCFDB941	RCFDB942	RCFDB943	RCFDB944	RCFDB945	RCFDB946	RCFDC001	RCFDC002	RCFDJ253	RCFDJ254	RCFDJ255	RCFDJ256	RCFDJ257	RCFDJ258	RCFDJ259	RCFDJ260	RCFDJ261	RCFDJ262	RCFDJ263	RCFDJ264	RCFDJ265	RCFDJ266	RCFDJ267	RCFDJ268	RCFDJ269	RCFDJ270	RCFDJ271	RCFDJ272	RCFDJ273	RCFDJ274	RCFDJ275	RCFDJ276	RCFDJ277	RCFDJ278	RCFDJ279	RCFDJ280	RCFDJ281	RCFDJ282	RCFDJ283	RCFDJ284	RCFDJ285	RCFDJ286	RCFDJ287	RCFDJ288	RCFDJ289	RCFDJ290	RCFDJ291	RCFDJ292	RCFDJ293	RCFDJ294	RCFDJ295	RCFDJ296	RCFDJ297	RCFDJ298	RCFDJ299	RCFDJ300	RCFDJ301	RCFDJ302	RCFDJ303	RCFDJ304	RCFDJ305	RCFDJ306	RCFDJ307	RCFDJ308	RCFDJ309	RCFDJ310	RCFDJ311	RCFDJ312	RCFDJ313	RCFDJ314	RCFNB900	RCFNB901	RCFNB902	RCFNB903	RCONA345	RCONA346	RCONB867	RCONB868	RCONB869	RCONB870	RCONB871	RCONB872	RCONB873	RCONB874	RCONB875	RCONB876	RCONB877	RCONB878	RCONB879	RCONB880	RCONB881	RCONB882	RCONB883	RCONB884	RCONB885	RCONB886	RCONB888	RCONB890	RCONB891	RCONB892	RCONB893	RCONB894	RCONB895	RCONB896	RCONB897	RCONB898	RCONB899	RCONB927	RCONB928	RCONB929	RCONB931	RCONB932	RCONB933	RCONB934	RCONB935	RCONB936	RCONB937	RCONB938	RCONB939	RCONB940	RCONB941	RCONB942	RCONB943	RCONB944	RCONB945	RCONB946	RCONC001	RCONC002	RCONJ253	RCONJ254	RCONJ255	RCONJ256	RCONJ257	RCONJ258	RCONJ259	RCONJ260	RCONJ261	RCONJ262	RCONJ263	RCONJ264	RCONJ265	RCONJ266	RCONJ267	RCONJ268	RCONJ269	RCONJ270	RCONJ271	RCONJ272	RCONJ273	RCONJ274	RCONJ275	RCONJ276	RCONJ277	RCONJ278	RCONJ279	RCONJ280	RCONJ281	RCONJ282	RCONJ283	RCONJ284	RCONJ285	RCONJ286	RCONJ287	RCONJ288	RCONJ289	RCONJ290	RCONJ291	RCONJ292	RCONJ293	RCONJ294	RCONJ295	RCONJ296	RCONJ297	RCONJ298	RCONJ299	RCONJ300	RCONJ301	RCONJ302	RCONJ303	RCONJ304	RCONJ305	RCONJ306	RCONJ307	RCONJ308	RCONJ309	RCONJ310	RCONJ311	RCONJ312	RCONJ313	RCONJ314	RIAD4070	RIADA479	RIADA480	RIADA488	
1557																																																																																																																									false	false	false																																																																																																																		0				
1632																																																																																																																									true	false	false																																																																																																																		2				
1669																																																																																																																									false	false	false																																																																																																																		0				
1829																																																																																																																									false	false	false																																																																																																																		0				
1856																																																																																																																									false	false	false																																																																																																																		0				
2040																																																																																																																									false	false	false																																																																																																																		0				
2161																																																																																																																									false	false	false																																																																																																																		0				
2376																																																																																																																									false	false	false																																																																																																																		0				
2451																																																																																																																									false	false	false																																																																																																																		0				
2554																																																																																																																									false	false	false																																																																																																																		0				
2732																																																																																																																									true	true	false																																																																																																																		22				
2750																																																																																																																									true	false	false																																																																																																																		0				
2938																																																																																																																									true	false	false																																																																																																																		0				
3252																																																																																																																									true	false	false																																																																																																																		0				
3458																																																																																																																									false	false	false																																																																																																																		0				
3720																																																																																																																									true	false	false																																																																																																																		0				
3953																																																																																																																									false	false	false																																																																																																																		0				
4138																																																																																																																									false	false	false																																																																																																																		0				
4156																																																																																																																									false	false	false																																																																																																																		0				
4231																																																																																																																									false	false	false																																																																																																																		0				
4437																																																																																																																									true	true	true																																																																																																																		2				
4839																																																																																																																									false	false	false																																																																																																																		0				
5005																																																																																																																									false	false	false																																																																																																																		0				
5069																																																																																																																									false	false	false																																																																																																																		0				
5135																																																																																																																									false	false	false																																																																																																																		0				
5210																																																																																																																									true	true	true																																																																																																																		277				
5331																																																																																																																									false	false	false																																																																																																																		0				
5461																																																																																																																									false	false	false																																																																																																																		0				
5751																																																																																																																									true	true	true																																																																																																																		47				
6039																																																																																																																									false	false	false																																																																																																																		0				
6141																																																																																																																									true	false	false																																																																																																																		0				
6329																																																																																																																									true	false	false																																																																																																																		0				
6972																																																																																																																									true	true	true	139447	61569	259	34	934	8782	5	1	12595	0	1	0	18760	31333	75	69	0	0	51735	52	0	2	0	5	237646	101706	429	112	12689	8																				0	0	16	1	14175	4	37	2	18760	31333	75	69																																																					338	0	0		
7009																																																																																																																									true	true	true	12126820	5610	2042	3	10941	0	14	0	62683	0	6	0	0	0	0	0	0	0	1176322	217	0	0	0	0	13393763	5610	2293	3	344166	77																				0	0	0	0	16997	0	14	0	0	0	0	0																																																					11610	0	0		
7045																																																																																																																									true	true	true																																																																																																																		5				
7157																																																																																																																									false	false	false																																																																																																																		0				
7456																																																																																																																									false	false	false																																																																																																																		0				
7634																																																																																																																									false	false	false																																																																																																																		0				
8033																																																																																																																									false	false	false																																																																																																																		0				
8462																																																																																																																									false	false	false																																																																																																																		0				
8631																																																																																																																									false	false	false																																																																																																																		0				
9357																																																																																																																									false	false	false																																																																																																																		0				
9553																																																																																																																									false	false	false																																																																																																																		0				
9807																																																																																																																									true	true	true	56	18549	1	59	0	17718	0	18	0	0	0	0	0	12757	0	103	0	238446	0	0	0	300	0	2	56	289734	1	321	2089	5																				0	136	0	0	0	1964	0	3	0	14846	0	108																																																					43	1	0		
9955																																																																																																																									true	true	true																																																																																																																		19				
10157																																																																																																																									false	false	false																																																																																																																		0				
10250																																																																																																																									false	false	false																																																																																																																		0				
10849																																																																																																																									false	false	false																																																																																																																		0				
10858																																																																																																																									true	true	true																																																																																																																		221				
11145																																																																																																																									false	false	false																																																																																																																		0				
11640																																																																																																																									true	true	true																																																																																																																		278				
11837																																																																																																																									false	false	false																																																																																																																		0				
12030																																																																																																																									false	false	false																																																																																																																		0				
12142																																																																																																																									true	true	true																																																																																																																		0				
12245																																																																																																																									false	false	false																																																																																																																		0				
12311	true	true	true	2751283	1670975	4727	428	237326	1333526	176	971	718052	700187	133	146	631970	322859	1985	582	117726	8410170	4048935	3574	49561	2371	316	156	9281048	12500670	11376	5879	30761211	1908																				54	3560	0	0	726195	60582	411	36	617124	321558	1958	559																																																					0	0	0	0																																																																																																																					19444	1100	136		
12647																																																																																																																									false	false	false																																																																																																																		0				
12656																																																																																																																									false	false	false																																																																																																																		0				
12937																																																																																																																									true	false	false																																																																																																																		0				
12946																																																																																																																									true	true	true																																																																																																																		42				
12955																																																																																																																									false	false	false																																																																																																																		0				
13037																																																																																																																									false	false	false																																																																																																																		0				
13103																																																																																																																									true	true	true																																																																																																																		371				
13251																																																																																																																									false	false	false																																																																																																																		0				
13457																																																																																																																									false	false	false																																																																																																																		0				
14052																																																																																																																									false	false	false																																																																																																																		0				
14155																																																																																																																									false	false	false																																																																																																																		0				
14454																																																																																																																									false	false	false																																																																																																																		0				
14650																																																																																																																									false	false	false																																																																																																																		0				
14753																																																																																																																									false	false	false																																																																																																																		0				
14865																																																																																																																									false	false	false																																																																																																																		0				
14977																																																																																																																									false	false	false																																																																																																																		0				
16337																																																																																																																									false	false	false																																																																																																																		0				
16458																																																																																																																									true	true	true																																																																																																																		191				
16551																																																																																																																									false	false	false																																																																																																																		0				
16748																																																																																																																									true	true	true																																																																																																																		0				
16944																																																																																																																									false	false	false																																																																																																																		0				
16953																																																																																																																									false	false	false																																																																																																																		0				
17110																																																																																																																									true	true	true	348987	0	419	0	101953	10850	100	2	0	0	0	0	269745	0	806	0	0	0	2683571	1983	0	0	0	0	3404256	10850	3308	2	0	0																				0	0	0	0	0	0	0	0	269745	0	806	0																																																					3760	0	0		
17147																																																																																																																									false	false	false																																																																																																																		0				
17259																																																																																																																									false	false	false																																																																																																																		0				
17464																																																																																																																									true	true	true																																																																																																																		225				
17950																																																																																																																									false	false	false																																																																																																																		0				
18050																																																																																																																									false	false	false																																																																																																																		0				
18135																																																																																																																									false	false	false																																																																																																																		0				
18377																																																																																																																									false	false	false																																																																																																																		0				
18827																																																																																																																									false	false	false																																																																																																																		0				
18836																																																																																																																									false	false	false																																																																																																																		0				
18854																																																																																																																									false	false	false																																																																																																																		0				
18957																																																																																																																									false	false	false																																																																																																																		0				
19356																																																																																																																									true	false	false																																																																																																																		0				
19730																																																																																																																									true	true	true																																																																																																																		447				
19936																																																																																																																									false	false	false																																																																																																																		0				
19972																																																																																																																									false	false	false																																																																																																																		0				
20053																																																																																																																									false	false	false																																																																																																																		0				
20370																																																																																																																									false	false	false																																																																																																																		0				
20512																																																																																																																									true	true	true																																																																																																																		0				
20633																																																																																																																									true	true	true																																																																																																																		121				
20857																																																																																																																									false	false	false																																																																																																																		0				
20866																																																																																																																									false	false	false																																																																																																																		0				
21256																																																																																																																									false	false	false																																																																																																																		0				
21359																																																																																																																									false	false	false																																																																																																																		0				
21630																																																																																																																									false	false	false																																																																																																																		0				
21658																																																																																																																									true	true	true																																																																																																																		0				
22048																																																																																																																									true	true	true																																																																																																																		30				
22356																																																																																																																									true	true	true																																																																																																																		0				
22459																																																																																																																									true	false	false																																																																																																																		0				
22543																																																																																																																									false	false	false																																																																																																																		0				
22552																																																																																																																									false	false	false																																																																																																																		0				
22730																																																																																																																									false	false	false																																																																																																																		0				
22936																																																																																																																									false	false	false																																																																																																																		0				
22954																																																																																																																									false	false	false																																																																																																																		0				
23036																																																																																																																									false	false	false																																																																																																																		0				
23045																																																																																																																									true	true	true	9915	4812	26	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	2	0	11718	19611	30	12	0	0																				0	0	0	0	1682	14799	2	3	0	0	0	0																																																					49	0	0		
23241																																																																																																																									true	true	true	83761	10758	211	5	626	1576	4	4	6462	0	3	0	8092	0	45	0	0	13225	121886	96	0	754	0	124	248261	26391	391	176	110371	97																				0	42	0	0	27434	78	32	1	8092	6997	45	33																																																					495	8	0		
23456																																																																																																																									false	false	false																																																																																																																		0				
23504																																																																																																																									true	true	true																																																																																																																		0				
23540																																																																																																																									true	true	false																																																																																																																		0				
23643																																																																																																																									true	true	true																																																																																																																		5				
23755																																																																																																																									false	false	false																																																																																																																		0				
