"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	
1557																																																																																																																																																																																																	2561	0	0	5957	4851	47730	0	381	0	5193	46082	0	0	0	0	5493	0	0	57	584	0	0	381	381	816	9694	2488	1391	34991	0	0	0.1109	0.1427	0.1328	0.0000	0.0000	0.0000	5112	381	81	0	0	0	0	0	0	0	0	
1632																																																																																																																																																																																																	7458	0	0	0	34674	771616	0	11551	0	63036	757416	0	0	0	0	69825	0	0	1405	20027	0	0	7765	7765	16055	135647	100085	24947	529930	0	232	0.081962	0.113083	0.100507	0.000000	0.000000	0.000000	62060	7765	744	0	0	0	0	0	0	0	0	
1669																																																																																																																																																																																																	21433	0	0	93143	36067	247761	0	1980	0	42764	247035	16	0	0	0	42458	0	0	0	0	0	0	1255	1255	13535	140214	42834	10825	51307	0	0	0.167466	0.424389	0.411845	0.000000	0.000000	0.000000	41203	1255	564	0	0	0	0	0	0	0	0	
1829																																																																																																																																																																																																	49713	0	0	0	84938	418991	0	4073	0	41102	414054	0	0	0	0	34282	0	0	302	13730	0	0	3175	3175	39478	92737	103865	9517	176522	0	0	0.0767	0.1348	0.1223	0.0000	0.0000	0.0000	31107	3175	907	0	0	0	0	0	0	0	0	
1856																																																																																																																																																																																																	41439	0	0	33298	91193	192537	0	242	0	18486	193613	0	0	0	0	16866	0	0	0	0	0	0	242	242	24066	118318	6381	5188	61642	0	0	0.0859	0.0808	0.0796	0.0000	0.0000	0.0000	16624	242	1764	0	0	0	0	0	0	0	0	
2040																																																																																																																																																																																																	2212	0	0	0	45124	213085	0	3232	0	19118	217078	0	0	0	0	21423	0	0	0	0	0	0	2037	2037	980	47743	31416	9351	136582	122	0	0.0893	0.1330	0.1204	0.0000	0.0000	0.0000	19386	2037	-268	0	0	0	0	0	0	0	0	
2161																																																																																																																																																																																																	15982	0	0	2	43932	125253	0	571	0	13224	124874	0	0	0	0	13264	0	0	0	1139	0	0	571	571	3808	55307	21428	5813	44480	0	0	0.1016	0.2002	0.1916	0.0000	0.0000	0.0000	12693	571	531	0	0	0	0	0	0	0	0	
2376																																																																																																																																																																																																	39682	0	0	76858	399186	2023177	95	24593	0	200728	1997894	0	0	0	0	217962	0	0	25	0	-1266	0	18714	18809	10857	518154	263742	90307	1251578	0	0	0.0996	0.1462	0.1336	0.0000	0.0000	0.0000	199153	18809	2841	0	0	0	0	0	0	0	0	
2451																																																																																																																																																																																																	3338	0	0	76	0	32591	0	1948	0	2046	36443	0	0	0	0	1510	0	0	120	0	0	0	439	439	467	5539	7072	2142	20484	70	975	0.0302	0.0450	0.0319	0.0000	0.0000	0.0000	1071	439	0	0	0	0	0	0	0	0	0	
2554																																																																																																																																																																																																	4428	0	0	0	12	10548	0	76	0	1127	10657	0	0	0	0	914	0	0	0	0	0	0	76	76	0	4428	511	338	5396	0	0	0.0808	0.1398	0.1282	0.0000	0.0000	0.0000	838	76	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																																																																																	42860	0	0	0	57661	519939	0	4664	0	72645	522946	0	0	0	0	74947	0	0	0	1427	0	0	4664	4664	24061	74264	81176	13459	341936	0	0	0.134685	0.186748	0.175127	0.000000	0.000000	0.000000	70283	4664	1250	0	0	0	0	0	0	0	0	
2750																																																																																																																																																																																																	1120	0	0	0	11281	59845	0	532	0	5295	59301	0	0	0	0	5784	0	0	0	2588	0	0	532	532	3080	10908	4828	2614	41518	0	0	0.0886	0.1220	0.1108	0	0	0	5252	532	43	0	0	0	0	0	0	0	0	
2938																																																																																																																																																																																																	12042	0	0	0	70308	612873	0	10976	0	51945	607952	0	0	0	0	56223	0	0	1702	26647	0	0	5896	5896	20840	120793	99921	18732	379646	0	0	0.082781	0.120509	0.107871	0.000000	0.000000	0.000000	50327	5896	1618	0	0	0	0	0	0	0	0	
3252																																																																																																																																																																																																	4997	0	0	100	67114	149734	0	1234	0	18128	153804	0	0	0	0	18097	0	0	338	1518	0	0	1029	1029	18111	61927	1960	3351	67911	0	0	0.1110	0.2205	0.2079	0.0000	0.0000	0.0000	17068	1029	1060	0	0	0	0	0	0	0	0	
3458																																																																																																																																																																																																	5227	0	0	2307	7665	29819	0	278	0	3011	29165	0	0	0	0	3208	0	0	0	0	0	0	278	278	0	7125	2558	1304	20291	0	0	0.100463	0.139509	0.127419	0.000000	0.000000	0.000000	2930	278	81	0	0	0	0	0	0	0	0	
3720																																																																																																																																																																																																	21043	0	0	6216	48990	195280	0	1455	0	26401	196750	0	0	0	0	26714	0	0	0	2342	0	0	1330	1330	27531	61850	27218	0	78741	354	314	0.129223	0.251185	0.238679	0.000000	0.000000	0.000000	25384	1330	703	0	0	0	0	0	0	0	0	
3953																																																																																																																																																																																																	2095	0	0	0	4	124601	0	2352	0	10294	126036	0	0	0	0	11576	0	0	791	0	0	0	1282	1282	15658	2660	13935	8222	94700	14378	0	0.081675	0.114020	0.101393	0	0	0	10294	1282	0	0	0	0	0	0	0	0	0	
4138																																																																																																																																																																																																	10568	0	0	0	31131	182915	0	2683	0	15304	185701	0	0	0	0	16376	0	0	498	3254	0	0	1488	1488	17987	24025	57339	13401	85554	0	0	0.080172	0.138986	0.126357	0.000000	0.000000	0.000000	14888	1488	416	0	0	0	0	0	0	0	0	
4156																																																																																																																																																																																																	1749	0	0	0	40696	200990	0	2481	0	18573	204835	0	0	0	0	17500	0	0	0	6938	0	0	1878	1878	734	33074	56323	13707	110335	1407	0	0.0769	0.1170	0.1044	0.0000	0.0000	0.0000	15622	1878	1168	0	0	0	0	0	0	0	0	
4231																																																																																																																																																																																																	8459	0	0	0	34657	131044	0	601	0	14418	123412	0	0	0	0	15048	0	0	0	0	0	0	601	601	6382	27907	22471	3452	74930	0	0	0.1171	0.1628	0.1563	0.0000	0.0000	0.0000	14447	601	-29	0	0	0	0	0	0	0	0	
4437																																																																																																																																																																																																	6084	0	0	630	68522	263252	0	3490	0	24381	260646	0	0	0	0	25856	0	0	0	4789	64	0	2209	2209	3740	66360	71945	14037	123582	0	0	0.0907	0.1474	0.1348	0	0	0	23647	2209	670	0	0	0	0	0	0	0	0	
4839																																																																																																																																																																																																	4431	0	0	0	58580	314054	0	3539	0	28691	312806	20	0	0	0	31718	0	0	1979	4817	0	0	3095	3095	16029	53128	24779	15395	223589	0	0	0.0915	0.1265	0.1141	0.0000	0.0000	0.0000	28623	3095	68	0	0	0	0	0	0	0	0	
