"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1583	RCFD1594	RCFD1597	RCFD1658	RCFD1659	RCFD1661	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD5612	RCFD5613	RCFD5614	RCFD5615	RCFD5616	RCFD5617	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDB578	RCFDB579	RCFDB580	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDC866	RCFDC867	RCFDC868	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDF664	RCFDF665	RCFDF666	RCFDF667	RCFDF668	RCFDF669	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON1658	RCON1659	RCON1661	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON5612	RCON5613	RCON5614	RCON5615	RCON5616	RCON5617	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB578	RCONB579	RCONB580	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONC866	RCONC867	RCONC868	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONF664	RCONF665	RCONF666	RCONF667	RCONF668	RCONF669	
1557																																																																							0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1632																																																																							0	0	0	0	0	0	0	0	0	0	0	0	333	0	272	0	0	1510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	3437	90	693	0	102	0	0	0	12210	0	0	0	0	0	0	0	0	79	0	0	3161	9383	152	0	0	0	1512	5629	0	0	0	0	0	0	0	0	0	
1669																																																																							0	0	0										278	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	441	6	14	0	0	0	0	63	22	729	9	16	0	0	0	84	10	0	0	0				0	0	0	0	0	0	0	66	0	0	0	400	0	0	0	0	0	0	0	0	0	
1829																																																																							0	42	210	0	0	0	0	0	0	0	0	0	255	0	137	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	25	0	0	4	0	0	0	0	0	0	0	0	0	0	0	46	3	0	44	0	0	0	0	0	0	299	337	530	177	138	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	459	0	0	0	3571	0	0	0	0	0	0	0	0	0	0	
1856																																																																							0	0	0							70	0	0	83	10	354	0	0	0	0	155	27	0	0	0	0	0	0						0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	25	0	18	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2040																																																																							0	0	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	61	64	0	55	58	0	0	0	0	2	1	0	90	64	40	0	0	0	0	1179	33	382	0	16	0	0	0	943	0	0	0	0				373	88	0	0	0	6	381	1351	0	0	457	0	0	0	0	0	0	0	0	0	0	
2161																																																																							0	0	0										75	0	9	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	84	40	0	0	0	0	0	0	0	653	58	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2376																																																																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1111	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3801	16494	0	7163	0	0	0	20820	0	0	0	0	0	0	0	0	0	
2451																																																																							0	0	0							0	0	0	9	10	82	0	0	0	0	0	2	0	0	0	0	0	0						0	0	0	0	0	0	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	345	0	142	0	7	0	0	0	189	0	0	0	0				0	0	0	0	22	116	0	342	0	0	0	9	0	0	0	0	0	0	0	0	0	
2554																																																																							0	0	0							0	0	0	0	0	0	0	0	0	100	275	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	275	0	0	247	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																							0	0	0	0	0	0	0	0	0	0	0	0	315	231	0	361	1745	862	0	0	0	361	1745	200	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	14	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1524	1311	4614	505	0	0	862	956	0	0	0	0	0	0	0	0	0	
2750																																																																							0	0	0							1297	588	0	81	0	85	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	889	42	1297	0	0	0	0	0	0	0	0	0	0	0	0	34	0	12	0	0	0	0	134	10	0	0	0	0	0	0	521	0	0	0	0				0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2938																																																																							0	0	0	0	0	0	0	0	0	0	0	0	91	0	318	0	0	2834	228	0	611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	10	0	0	0	0	1969	0	600	0	0	0	0	0	2456	0	0	0	0	0	0	0	0	15	0	0	1198	5189	138	53	0	0	1704	1324	0	0	821	0	0	0	0	0	0	
3252																																																																							0	0	0							334	1125	15	568	0	245	0	0	0	464	0	239	0	0	0	0	0	0						0	0	0	0	0	0	1231	15	334	0	0	4	0	0	4	0	0	0	0	0	0	232	2	164	0	0	0	0	30	0	20	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	168	0	0	0	300	0	0	0	0	0	0	0	0	0	
3458																																																																							38	24	24							0	8	0	0	0	2	0	0	3	60	0	0	0	0	0	0	0	0						0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	20	0	0	0	0	0	21	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720																																																																							0	0	0							0	0	0	154	0	15	315	0	0	41	0	0	0	0	0	0	0	0						0	0	0	49	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	17	5	0	0	0	0	0	0	492	176	43	0	0	0	0	0	0	0	0				368	0	0	0	96	1	0	0	0	0	682	0	0	176	0	0	0	0	0	0	0	
3953																																																																							0	0	0							0	346	0	1099	0	2097	0	0	0	1007	0	1304	0	0	0	0	0	0						0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	19	7	0	0	0	0	226	0	493	0	133	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	1014	0	0	0	0	0	0	0	0	0	0	
4138																																																																							0	0	0										75	0	883	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	450	0	0	0	0	514	0	1201	0	0	0	0	0	2843	0	0	0	0				0	0	0	0	802	190	0	1638	0	0	0	56	0	0	0	0	0	0	0	0	0	
4156																																																																							0	0	0							0	0	0	155	0	1762	0	0	0	64	0	0	0	0	0	0	0	0						0	0	0	21	0	0	126	0	13	0	0	0	0	0	0	0	0	0	0	0	0	27	12	12	0	0	0	0	383	0	8	20	0	0	0	0	0	0	0	0	0				0	0	0	0	633	274	1285	0	0	0	458	0	0	0	0	0	0	0	0	0	0	
4231																																																																							0	0	0										66	0	410	0	0	0	267	0	0	0	0	0	0	0	0						0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	72	0	0	0	0	296	0	584	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	74	299	0	0	0	1025	0	0	0	0	0	0	0	0	0	
4437																																																																							0	0	0										1822	0	31	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	46	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	25	0	0	0	0	1875	0	735	0	32	0	0	0	2056	0	0	0	0				0	157	0	0	0	1668	860	288	0	0	3037	322	0	0	0	0	0	0	0	0	0	
4839																																																																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	1345	0	0	0	0	0	760	0	0	0	0	0	0	0	0	0	0	0	0	1178	0	390	0	0	671	252	0	0	0	0	0	0	0	0	0	
5005																																																																							0	0	0	0	0	0	0	0	0	0	0	0	0	70	2379	0	0	0	0	0	0	0	0	1964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	4270	62	1320	0	79	0	0	0	2277	0	0	0	0	0	0	0	3448	2549	838	0	7928	0	1595	1735	0	0	0	2266	0	0	0	0	0	0	0	0	0	
5069																																																																							0	0	0	0	0	0	0	0	0	0	0	0	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13625	3698	0	0	0	3000	0	0	9364	12090	0	0	0	0	0	0	0	0	18500	0	6487	5558	1975	2790	4081	0	6072	0	0	0	0	0	0	0	0	0	0	
5135																																																																							0	0	0	0	0	0	0	0	0	5	0	0	358	25	23	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	7	231	5	40	0	0	0	0	544	0	394	0	0	0	0	0	0	28	0	0	0	0	0	0	0	142	0	27	0	49	248	13	0	0	0	0	0	0	0	0	0	0	0	0	0	
5210																																																																							0	0	0	0	0	0	0	0	0	0	0	0	180	0	997	0	0	2034	0	0	258	997	0	521	0	0	0	0	0	0	0	0	0	0	0	24	0	150	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	1534	18	3317	1524	72	107	0	0	532	0	0	0	0	0	0	0	0	0	0	0	1575	5342	59	155	0	0	1906	910	0	0	0	0	0	0	0	0	0	
5331																																																																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	528	1389	0	0	0	672	528	1389	0	0	0	0	0	0	0	0	0	0	0	17	0	69	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	369	0	800	0	0	0	0	0	0	0	0	0	0	0	0	0	1117	1160	0	0	369	692	0	0	0	0	1591	0	0	0	0	0	0	0	0	0	0	
5461																																																																							0	0	0	0	0	0	0	0	0	0	0	0	276	0	202	0	0	1816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	12	0	0	12	238	0	0	0	0	0	12	0	56	0	0	0	0	0	0	0	0	0	0	0	0	543	0	0	0	0	0	0	0	0	54	0	0	0	289	0	595	0	0	1933	26	0	0	0	0	0	0	0	0	0	
5751																																																																							0	0	0							2542	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	2542	0	0	0	0	0	0	0	0	0	0	0	0	57	0	11	0	0	0	0	117	0	375	0	0	0	0	0	77	0	0	0	0				0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6039																																																																							0	0	0							0	9	8	231	115	0	0	0	0	169	0	0	0	0	0	0	0	0						0	0	0	0	0	0	13	10	0	0	0	0	0	0	0	0	0	0	21	3	0	29	39	16	0	0	0	0	42	471	325	0	39	44	0	0	21	0	0	0	0				0	0	0	0	0	1424	0	566	0	0	0	1543	0	0	0	0	0	0	0	0	0	
