"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													395	0	4	0	0	0	0	0	213	178	0	0	0				
242													114	53	53	0	0				61	0	0	0	0				
279													477	0	43	148	9	0	0	0	29	257	0	31	0				
354													65	0	0	31	0	0	0	0	34	0	0	0	0				
439													1126	0	248	0	0	0	0	0	605	273	0	235	0				
457													276	0	1	0	0	0	0	0	58	217	0	0	0				
505													1614	141	177	389	0	0	0	0	746	211	91	0	0				
1146													5379	326	985	742	0	236	0	0	409	3243	0	0	0	PMC-PROCESSING LOAN FEES PYBLE                                                                                                                                                                   			
1155													738	0	0	0	0	0	0	0	614	124	0	0	0				
1351													1469	0	1003	0	0	0	0	0	365	101	0	1003	0				
1454													500	0	118	22	118	0	0	0	230	130	0	0	0				
1557													438	0	19	299	0	0	0	0	107	13	0	0	0				
1632													1525	0	767	0	0	0	0	0	540	218	0	767	0				
1669													895	0	0	74	0	0	0	0	569	252	0	0	0				
1829													2260	0	118	1032	0	55	0	0	764	346	0	0	0	ILS - Insurance Payable                                                                                                                                                                          			
1856													45	0	0	19	0	0	0	0	17	9	0	0	0				
2040													744	0	12	0	0	0	0	0	350	382	0	0	0				
2161													480	0	0	136	0	0	0	0	193	151	0	0	0				
2376													7997	0	1705	1853	800	0	0	0	33	4406	0	597	0				
2451													141	0	41	0	0	26	5	0	100	0	0	10	0	Pension Account Payable                                                                                                                                                                          	Income Taxes Payable                                                                                                                                                                             		
2554													47	0	0	2	0	0	0	0	45	0	0	0	0				
2732													2870	185	295	285	53	0	0	0	932	1358	0	0	0				
2750													898	0	638	125	0	0	0	0	132	3	0	508	0				
2938													1437	0	0	424	0	0	0	0	875	138	0	0	0				
2956													351	0	0	0	0	0	0	0	299	52	0	0	0				
3252													528	0	0	210	0	0	0	0	248	70	0	0	0				
3458													76	0	0	0	0	0	0	0	51	25	0	0	0				
3506													14438	0	9359	0	0	4415	0	0	1207	3872	0	0	0	Accrued Federal Taxes Payable                                                                                                                                                                    			
3579													1688	0	4	722	0	3	0	0	209	753	0	0	0	VSI Premiums Payable                                                                                                                                                                             			
3720													888	0	125	0	0	125	0	0	164	599	0	0	0	Deferred Gains On Capital Leases                                                                                                                                                                 			
3953													278	0	227	0	0	0	0	0	42	9	0	227	0				
4138													1024	0	201	409	0	0	0	0	223	191	0	0	0				
4147													676	0	20	9	0	0	0	0	532	115	0	0	0				
4156													430	175	217	54	0	0	0	0	158	1	0	0	0				
