"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1257	RCFD1258	RCFD1259	RCFD1271	RCFD1272	RCFD1583	RCFD1594	RCFD1597	RCFD1658	RCFD1659	RCFD1661	RCFD1791	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD5612	RCFD5613	RCFD5614	RCFD5615	RCFD5616	RCFD5617	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDB578	RCFDB579	RCFDB580	RCFDC226	RCFDC240	RCFDC241	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1271	RCON1272	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON1658	RCON1659	RCON1661	RCON1791	RCON2759	RCON2769	RCON3492	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3502	RCON3503	RCON3504	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON5612	RCON5613	RCON5614	RCON5615	RCON5616	RCON5617	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB578	RCONB579	RCONB580	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	
1351																																																												0	0	0									5	4	0	210	3	211	0	0	0		0	0	0	3	0	0	0	0	0	9	82	96	0	0	0						0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	172	35	13	0	0	0	0	40	0	78	0	0	0	0	0	
1454																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	2	0	158	20	46	0	0	0	0	43	0	133	0	0	0	0	0	
1557																																																												0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1632																																																												0	0	0									0	0	0	102	114	69	0	0	0		40	0	0	0	0	0	0	0	0	469	61	0	0	0	0						0	0	0	133	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	3	0	0	0	0	0	0	0	706	0	30	0	0	0	
1669																																																												0	0	0									0	0	0	58	16	10	0	0	0		0	0	0	0	0	0	0	0	0	54	0	0	0	0	0						0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	65	6	0	0	0	0	27	0	743	0	10	0	0	0	
1829																																																												64	0	145	0	0	0	0	0	0	0	0	0	0	0	407	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	440	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	47	11	1	0	0	0	0	1069	121	352	188	55	0	0	0	
1856																																																												0	0	0									0	0	0	87	0	0	0	0	0		0	0	0	24	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	21	0	0	0	0	0	165	0	26	0	0	0	0	0	
2040																																																												0	0	0									0	0	0	346	0	526	0	0	621		0	0	0	0	0	5	0	0	0	38	0	0	0	0	0						0	0	0	103	0	0	0	0	0	6	27	0	5	24	0	0	0	0	12	3	0	137	28	89	0	0	0	0	1120	0	322	0	10	0	0	0	
2161																																																												0	0	0									0	0	0	19	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	216	3	7	0	0	0	0	51	0	325	32	0	0	0	0	
2376																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	366	0	0	31	0	0	
2451																																																												0	0	0									0	0	0	52	36	0	0	0	0		0	0	0	128	0	0	0	0	0	32	0	0	0	0	0						0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	
2554																																																												0	0	0									0	0	0	13	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	14	0	0	0	0	0	
2732																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	9	0	0	0	0	0	198	372	0	0	0	0	0	0	
2750																																																												0	0	0									494	12	0	0	0	15	0	0	0		0	0	0	0	0	246	0	0	0	25	0	0	0	0	0						0	0	0	0	0	0	12	0	494	0	0	246	0	0	222	0	0	0	0	0	0	15	0	11	0	0	0	0	35	0	0	0	0	0	0	0	
2938																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	112	328	0	0	0	0	0	0	0	65	34	0	0	0	0	35	0	136	0	0	0	0	0	0	0	0	0	0	0	27	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	32	0	0	0	0	191	96	175	42	179	11	0	0	
2956																																																												0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	35	0	0	0	0	0	0	0	
3252																																																												0	0	0									0	0	0	135	2	353	0	0	0		0	0	0	32	0	81	0	0	0	0	61	150	0	0	0						0	0	0	0	0	0	509	113	114	0	0	0	0	0	0	0	0	0	0	0	0	161	32	65	0	0	0	0	19	0	9	0	0	0	0	0	
3458																																																												0	0	0									0	0	0	1	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	9	0	47	0	0	0	0	0	
3506																																																												394	0	1836	0	0	0	0	0	0	0	0	0	0	0	226	0	3063	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	1651	0	0	0	0	0	0	0	0	0	0	0	265	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	983	0	0	0	0	0	0	0	
3579																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	700	0	35	0	0	0	0	48	0	0	0	0	0	0	0	0	175	0	337	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	646	116	25	0	0	0	0	355	0	2939	480	81	0	0	0	
3720																																																												0	0	0									0	0	0	105	14	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	14	0	0	11	0	0	0	0	0	0	0	0	156	38	0	0	0	0	0	57	0	328	31	0	0	0	0	
3953																																																												0	0	0									0	0	0	923	62	1372	0	0	0		124	0	0	202	5	340	476	0	0	0	0	62	0	0	0						0	0	0	0	0	0	415	342	1283	1460	20	1776	1239	18	1662	0	0	0	0	0	0	130	13	25	0	0	0	0	73	258	124	0	5	0	0	0	
4138																																																												0	0	0									0	0	0	268	229	15	0	0	0		780	102	42	0	0	0	0	0	176	0	81	0	0	0	0						0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	90	13	0	0	0	0	14	0	1622	158	0	0	0	0	
4147																																																												0	0	0									0	0	0	46	0	51	0	0	0		0	0	0	0	0	0	0	0	0	0	0	828	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	
4156																																																												0	0	0									716	181	0	250	98	528	0	0	0		0	0	0	158	0	0	0	0	0	0	362	0	0	0	0						0	0	0	0	0	0	181	0	716	0	0	0	0	0	0	0	0	0	0	0	0	90	6	7	0	0	0	0	42	0	494	0	0	0	0	0	
4231																																																												0	0	0									0	0	0	288	0	0	0	0	0		0	0	0	108	0	0	0	0	0	264	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	28	0	0	0	0	139	0	327	0	0	0	0	0	
4437																																																												0	0	0									0	0	0	68	0	249	0	0	0		0	0	0	0	0	0	0	0	0	0	0	443	0	0	0						0	0	0	0	0	31	0	0	0	0	0	80	0	0	66	0	0	0	0	0	0	273	0	19	0	0	0	0	28	0	241	0	0	0	0	0	
4839																																																												0	0	0									0	0	0	0	0	85	0	0	0		88	0	0	0	0	0	0	0	105	190	0	172	0	0	0						0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	5	24	119	0	16	0	0	0	
5005																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	571	0	617	0	0	0	0	0	
5050																																																												0	0	0									0	0	0	33	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	8	103	0	0	0	0	0	0	0	0	0	0	0	0	
5069																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	16691	0	0	0	0	0	0	0	0	23630	1659	3006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2725	0	0	0	0	0	0	0	
5135																																																												0	0	0									0	228	6	111	26	0	213	243	192		0	0	0	79	0	43	0	0	0	386	0	0	0	0	0						0	0	0	0	0	0	228	6	0	0	0	0	0	0	0	0	0	0	9	11	0	248	28	94	0	0	0	0	68	0	550	249	8	0	0	0	
5210																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	10	2277	0	0	0	0	436	0	0	181	0	0	299	0	0	1167	0	4971	0	0	0	0	0	0	0	0	0	0	0	0	0	93	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	247	40	1369	109	80	0	0	0	
5247																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	112	0	0	0	0	0	851	0	0	0	0	0	649	0	0	750	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	87	0	0	0	0	0	0	117	827	65	921	76	0	0	
5274																																																												0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	94	0	154	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	19	0	0	0	0	312	8	182	0	0	0	0	0	
5331																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5461																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	371	0	0	0	14	0	0	14	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	25	0	0	
5751																																																												0	0	0									0	0	0	0	0	6	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	17	0	0	0	0	0	0	91	0	1	0	0	0	
6039																																																												0	0	0									185	0	278	21	0	106	0	0	0		0	0	0	27	66	667	0	0	0	327	146	3	0	0	0						0	0	0	0	0	0	3	279	185	0	0	0	0	0	0	0	0	0	32	4	0	78	15	55	0	0	0	0	63	0	249	45	0	0	0	0	
6057																																																												0	0	0									0	64	0	3	0	0	0	0	0		0	0	0	75	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	44	0	29	0	0	0	0	0	
6141																																																												0	0	0									0	0	0	69	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	18	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	2	0	0	0	0	0	0	0	13	0	0	0	0	0	
6329																																																												0	0	0									0	0	0	306	135	100	0	0	0		84	0	218	264	0	0	0	0	0	204	634	675	0	0	0						0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	21	0	25	1060	55	227	0	0	0	0	472	36	373	120	143	0	0	0	
6972																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	5	151	0	0	919	0	0	0	0	0	0	0	0	0	0	7	0	919	0	0	0	0	0	0	0	0	0	0	0	0	0	14	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	13	8	0	0	0	0	60	981	121	3	0	0	0	0	
7009																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																																																												0	0	0									0	0	0	78	0	0	0	0	0		0	0	0	146	0	0	0	0	0	0	110	0	0	0	0						0	0	0	0	0	0	55	0	20	0	0	0	0	0	0	0	0	0	38	7	0	573	178	64	0	0	0	0	9	0	527	285	0	0	0	0	
7157																																																												0	0	0									17	5	0	45	8	0	0	0	0		0	0	0	0	0	38	0	0	0	48	0	26	0	0	0						0	0	0	0	0	0	5	0	17	0	0	0	0	0	0	0	0	0	0	0	0	77	16	7	0	0	0	0	0	0	21	52	0	0	0	0	
7166																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7456																																																												0	0	0									0	0	0	177	0	169	0	0	0		0	0	0	45	0	0	0	0	0	10	0	0	0	0	0						0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	73	0	0	0	0	0	
7634																																																												0	0	0									0	0	0	138	4	172	0	0	0		70	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	89	34	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	63	0	0	0	0	51	0	42	17	49	0	0	0	
8033																																																												0	0	0									320	121	202	251	325	0	0	0	0		123	0	0	945	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	121	202	320	0	0	320	0	0	203	0	0	0	0	0	0	198	7	0	0	0	0	0	0	0	393	66	0	0	0	0	
8417																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8079	808	0	1503	0	1531	1473	0	1500	0	0	0	0	0	0	1503	0	1531	0	0	0	0	0	0	0	0	0	0	0	0	
