"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													313	0	94	0	21	0	0	0	206	13	0	59	0				
242													47	0	0	0	0				47	0	0	0	0				
279													289	0	80	0	0	0	0	0	71	138	0	51	0				
354													17	0	0	0	0	0	0	0	17	0	0	0	0				
439													1080	0	178	0	0	0	0	0	425	477	0	161	0				
457													242	0	1	0	0	0	0	0	51	190	0	0	0				
505													2112	251	293	0	0	0	0	0	438	1300	81	0	0				
1146													6286	0	3159	476	0	0	0	0	279	2372	0	1934	0				
1155													736	0	272	0	0	0	0	0	255	209	0	272	0				
1351													344	0	0	0	0	0	0	0	316	28	0	0	0				
1454													368	0	101	0	101	0	0	0	174	93	0	0	0				
1557													215	0	14	157	0	0	0	0	44	0	0	0	0				
1632													2957	0	1974	0	0	0	0	0	977	6	0	766	0				
1669													727	0	36	0	0	0	0	0	341	350	0	36	0				
1829													949	0	59	0	16	20	0	0	696	194	0	0	0	ILS Insurance Payable                                                                                                                                                                            			
1856													277	0	0	45	0	0	0	0	109	123	0	0	0				
2040													617	0	9	0	0	9	0	0	229	379	0	0	0	Miscellanous                                                                                                                                                                                     			
2161													624	0	208	0	0	0	0	0	250	166	0	208	0				
2376													11219	0	1800	0	55	0	0	0	51	9368	0	1350	0				
2451													190	0	5	0	0	4			53	132	0	0	0	Property Tax Accrued                                                                                                                                                                             			
2554													20	0	0	0	0	0	0	0	20	0	0	0	0				
2732													2777	278	296	0	0	0	0	0	768	1713	0	0	0				
2750													572	0	398	22	0	0	0	0	81	71	0	398	0				
2938													2569	0	0	0	0	0	0	0	625	1944	0	0	0				
