"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2182	RCFD2183	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2182	RCON2183	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	
1351																															0	0	9576	0	9887		86		4699	0			16138	0	8223	0	0	58129	0	224			0	9296	0	8521	50137	2004	6658	193	317	84	0	13348	28127	4953	1954	126	0								0	0		0	
1454																															0	3208	4954	1421	42100	0	37	37	3580	0	30759	0	30759	2257	29552	0	0	166766	373	0	0	0	0	42535	4059	3334	25671	3484	2475	2477	5168	22465	6423	39334	8147	19353	36406	21059	0	0	0	0	0	0	0	0	1474	1203	0	0	
1557																															0	36	3441	0	1348		14		7664	0			712	0	675	0	0	16161	0	0			0	2271	0	0	5869	89	33	555	1346	248	0	722	5025	2890	4487	766	0								0	0		0	
1632																															0	89177	5181	7067	98620		3638		8405	0			50116	17625	12455	0	642	342575	40	0			0	44939	4750	18828	137498	21696	4756	13280	3502	140	1565	199358	27154	40074	19854	9777	1390								0	0		0	
1669																															0	605	99	0	6147		132		1811	37			10384	0	9479	0	100	70052	0	0			0	39616	1679	24775	7477	1038	5282	4804	4805	15953	7708	4802	6961	6468	7473	4637	78								0	0		0	
1829																															0	635	0	13504	43513	0	36	36	0	0	25778	0	25778	8027	1743	0	115	180674	217	21137	21137	0	0	56575	8473	0	23789	118	48	421	8340	26981	19598	22874	749	13208	42457	41498	2674	0	0	0	0	0	0	0	557	798	0	0	
1856																															0	93	514	0	4513		0		1358	0			3051	0	1396	0	0	13651	0	0			0	2726	0	2309	3427	2367	32	11	139	12	0	9143	402	731	488	161	0								0	0		0	
2040																															150	4080	2883	2483	1822		20		2812	0			56218	1000	6225	0	0	112281	0	0			0	33681	496	1829	44866	4328	7274	18446	2168	138	208	21614	11653	37371	6586	755	0								411	0		0	
2161																															0	857	1124	0	6215		76		1481	0			6284	0	10198	0	0	54617	37	0			0	28026	0	20268	16429	1092	6886	6517	7155	6235	90	3622	5335	8039	7119	2435	78								393	0		0	
2376																															0	19004	0	167809	70599	0	0	0	0	0	40	0	40	6020	516	0	0	444389	0	0	0	0	0	141867	38534	13119	13473	556	990	5140	6534	95096	33436	25068	5611	34339	21336	126707	89387	0	0	0	0	0	0	0	0	0	0	0	
2451																															0	0	4540	0	2813		435		2838	0			4379	69	765	0	0	18334	0	0			0	2454	41	2035	4087	636	1745	13	12	14	0	11713	3441	384	247	96	0								0	0		0	
2554																															0	0	866	0	0		0		1131	0			610	0	448	0	0	3232	0	0			0	177	0	0	1137	0	0	5	0	135	38	2065	155	257	225	353	0								0	0		0	
2732																															0	36355	0	85855	140320	0	249	249	0	0	76116	0	76116	8564	31709	0	0	390411	1156	0	0	0	0	11014	1385	4250	96950	4632	2493	1541	286	0	1864	187852	35510	110394	27216	4221	14957	0	0	0	0	0	0	0	0	0	0	0	
2750																															0	0	7219	0	2888		28		14992	0			1090	0	1494	0	180	30760	0	0			0	2694	102	14	11656	109	78	1396	1076	0	0	14180	3191	3869	4191	1869	0								0	73		0	
2938																															0	44478	4917	9328	76409	343	1139	796	1715	0	51195	0	51195	13638	9315	0	0	274411	0	0	0	0	0	55110	7167	28224	121663	29579	4167	9099	10462	1117	495	155992	15622	32206	12884	1708	201	0	0	0	0	0	0	0	0	0	0	0	
2956																															0	1263	18329	190	9912		4		1278	278			1924	546	2793	0	129	57854	0	0			0	20232	1254	0	41191	4586	13186	1726	699	0	0	13118	15917	2953	5604	26	0								0	0		0	
3252																															0	223	10314	0	1961		335		20248	0			5628	0	3300	0	449	43671	47	0			0	1260	0	871	0	240	631	60	83	169	57	13305	20006	4821	2122	1435	8								0	0		0	
3458																															0	0	3419	0	256		9		635	0			1602	0	544	0	0	8861	0	624			0	1772	0	0	2169	199	434	1024	106	0	0	672	1559	3648	596	586	28								0	0		0	
3506																															0	61822	0	5265	451182	0	394	394	0	0	112005	0	112005	53648	2739	0	0	977089	0	24149	24149	0	0	218504	46862	29558	54108	1222	2730	6627	33264	131007	42671	233750	14865	100081	251246	110105	41747	0	0	0	0	0	0	0	0	519	0		
3579																															0	10635	106	4150	30664	0	0	0	47	0	50709	0	50709	5891	38496	0	267	256033	5	0	0	0	0	112972	1271	84850	31368	5787	23451	8179	18644	23469	33087	80170	6111	13477	21230	17892	3789	0	0	0	0	0	0	0	0	830	0	0	
3720																															0	8661	2223	274	27154		1851		1117	0			6378	3311	5266	0	97	87233	0	0			0	30390	349	3308	19397	4297	2631	5361	12867	4791	386	26124	4271	8185	14713	3320	230								0	162		0	
3953																															0	2890	9246	2270	11631		489		21186	0			21480	0	4272	0	0	82989	0	31			0	8367	1127	499	36798	1661	1755	3539	1334	6	0	44372	13300	9609	1877	1292	832								0	0		0	
4138																															0	12711	276	2692	18530		111		0	683			10988	3346	10796	0	81	113243	505	0			0	53944	233	37373	14609	2492	10830	26762	5097	5819	2930	26279	11593	4957	5260	3080	8389								0	40		0	
4147																															0	4842	0	7737	29483		161		25	0			7743	4459	2173	0	80	73488	0	0			0	14695	1247	6061	10612	603	2860	5888	5344	0	0	3493	21600	16014	15505	1190	105								762	81		0	
4156																															0	8882	6630	883	17133		59		15440	0			20507	2250	4324	0	0	90947	0	461			0	14203	175	0	30363	612	1422	2127	1827	7380	793	24975	21041	11379	11311	6702	85								0	0		0	
4231																															0	667	10678	0	13741		29		1106	0			2897	0	6369	0	1825	48902	0	0			0	11590	0	44	16819	483	1756	5259	3228	725	0	9260	9834	10076	5481	2633	0								0	0		0	
4437																															0	10542	1682	1157	39742		1480		187	0			31667	7846	10455	0	0	155888	206	31			0	46136	658	38533	56104	7142	7816	12625	4657	5655	8213	71529	9487	12892	7475	5796	2037								0	4511		0	
4839																															0	13163	0	17101	94336		1494		0	0			7996	6513	2776	0	0	156102	0	0			0	10325	2135	1180	56358	2237	1860	1620	4002	332	270	52079	8567	35945	42200	6578	22								0	263		0	
5005																															0	29590	0	22465	50216	0	139	139	0	0	7498	0	7498	11279	163	0	0	201587	41	0	0	0	0	77894	2286	15821	32384	1322	5607	4376	4515	27182	34321	42983	7153	14323	36080	22721	0	0	0	0	0	0	0	0	0	98	0	0	
5050																															0	13507	0	170	12607		27		389	0			10330	121	5993	0	0	53848	0	0			0	9797	766	9034	18519	1955	7169	384	221	68	0	14191	15768	9778	4130	81	0								141	0		0	
5069																															0	34750	0	1762	203479	0	0	0	0	0	2113	0	2113	0	0	0	0	250408	3388	0	0	0	0	11692	0	8775	111251	8775	0	192	0	0	0	184654	22579	6504	22576	1685	1100	0	0	0	0	0	0	0	0	0	264	0	
5135																															0	2220	24441	4052	28274		69		18954	130			35480	420	10268	0	3074	159304	0	0			0	29428	2106	18272	79674	9586	10224	6662	1931	519	438	90589	24232	10737	3661	247	273								518	0		0	
5210																															0	21861	6470	28737	91982	0	2642	2642	2580	0	22566	0	22566	28708	9903	0	3955	449751	0	0	0	0	0	210120	19120	1219	8155	22326	29330	14934	24295	73151	45838	70586	6792	39130	84632	24022	7088	0	0	0	0	0	0	0	0	1107	0	0	
5247																															0	92593	15504	7617	112096	0	429	429	21	0	82082	0	82082	71926	172538	0	10356	746916	510	0	0	0	0	146764	35155	83727	169448	67296	4538	15168	22798	14056	22908	286511	9035	41305	210600	52673	421	0	0	0	0	0	0	0	0	345	0	0	
5274																															0	449	0	0	41513		6		0	0			7851	2360	2907	0	412	81697	0	0			7	24532	1581	177	17046	355	73	1269	4178	11348	6997	18760	5054	6877	23143	3158	0								0	86		0	
5331																															361	7711	0	64709	22136	0	3871	3871	0	0	7863	0	7863	10901	285	0	0	133343	605	0	0	0	1489	15404	587	3238	9873	2035	1527	2315	8262	440	825	24313	3401	20891	65171	4768	0	361	0	361	0	0	0	0	0	120	0	0	
5461																															0	20081	2591	5988	114775	0	8510	8510	438	0	33833	0	33833	6414	3684	0	0	203406	362	0	0	0	15221	4973	2140	879	65498	49	1195	1568	2161	0	0	29041	35212	42927	65473	24199	1929	0	0	0	0	0	0	0	0	341	0	0	
5751																															0	0	4849	122	2418		8		18015	0			7061	0	1967	0	309	44554	0	0			0	9585	207	5683	20927	326	1919	3235	1050	2052	1003	22076	4212	4942	2823	759	134								0	13		0	
6039																															0	2162	3590	0	17837		22		2485	0			15999	0	4482	0	2300	54581	35	0			0	4715	524	739	18690	1004	366	2437	585	150	110	35155	3554	5949	2400	1827	0								438	62		0	
6057																															0	323	3050	0	1028		0		1211	0			1677	0	501	0	0	11342	0	0			0	3345	207	0	2607	93	345	2755	108	0	0	1666	2588	3124	487	128	0								0	0		0	
6141																															0	0	2938	0	2201		38		701	0			1266	0	2951	0	267	14596	0	0			0	4234	0	484	6450	320	444	472	2170	828	0	1953	3733	1232	2398	1029	0								0	0		0	
6329																															0	17048	3982	316	33049		0		4996	0			30073	1451	45411	0	868	181843	241	0			0	40253	2960	3259	66160	5642	7853	12391	10554	3253	88	43704	26273	37477	28629	4019	448								724	953		0	
6972																															0	88182	1934	1280	153877	0	1465	1465	0	6799	41017	0	41017	13972	3121	0	7489	358584	0	0	0	0	2994	43627	2009	11518	125016	32779	2737	1902	1495	3575	1080	170136	14417	60895	51768	9897	5771	0	0	0	0	0	0	0	0	611	0	0	
7009																															0	0	0	0	0	0	8465	8465	0	0	0	0	0	0	284179	0	0	292644	0	0	0	0	0	0	0	0	290504	0	0	0	0	0	0	277458	13046	1429	0	711	0	0	0	0	0	0	0	0	0	0	0	0	
7045																															0	0	4037	0	6793		14		3508	0			3656	320	13335	0	201	49930	0	0			0	17574	0	13595	5397	561	413	135	438	5794	10224	1772	2651	8909	9637	3071	6232								482	10		0	
7157																															0	0	1479	70	805		0		2139	0			3363	0	3096	0	0	18001	0	0			0	7049	0	0	5535	264	986	5526	165	108	0	1868	2417	5441	1090	48	0								0	0		0	
7166																															0	121699	898	11865	210545	0	128	128	1428	0	55458	0	55458	17924	775	0	0	459411	1717	340	340	0	0	39129	94	31624	192214	6540	1006	4393	12602	12611	1977	186897	22180	63422	33483	105630	10097	0	0	0	0	0	0	0	557	288	0	0	
7456																															0	352	1438	0	273		0		6173	0			5186	40	2291	0	0	16838	0	0			0	1002	83	0	7673	0	0	99	903	0	0	7902	408	2165	3529	1632	31								0	0		0	
7634																															0	1336	1264	0	2167		226		1552	0			10221	0	2916	0	0	23595	0	0			0	3423	490	0	8672	679	638	1256	621	178	0	1530	5825	8122	2838	1622	0								0	0		0	
8033																															0	6186	945	205	527		174		6844	0			24498	1692	6037	0	0	54447	0	0			0	6272	1067	3357	40516	2176	606	2523	882	46	39	31994	5741	6364	3171	481	104								0	0		0	
8417																															0	0	0	0	0	0	86568	86568	0	0	0	0	0	0	2731915	0	0	2818483	0	0	0	0	0	0	0	0	2816952	0	0	0	0	0	0	86568	2730384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462																															0	334	2130	0	2316		0		8178	0			5309	0	7138	0	911	28116	0	0			0	1480	320	0	8950	0	95	115	60	532	678	13523	3009	4279	2996	1988	166								0	0		0	
8631																															0	764	32	0	5729		231		252	51			2722	0	6010	0	0	24989	0	0			0	9200	49	0	2766	116	24	298	329	6262	2138	2860	296	2129	5457	4577	196								0	0			
9357																															0	0	0	0	25416	0	318	318	0	0	116649	0	116649	5509	3704	0	0	278805	0	0	0	0	0	126504	420	0	219883	126499	0	5	0	0	0	127115	973	8823	14986	404	0	0	0	0	0	0	0	0	0	285	0	0	
9553																															0	994	16217	0	817		778		24055	0			4289	0	1352	0	0	53059	0	0			0	4453	104	210	20381	473	339	1115	2416	110	0	39802	760	2208	3312	2524	0								0	0		0	
9807																															0	842264	0	57588	408167	0	913	913	0	0	73769	0	73769	102263	499	0	0	1907030	5442	0	0	0	0	387884	38858	27510	645533	52979	10630	15321	16990	202598	83013	1075310	7850	97517	156539	179230	1981	0	0	0	0	0	0	0	0	267	0	0	
9955																															0	238	6400	30	3375		74		10216	0			6163	989	3253	0	0	41907	0	2786			0	8364	0	6283	11753	257	471	2544	2284	2808	0	9081	9076	5686	7256	2392	48								0	19		0	
10157																															0	408	7885	379	1193		15		10304	806			2791	0	1102	0	992	26570	0	0			0	1501	0	303	8332	37	172	118	120	808	209	3883	7062	4305	3676	3806	1229								0	0		0	
10250																															0	41778	191	9955	56592		144		80	0			51512	13455	26381	0	497	244175	0	0			0	27196	15271	16704	58232	2279	1608	16549	5754	905	101	68538	15218	81758	41525	9871	0								264	859		0	
10849																															0	30175	12127	12751	48741		8		8447	0			12833	101	2972	0	2384	163719	126	0			0	32691	615	11838	65161	4164	16805	7415	2468	1597	242	60052	23036	27404	14748	5766	0								0	0		0	
10858																															0	10111	18441	4102	42687	0	222	222	30768	0	56403	6	56409	5734	52162	0	958	289694	0	0	0	0	0	9710	4130	673	159304	1011	1822	1023	4197	1067	590	133091	23010	35523	71305	14951	1331	0	0	0	0	0	0	0	53735	525	0	0	
11145																															0	1126	4	0	22477		56		113	0			4948	2694	3997	0	744	103736	0	0			0	65944	1633	7484	8779	1590	4410	6569	12744	39711	672	7244	3371	11459	10234	4229	393								0	0		0	
11640																															0	2165	22226	1785	22436		360		14475	532			27264	0	11876	0	94	119752	1	0			0	15478	1594	13156	41756	2053	5231	1018	883	3444	2849	33388	28827	12626	15960	10611	2763								0	0		0	
11837																															0	15300	719	247	26932		0		169	0			10934	504	1257	0	110	63756	66	0			0	7505	0	4092	40057	981	1767	4609	108	41	0	31399	5910	15830	164	2676	0								145	0		0	
12030																															0	19289	34267	772	61431		19768		3434	0			27717	0	2793	0	2288	212718	0	0			0	39032	1927	2193	142984	7044	9210	19662	1819	1297	0	92448	34282	30292	10284	5451	51								0	0		0	
12058																															0	6735	8424	395	9572		182		4031	141			11015	0	4627	0	10	67563	0	0			0	21674	898	1913	19134	1960	4342	10404	3295	959	554	7578	12206	12982	10479	2101	336								0	0		0	
12142																															0	2697	4814	403	17120		0		1469	0			4738	404	14898	0	0	66055	17	0			0	18841	556	16964	9301	1201	3436	8875	4645	490	79	13355	12211	11793	7302	1346	427								132	0		0	
12245																															0	2494	402	0	22819		14		0	0			2249	0	2842	0	1405	60077	0	0			0	27768	0	1877	18333	392	1240	3933	1646	20426	0	12833	3867	7534	3313	4728	0								84	0		0	
12311	14669350	264258	33842	0	3681230	0	2699409	0	25768	24305251	0	2870427	0	529266	4922754	7669429	1411605	2582246	3031744	4742692	343187	1118	0	1146	0	0	0	58703	0	0	2264	1645806	55106	247323	3497139	18547	264258	245711	33842		3681230	0	3681230	3656888	2699409	0	25768	24305251	0	2870427				4483261	1083827	2667670		363886	183030	1251520	1157970	612039	896010							1118			1146	0			0	58703			
12647																															0	4360	2821	0	6107		13		4389	0			6007	578	958	0	46	37547	0	0			0	11463	667	0	23594	3839	5107	2060	46	23	0	10511	8758	5113	818	865	0								94	44		0	
12656																															0	12	466	524	290		0		1013	0			555	0	585	0	0	7223	0	0			0	3778	0	3366	936	0	3011	511	154	102	0	278	1941	733	390	89	0								0	0		0	
12937																															0	0	122	15859	38013		686		0	0			7382	23727	1224	0	0	113779	70	0			0	18552	8284	0	14801	0	1550	5660	10687	655	0	47077	4492	13134	27205	3389	0								0	0		0	
12946																															0	38400	8342	5223	90964	0	280	280	1869	149	35460	0	35460	207	19637	0	40	288196	0	0	0	0	0	83683	4029	2196	75296	2836	5701	21239	38894	13081	454	117143	15266	37567	24040	9470	110	0	0	0	0	0	0	0	0	62	968	0	
12955																															0	21495	1178	2502	36298		0		0	0			16892	1283	1901	0	122	91185	0	377			0	8029	1057	1679	51361	1786	500	3069	2113	561	0	38351	13068	20351	10895	453	0								51	0		0	
13037																															0	4764	147	58	22125		0		1	437			15114	18	3722	0	0	71114	17	0			0	24208	675	20691	15418	4925	16021	1692	88	209	270	25062	7395	3868	2554	2909	87								299	0		0	
13103																															0	22058	0	16393	218118	1537	1537	0	0	0	47451	0	47451	18338	18192	0	0	520745	0	0	0	0	0	174398	4134	25532	29823	3474	7313	8485	7791	52820	94148	67381	26027	49128	138515	62043	2615	0	0	0	0	0	0	0	0	126	0	0	
13251																															0	0	1704	0	4409		0		1856	0			3929	0	3171	0	89	21652	0	0			0	6494	0	0	7866	156	782	4754	275	0	0	3453	4179	6753	423	18	0								0	0		0	
13457																															0	0	3371	0	469		2		4003	0			1289	1	513	0	0	10200	0	70			0	481	1	55	4095	33	127	196	38	87	0	7891	1175	103	229	321	0								0	0		0	
14052																															0	3107	2826	0	12133		9		915	0			9040	1295	3763	0	371	49392	0	0			0	14681	1252	0	33087	4202	7565	2458	352	0	0	12622	8698	8647	4034	324	241								0	0		0	
14155																															0	6886	4050	0	2243		102		14974	0			17847	0	6103	0	104	74711	0	0			1021	21598	804	352	24882	1245	4161	13961	1139	497	233	12130	12497	13436	8310	5187	1082								0	0		0	
14258																															0	133586	10094	7808	141278	125	729	604	1544	0	112735	0	112735	14112	7344	0	2148	556944	1914	0	0	0	5207	115088	10261	87551	204528	22681	16123	37111	29231	6553	3389	240376	34500	75629	60119	28348	1349	0	0	0	0	0	0	0	0	2131	3420		
14409	9269239	10929	0	0	4477018	3472	5087906	0	2775	20430250	0	618729	0	0	1807861	7919320	808485	1628471	3475042	2480927	598718	0	0	0	0	0	916257	43925	0	5806	0	33119	0	140400	2110814	0	10929	10929	0		4477018	3472	4480490	2325339	5087906	0	2775	20430250	0	618729				3482368	1177199	699947		48640	137856	196951	393959	1283087	1419157							0			0	0			916257	43925			
14454																															0	9321	1308	326	10322		13		1407	0			3130	11	351	0	0	34815	0	8032			0	589	0	0	12649	18	183	349	6	0	0	17840	3232	5908	6174	768	73								0	5		0	
14650																															0	0	21	0	986		6		332	0			1244	101	4879	0	0	16500	75	657			0	8338	11	6082	2685	262	168	6879	496	491	0	1149	1168	4271	1293	341	0								0	0			
14753																															0	34	2320	0	487		0		8530	264			1604	0	689	0	0	14705	0	0			122	1016	0	146	7915	125	203	670	18	0	0	2118	10205	464	692	0	0								0	25		0	
14865																															0	7880	16969	639	20992		272		21449	177			14291	99	3657	0	3669	97375	296	0			0	4631	1594	982	34418	60	278	265	498	2110	1316	27633	14112	6456	6070	10294	27481								388	1141		0	
14940																															0	1947	0	7112	32947		2999		0	0			5378	33289	4884	0	0	130117	0	0			0	30566	10041	21562	11893	867	1526	6120	8151	11591	2311	49339	1178	9902	26798	12316	18								0	954		0	
15536																															0	186033	1140	33561	525217	0	286	286	0	0	81663	0	81663	7733	2610	0	1065	1001375	0	134546	134546	0	0	23189	4022	0	515174	1325	4309	4934	9501	2219	750	445352	64188	173555	123460	166871	160	0	0	0	0	0	0	0	0	310	0	0	
16337																															0	69414	1637	3605	59662	0	267	267	66	28	34984	0	34984	1477	29569	0	634	257003	0	0	0	0	0	50625	3962	43765	61007	6255	4273	11798	992	16431	10876	57069	36568	22903	22772	38940	28036	0	0	0	0	0	0	0	0	1101	0	0	
16458																															0	10323	993	9640	43395		59		838	0			13664	2031	2197	0	0	103686	8	240			912	17636	2557	4884	32912	1577	2616	7549	2677	236	2981	27445	12879	24844	17094	3539	144								0	121		0	
16551																															0	41969	2159	684	8290		170		961	121			8229	4883	7134	0	350	118838	0	542			121	41291	2060	8428	24686	2228	4269	14182	12522	8090	0	19311	11833	18611	17963	9311	413								0	116		0	
16748																															0	3258	973	0	2061		178		61	0			3081	4020	6468	0	0	30620	9	0			0	9993	536	6839	3663	414	1433	1392	2604	3583	403	7543	3218	2427	3634	3581	167								0	0		0	
16944																															0	522	1634	0	1573		13		157	0			774	167	1259	0	479	13331	0	0			0	6702	51	0	1857	52	148	939	3035	2467	0	1726	202	1026	1843	1769	0								0	0		0	
16953																															0	0	868	0	1025		29		3788	0			1938	0	1689	0	122	10574	0	0			0	1115	0	0	5789	1	6	636	459	13	0	2296	3486	1966	1619	92	0								0	0		0	
17110																															0	0	0	0	0		6750		0	0			5026	0	88660	0	0	100696	0	0			0	260	0	260	67721	260	0	0	0	0	0	100436	0	0	0	0	0								0	0		0	
17147																															0	29477	2504	13122	139185	270	1804	1534	5064	286	133687	0	133687	20167	47872	0	160	562142	0	6344	6344	0	0	140183	18591	60486	118970	9549	16977	19817	18668	35053	39934	261817	27122	27500	62302	34478	1780	0	0	0	0	0	0	0	0	3982	0	0	
17259																															0	194	4710	533	6381		9		1074	0			2209	4	6410	0	0	30358	46	217			194	8057	606	1603	26598	4072	3081	306	367	231	0	16524	2921	2197	414	291	0								0	0		0	
