"IDRSSD"	RIAD3582	RIAD3583	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD3590	RIAD3591	RIAD4266	RIAD4267	RIAD4481	RIAD4482	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4653	RIAD4654	RIAD4655	RIAD4658	RIAD4659	RIAD4662	RIAD4663	RIAD4664	RIAD4665	RIAD4668	RIAD4669	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADB516	RIADB517	RIADC217	RIADC218	RIADC234	RIADC235	
1351	0	0	0	0	0	0	0	0	0	0	0	0	11	7			0	0	75	14	0	0						0						0			0	0	0	0			0	0	61	4	0	0	0	0	
1454	0	0	0	0	0	0	0	0	0	0	0	0	40	6			0	4	147	0	0	15						0						0			0	0	0	0			27	5	105	25	0	0	0	0	
1557	0	0	0	0	0	0	0	0	0	0	0	0	63	60			0	1	60	60	0	0						0						1			0	0	0	0			0	0	0	2	0	0	0	0	
1632	0	0	0	95	0	0	22	4	0	0	0	0	209	14			0	23	292	176	0	3						0						23			0	0	0	0			0	0	57	64	9	0	34	0	
1669	0	0	0	0	0	0	0	0	0	0	0	0	30	5			0	0	140	15	0	0						0						0			0	0	0	0			0	0	118	25	0	0	7	0	
1829	0	0	0	0	0	0	0	0	0	0	0	0	175	164			0	0	163	78	0	0						0						0			0	0	0	0			23	3	62	8	0	0	0	0	
1856	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	2	3	0	0	0						0						2			0	0	0	0			0	0	3	0	0	0	0	0	
2040	0	0	0	0	0	0	0	0	0	0	0	0	72	44			0	0	365	234	0	0						0						0			0	0	0	0			17	0	106	20	8	0	8	0	
2161	0	0	0	0	0	0	0	0	0	0	0	0	54	0			0	0	70	0	0	0						0						0			0	0	0	0			4	2	66	52	0	0	0	0	
2376	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	6	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	0	0	0	0	6	0	
2451	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	2	0	0	0	0	
2554	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	15	0	0	0						0						0			0	0	0	0			0	0	15	1	0	0	0	0	
2732	0	0	0	0	0	0	0	0	0	0	0	0	24	3		0	0	0	620	555	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	65	21	0	0	0	0	
2750	0	0	0	3	0	0	0	0	0	0	0	0	16	8			0	3	271	0	0	253						253						3			0	0	0	0			0	0	8	2	0	0	10	0	
2938	0	0	0	0	0	0	0	0	0	0	0	0	16	1			0	0	922	661	0	0						0						0			0	0	0	0			0	0	219	15	0	0	42	0	
2956	0	0	0	0	0	0	47	0	0	0	0	0	21	5			0	0	170	19	0	0						0						0			0	0	0	0			0	0	70	14	2	0	34	0	
3252	0	0	0	1	0	0	0	1	0	0	0	0	99	10			0	0	310	104	0	0						0						0			0	0	0	0			0	0	206	87	0	0	0	0	
3458	0	0	5	9	0	0	0	0	0	0	0	0	15	0			0	0	23	0	0	0						0						0			0	0	0	0			0	0	0	3	3	0	18	0	
3506	0	0	0	0	0	0	0	0	757	9	0	0	55	0		0	0	0	802	31	0	0		0	0		0	0		0	0		0	0		0	0	0	14	28			0	0	0	18	0	0	0	0	
3579	0	0	0	0	0	3	0	0	0	0	0	0	22	0			0	0	67	30	0	0						0						0			0	0	0	0			0	0	21	19	0	0	16	0	
3720	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	0	23	0	0	0						0						0			0	0	0	0			0	0	21	3	1	0	2	0	
3953	0	0	4	0	0	0	0	0	0	0	0	0	30	7			0	9	135	96	0	20						20						9			0	0	0	0			0	0	9	14	0	0	6	0	
4138	0	0	0	0	0	0	24	1	0	0	0	0	36	12			0	0	342	221	0	0						0						0			0	0	0	0			0	0	77	18	5	0	20	0	
4147	0	0	0	0	0	0	0	0	0	0	0	0	6	0			0	0	28	5	0	0						0						0			0	0	0	0			3	3	20	3	0	0	0	0	
4156	0	0	0	11	0	0	0	0	0	0	0	0	50	9			0	5	118	56	0	0						0						5			0	0	0	0			0	0	59	25	0	0	3	0	
4231	0	0	0	0	0	0	0	0	0	0	0	0	41	0			0	0	77	2	0	0						0						0			0	0	0	0			0	0	75	38	3	0	0	0	
4437	0	0	0	0	0	0	0	0	0	0	0	0	14	1			0	1	78	9	0	2						0						0			0	0	0	0			0	0	59	12	0	0	8	0	
4745	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	3	0	0	0	0	
4839	0	0	0	0	0	0	0	0	0	0	0	0	73	4			0	0	323	9	0	0						0						0			0	0	0	0			0	0	313	69	0	0	1	0	
5005	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	46	45	0	0						0						0			0	0	0	0			0	0	1	0	0	0	0	0	
5050	0	0	0	0	0	0	0	0	0	0	0	0	39	2			0	0	116	0	0	0						0						0			0	0	0	0			6	0	110	37	0	0	0	0	
5069	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	5	5	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
5135	0	0	0	0	0	0	0	0	0	0	0	0	25	10			0	0	31	7	0	0						0						0			0	0	0	0			5	0	7	3	12	0	12	0	
5210	0	0	0	0	0	0	192	0	0	0	0	0	53	25		0	0	0	304	69	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	43	28	0	0	0	0	
5247	0	0	0	0	0	0	0	0	0	0	0	0	23	0		0	0	3	125	0	0	21		0	0		0	0		0	0		0	0		0	0	0	52	12			16	1	36	7	0	0	0	0	
5274	0	0	0	0	0	0	0	0	0	0	0	0	43	0			0	0	85	0	0	0						0						0			0	0	0	0			0	0	85	43	0	0	0	0	
5331	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	3	0	0	0						0						0			0	0	0	0			0	0	3	2	0	0	0	0	
5461	0	0	0	0	0	0	0	0	0	0	0	0	26	21			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	5	0	0	0	0	
5751	0	0	0	0	0	0	0	0	0	0	0	0	8	0			0	0	3	0	0	0						0						0			0	0	0	0			0	0	3	8	0	0	0	0	
5939	134	16	0	0	50	36	2315	35	0	0	0	0	1184	15		0	0	54	6336	456	0	242		0	0		0	0		0	0		0	0		0	0	0	631	448			0	0	115	47	94	439	461	1932	
6039	0	0	0	0	0	0	0	0	0	0	0	0	20	0			0	0	219	66	0	0						0						0			0	0	0	0			3	0	110	20	0	0	40	0	
6057	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	0	96	66	0	0						0						0			0	0	0	0			0	0	30	4	0	0	0	0	
6141	0	0	0	0	0	0	0	0	0	0	0	0	21	0			0	0	142	58	0	0						0						0			0	0	0	0			0	0	57	21	0	0	27	0	
6329	0	0	0	0	0	0	35	0	0	0	0	0	115	16			0	2	443	86	0	7						7						2			0	0	0	0			26	7	262	82	8	0	24	3	
6972	0	0	0	0	0	0	0	0	0	0	0	0	6	2		0	0	0	149	6	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			55	3	88	1	0	0	0	0	
7009	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	0	0	0	0	0	0	
7045	0	0	0	0	0	0	0	0	0	0	0	0	33	0			0	0	112	0	0	0						0						0			0	0	0	0			1	0	103	32	1	0	8	0	
7157	0	0	0	0	0	0	0	0	0	0	0	0	6	3			0	0	9	0	0	0						0						0			0	0	0	0			0	0	9	3	0	0	0	0	
7166	0	0	0	0	0	0	0	0	0	0	0	0	21	19		0	0	0	39	14	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			25	0	0	2	0	0	0	0	
7456	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
7634	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	0	143	25	0	0						0						0			0	0	0	0			0	0	118	4	0	0	0	0	
8033	0	0	0	0	0	0	0	0	0	0	0	0	38	32			0	6	53	19	0	30						30						6			0	0	0	0			0	0	4	0	0	0	0	0	
8154	0	0	0	0	0	0	0	0	0	0	0	0	109	106			0	0	93	83	0	0						0						0			0	0	0	0			0	0	10	3	0	0	0	0	
8417	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	0	0	0	0	0	0	
8462	0	0	0	0	0	0	0	0	0	0	0	0	26	2			0	15	86	10	0	59						59						15			0	0	0	0			0	0	17	9	0	0	0	0	
8547	0	0	0	0	0	0	10	0	0	0	0	0	152	48		0	0	0	1041	123	0	0		0	0		0	0		0	0		0	0		0	0	0	8	0			22	0	707	60	44	0	171	0	
8631	0	0	0	0	0	0	0	0	0	0	0	0	14	0			0	0	50	0	0	0															0	0	0	0			0	0	50	14	0	0	0	0	
9115	0	0	0	0	0	0	0	0	0	0	0	0	101	53		0	0	0	419	99	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	254	36	1	11	0	66	
9160	0	0	0	0	0	0	0	0	0	0	0	0	17	0			0	0	3	0	0	0						0						0			0	0	0	0			0	0	3	17	0	0	0	0	
9339	0	0	0	0	0	0	50	0	0	0	0	0	8	0			0	0	208	41	0	0						0						0			0	0	0	0			0	0	89	8	0	0	28	0	
9357	0	0	0	0	0	0	0	0	0	0	0	0	7	3			0	0	45	40	0	0						0						0			0	0	0	0			0	0	5	4	0	0	0	0	
9553	0	0	0	0	0	0	0	0	0	0	0	0	3	1			0	0	3	0	0	0						0						0			0	0	0	0			0	0	3	2	0	0	0	0	
9807	6	1	0	0	0	0	0	0	0	0	0	0	63	45		0	0	0	163	3	0	0		0	0		0	0		0	0		0	0		0	0	0	84	2			0	0	13	14	1	0	57	0	
9955	0	0	0	0	0	0	0	0	0	0	0	0	13	0			0	8	548	487	0	0						0						8			0	0	0	0			0	0	61	5	0	0	0	0	
10157	0	0	0	148	0	0	0	0	0	0	0	0	175	0			0	6	366	331	0	14						14						6			0	0	0	0			0	0	21	21	0	0	0	0	
10250	0	0	0	0	0	0	0	0	0	0	0	0	48	3			0	0	415	290	0	0						0						0			0	0	0	0			6	2	119	43	0	0	0	0	
10849	0	0	0	0	0	0	0	0	0	0	0	0	2	1			0	0	10	0	0	0						0						0			0	0	0	0			3	0	7	0	1	0	0	0	
10858	0	0	0	0	0	0	0	0	0	0	0	0	31	7		0	0	0	5352	139	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			5073	0	140	24	0	0	0	0	
11145	0	0	0	0	0	0	0	0	0	0	0	0	44	20			0	0	86	48	0	0						0						0			0	0	0	0			0	0	38	24	0	0	0	0	
11640	0	0	0	0	0	0	0	0	0	0	0	0	53	7			0	36	197	38	0	98						4						11			0	0	0	0			0	0	61	10	0	0	0	0	
11837	0	2	0	0	0	0	0	0	0	0	0	0	58	0			0	0	18	0	0	0															0	0	0	0			5	0	13	53	3	0	0	0	
12030	78	0	240	15	0	0	36	0	0	0	0	0	1724	545			0	168	1756	754	0	8						0						0			0	0	0	0			0	0	188	429	551	16	452	0	
12058	0	0	0	0	0	0	38	0	0	0	0	0	93	28			0	12	1003	554	0	21						2						1			0	0	0	0			0	0	338	53	0	0	46	6	
12142	0	0	0	0	0	0	0	0	0	0	0	0	137	0			0	88	244	0	0	118						0						0			0	0	0	0			0	0	126	49	0	0	0	0	
12245	0	0	0	0	0	0	1	0	0	0	0	0	7	0			0	0	8	0	0	0						0						0			0	0	0	0			5	0	2	4	3	0	0	0	
12311	2316	386	0	6	0	8	8824	635	41777	10434	0	12	37219	6416	6416	0	0	24	181596	62532	0	1557	62532	0	0	0	0	267	41777	0	0	0	12	29	10434	0	0	0	7498	449	0	0	0	0	56025	18800	0	20	737	63	
12357	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
12647	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	20	0	0	0						0						0			0	0	0	0			1	0	9	1	0	0	10	0	
12656	0	0	0	0	0	0	0	0	0	0	0	0	12	7			0	0	49	12	0	0						0						0			0	0	0	0			0	0	37	5	0	0	0	0	
12937	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	10	10	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
12946	0	0	0	0	0	0	204	2	0	0	0	0	286	16		0	0	0	876	113	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	363	230	29	9	165	31	
12955	0	0	0	0	0	0	0	0	155	0	0	0	77	0			0	0	341	30	0	0						0						0			0	0	0	0			0	0	156	77	0	0	0	0	
13037	0	0	0	0	0	0	0	0	0	0	0	0	35	26			0	0	76	41	0	0															0	0	5	1			0	0	30	8	0	0	0	0	
13103	0	0	0	0	0	0	0	0	0	0	0	0	14	1		0	0	0	73	63	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	10	4	9	0	0	0	
13251	0	0	0	0	0	0	0	0	0	0	0	0	24	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	24	0	0	0	0	
13309	260	248	0	0	3757	0	14432	815	0	0	0	0	4806	1707		0	0	0	40301	18326	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			256	45	3156	1988	0	3	71	43	
13457	0	0	0	2	0	0	0	0	0	0	0	0	6	4			0	0	3	0	0	0						0						0			0	0	0	0			0	0	3	0	0	0	0	0	
14052	0	0	0	0	0	0	0	0	0	0	0	0	16	1			0	0	44	23	0	0						0						0			0	0	0	0			0	0	21	15	0	0	0	0	
14155	0	0	0	0	0	0	0	0	0	0	0	0	56	25			0	0	106	13	0	0						0						0			0	24	0	0			0	0	93	31	0	0	0	0	
14258	0	0	0	0	0	0	0	0	0	0	0	0	128	82		0	0	0	204	151	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	53	46	0	0	0	0	
14409	0	105	0	0	7	2	9	37	5907	1838	0	0	9483	3016	3016	0	0	1070	57961	42528	0	3316	42528	0	0	0	0	0	5907	0	0	0	0	0	1838	0	0	0	0	0	0	0	0	0	6186	3060	310	45	8	0	
14454	0	0	0	0	0	0	349	0	9	3	0	0	25	14			0	7	432	46	0	22						22						7			0	0	0	0			0	0	6	1	0	0	0	0	
14650	0	0	0	0	0	0	12	0	0	0	0	0	117	0			0	5	86	0	0	15						15						5			0	0	0	0			0	0	59	112	0	0	0	0	
14753	0	0	0	0	0	0	0	0	0	0	0	0	2	1			0	1	4	0	0	1						0						0			0	0	0	0			0	0	3	0	0	0	0	0	
14865	0	0	0	0	0	0	0	0	0	0	0	0	9	2			0	0	19	0	0	0						0						0			0	0	0	0			6	4	13	3	0	0	0	0	
14931	0	0	0	0	0	0	0	0	0	0	0	0	118	0			0	0	0	0	0	0															0	0	0	0			0	0	0	118	0	0	0	0	
14940	0	0	0	0	0	0	0	0	0	0	0	0	10	0			0	0	30	0	0	0						0						0			0	0	1	0			0	0	27	10	0	0	0	2	
15536	0	0	0	0	0	0	0	0	3110	685	0	0	825	27		0	0	0	3484	279	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	95	113	0	0	0	0	
15732	0	0	0	0	0	0	0	0	0	0	0	0	155	4			0	0	122	27	0	0						0						0			0	0	0	0			0	0	95	151	0	0	0	0	
16337	0	0	0	0	0	0	0	0	0	0	0	0	27	5			0	0	198	29	0	0						0						0			0	0	0	0			1	1	168	21	0	0	0	0	
16355	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	6	0	0	0						0						0			0	0	0	0			0	0	6	3	0	0	0	0	
16458	0	0	0	0	0	0	0	0	0	0	0	0	36	14			0	19	546	492	0	28						0						0			0	0	0	0			0	0	26	3	0	0	0	0	
16551	0	0	0	0	0	0	15	59	0	0	0	0	60	0			0	0	30	0	0	0						0						0			0	0	0	0			0	0	15	1	0	0	0	0	
16748	0	0	0	0	0	0	0	0	0	0	0	0	24	1			0	0	174	72	0	0															0	0	0	0			0	0	62	21	2	0	40	0	
16766	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	2436	2436	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	0	0	0	0	0	0	
16944	0	0	0	0	0	0	0	0	0	0	0	0	21	19			0	0	3	0	0	0						0						0			0	0	0	0			0	0	3	2	0	0	0	0	
16953	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	0	3	0	0	0						0						0			0	0	0	0			0	0	3	4	0	0	0	0	
17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0															0	0	0	0			0	0	0	0	0	0	0	0	
17147	0	0	0	0	0	0	34	0	0	0	0	0	471	226		0	0	89	2194	1465	0	190		0	0		0	42		0	0		0	0		0	0	0	21	0			0	2	447	147	7	0	25	12	
17259	0	0	0	0	0	0	0	0	0	0	0	0	13	3			0	0	36	1	0	0						0						0			0	0	0	0			0	0	35	10	0	0	0	0	
17464	0	0	0	0	0	0	28	0	0	0	0	0	265	20		0	0	0	1598	153	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			239	14	982	190	0	41	140	56	
17549	0	0	0	0	0	0	0	0	1719	58	0	0	73	4			0	0	1836	115	0	0						0						0			0	0	0	0			0	0	2	11	0	0	0	0	
17839	0	0	0	0	0	0	107	34	0	0	0	0	270	186			0	7	572	258	0	0						0						7			0	0	0	0			3	0	47	31	12	0	157	0	
17950	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	18	0	0	0						0						0			0	0	0	0			0	0	18	0	0	0	0	0	
18050	0	0	0	0	0	0	0	0	0	0	0	0	65	24			0	1	151	35	0	17						0						0			0	0	0	0			12	3	87	37	0	0	0	0	
18126	100	0	0	0	0	0	2115	93	0	0	0	0	145	8		0	0	0	2440	16	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	56	26	18	0	153	0	
18135	0	0	0	0	0	0	0	0	0	0	0	0	59	0			0	0	276	0	0	0						0						0			0	0	0	0			0	0	0	0	0	59	0	276	
18368	0	0	0	0	0	0	0	0	227	33	0	0	100	12		0	0	0	493	33	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			12	7	7	3	0	45	0	214	
18377	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
18827	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	52	0	0	0						0						0			0	0	0	0			0	0	44	2	0	0	8	0	
18836	0	4	0	0	0	0	0	0	0	0	0	0	42	0			0	0	210	0	0	0															0	0	0	0			0	0	176	38	0	0	34	0	
18854	0	0	0	0	0	0	12	0	0	0	0	0	6	0			0	0	50	7	0	29						0						0			0	0	0	0			0	0	2	6	0	0	0	0	
18863	60	20	0	0	0	0	0	0	0	0	0	0	50	22		0	0	0	179	42	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	1	77	7	0	0	0	0	
18957	0	0	0	0	0	0	0	0	0	0	0	0	12	7			0	2	17	13	0	4						0						0			0	0	0	0			0	1	0	2	0	0	0	0	
19356	0	0	0	0	0	0	2	0	0	0	0	0	34	28			0	0	99	40	0	49						0						0			0	0	0	0			0	0	8	4	2	0	0	0	
19730	0	0	0	0	0	0	0	0	0	0	0	0	22	0		0	0	20	29	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0			0	0	29	0	2	0	0	0	
19936	0	0	0	0	0	0	0	0	0	0	0	0	92	3			0	73	284	64	0	103						0						0			0	0	0	0			0	0	93	16	0	0	24	0	
19972	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
20053	0	0	0	0	0	0	0	0	0	0	0	0	18	18			0	0	32	29	0	0						0						0			0	0	0	0			0	0	3	0	0	0	0	0	
20147	0	0	16	0	0	0	0	0	0	0	0	0	28	2			0	0	95	5	0	0						0						0			0	0	0	0			20	3	26	3	20	0	28	0	
20259	0	0	0	0	0	0	0	0	0	0	0	0	26	12			0	0	36	23	0	0						0						0			0	0	0	0			0	0	13	14	0	0	0	0	
20370	18	0	0	0	0	0	186	6	0	0	0	0	46	28			0	0	470	143	0	0						0						0			0	0	0	0			0	0	31	12	0	0	37	55	
20512	0	0	0	0	0	0	0	0	0	0	0	0	53	0			0	0	31	0	0	0						0						0			0	0	0	0			0	0	23	53	0	0	8	0	
20633	0	0	0	0	0	0	0	0	0	0	0	0	127	36			0	0	197	132	0	0						0						0			0	0	0	0			0	0	19	35	56	0	46	0	
20754	0	0	0	0	0	0	0	0	0	0	0	0	3	2			0	0	8	3	0	0						0						0			0	0	0	0			0	0	2	1	0	0	3	0	
20839	0	0	0	0	0	0	44	0	0	0	0	0	4	0			0	3	53	5	0	1						0						0			0	0	0	0			0	0	2	1	0	0	1	0	
20857	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	364	364	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
20866	0	0	0	0	0	0	0	0	0	0	0	0	4	1			0	0	114	0	0	0															0	0	0	0			33	0	80	3	0	0	1	0	
21256	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	0	0	0	0															0	0	0	0			0	0	0	1	0	0	0	0	
21359	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0			0	0	0	0	0	0	0	0	
21630	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	6	0	0	0						0						0			0	0	0	0			0	0	6	0	0	0	0	0	
21658	0	0	0	0	0	0	0	0	0	0	0	0	17	14			0	0	0	0	0	0						0						0			0	0	0	0			0	3	0	0	0	0	0	0	
22048	20	0	0	0	0	0	0	0	0	0	0	0	13	0			0	0	311	43	0	0						0						0			0	0	0	0			0	0	208	13	0	0	40	0	
22235	0	0	0	0	0	0	0	0	0	0	0	0	11	1			0	0	628	396	0	0						0						0			0	0	0	0			0	0	121	8	2	0	111	0	
22356	0	0	0	0	0	0	0	0	0	0	0	0	64	19			0	7	56	1	0	2						2						7			0	0	0	0			19	6	18	24	7	1	0	16	
22459	0	0	0	0	0	0	0	0	0	0	0	0	8	0			0	0	78	0	0	0						0						0			0	0	0	0			1	0	77	6	2	0	0	0	
22543	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	1	5	0	0	4						0						0			0	0	0	0			0	0	1	1	0	0	0	0	
22552	0	0	0	0	0	0	0	0	0	0	0	0	39	39			0	0	279	60	0	191						191						0			0	0	0	0			0	0	28	0	0	0	0	0	
22730	24	0	0	0	0	0	63	0	0	0	0	0	140	104			0	0	161	37	0	0						0						0			0	0	0	0			0	0	32	30	6	0	5	0	
22936	0	0	0	0	0	0	0	14	0	0	0	0	89	2			0	34	371	148	0	170						0						0			0	0	0	0			0	0	27	38	1	0	26	0	
