"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													289	0	7	0	0	0	0	0	233	49	0	0	0				
242													155	0	0	87	0				68	0	0	0	0				
279													158	0	44	8	12	0	0	0	22	84	0	28	0				
354													79	0	0	18	0	0	0	0	44	17	0	0	0				
439													1720	191	648	0	0	0	0	0	910	162	0	223	0				
457													288	0	0	0	0	0	0	0	76	212	0	0	0				
505													1415	133	135	135	0	0	0	0	824	265	56	0	0				
1146													5341	326	1457	673	294	391	0	0	572	2639	0	222	0	CC-DEF ANNUAL FEES                                                                                                                                                                               			
1155													783	0	0	0	0	0	0	0	670	113	0	0	0				
1351													1404	0	960	0	0	0	0	0	436	8	0	960	0				
1454													794	0	130	43	130	0	0	0	304	317	0	0	0				
1557													455	0	14	293	0	0	0	0	148	0	0	0	0				
1632													1760	0	811	0	0	0	0	0	690	259	0	811	0				
1669													1045	0	0	0	0	0	0	0	745	300	0	0	0				
