"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1257	RCFD1258	RCFD1259	RCFD1271	RCFD1272	RCFD1583	RCFD1594	RCFD1597	RCFD1658	RCFD1659	RCFD1661	RCFD1791	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD5612	RCFD5613	RCFD5614	RCFD5615	RCFD5616	RCFD5617	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDB578	RCFDB579	RCFDB580	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1271	RCON1272	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON1658	RCON1659	RCON1661	RCON1791	RCON2759	RCON2769	RCON3492	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3502	RCON3503	RCON3504	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5401	RCON5402	RCON5403	RCON5459	RCON5460	RCON5461	RCON5612	RCON5613	RCON5614	RCON5615	RCON5616	RCON5617	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB578	RCONB579	RCONB580	RCONB834	RCONB835	RCONB836	
1351																																																									0	0	0									0	5	6	116	317	38	0	0	0		0	0	0	327	123	22	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	82	68	31	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	161	88	0	0	0	0	
1454																																																									0	0	0									0	530	0	199	0	6	0	0	0		0	0	0	373	0	0	0	0	0	97	0	0	0	0	0						0	0	0	0	0	0	127	0	85	530	0	0	9	0	6	5	0	4	0	0	0	48	6	0	324	11	73	0	0	0	
1557																																																									0	0	0									0	26	0	0	165	0	0	0	0		0	0	0	11	58	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	
1632																																																									0	0	0									0	0	0	80	0	10	0	0	0		0	0	0	0	0	0	0	0	0	598	0	0	0	0	0						0	0	0	0	0	0	180	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	
1669																																																									0	0	0									0	0	0	87	0	0	0	0	0		0	0	0	0	0	0	0	0	0	29	9	0	0	0	0						0	0	0	0	0	0	857	100	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	476	59	10	0	0	0	
1829																																																									0	0	0									0	0	0	13	0	86	0	0	0		0	0	0	0	0	0	175	0	0	47	70	1645	0	0	0						0	0	0	0	0	88	174	196	437	3	1	0	0	0	0	0	0	0	0	0	0	2	0	0	15	0	10	0	0	0	
1856																																																									0	0	0									0	0	123	0	0	0	0	0	0		0	0	0	0	27	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	9	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	36	11	0	0	0	0	
1959																																																									0	0	0									229	54	20	0	0	6	118	0	26		0	0	0	118	0	4	0	0	0	0	0	11	0	0	0						0	0	0	0	0	0	0	0	8	54	20	229	118	0	0	106	0	0	0	0	0	0	0	0	5	0	7	0	0	0	
2040																																																									0	0	0									0	0	0	1154	0	1221	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	393	0	301	0	0	0	0	77	0	0	75	0	0	0	0	13	25	0	403	77	219	0	0	0	
2161																																																									0	0	0									0	0	0	44	3	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	182	46	0	0	0	0	
2376																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3061	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2451																																																									0	0	0									0	4	0	0	0	0	1	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	20	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	5	0	0	0	0	
2554																																																									0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	
2732																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	71	0	0	0	0	0	0	110	29	0	0	0	0	
2750																																																									0	0	0									1073	166	227	18	0	0	0	0	0		0	0	0	0	0	293	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	5	195	234	166	227	1073	0	43	0	0	41	0	0	0	0	0	0	0	43	20	1	0	0	0	
2938																																																									0	0	0									0	0	0	1725	230	811	0	0	0		358	12	0	391	0	0	0	0	0	157	0	1377	0	0	0						0	0	0	10	10	0	777	186	208	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	150	73	0	0	0	
2956																																																									0	0	0									0	0	0	219	89	0	0	0	0		0	0	0	338	283	799	0	0	0	51	71	0	0	0	0						0	0	0	0	0	0	1666	285	132	73	3	0	0	0	0	0	0	0	0	0	0	0	0	0	382	68	0	0	0	0	
3252																																																									0	0	0									0	0	0	212	18	128	0	0	0		0	0	0	156	0	0	0	0	0	33	49	0	0	0	0						0	0	0	0	0	0	77	0	0	1195	17	200	0	0	0	0	0	0	0	0	0	0	0	0	434	56	36	0	0	0	
3458																																																									0	0	0									49	0	0	0	0	0	0	0	0		0	0	0	21	0	95	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	39	4	29	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	
3506																																																									1347	0	1043	0	0	0	0	0	0	0	0	0	0	0	43	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	746	0	0	0	0	0	0	0	0	0	0	0	132	0	73	398	0	408	0	0	0	0	0	596	0	0	149	0	0	0	0	0	0	18	0	0	0	0	0	
3579																																																									0	0	0									0	0	0	336	43	80	0	0	0		0	0	33	0	0	0	17	0	0	41	13	0	0	0	0						0	0	0	31	0	0	2870	75	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	668	27	0	0	0	0	
3720																																																									0	0	0									0	0	0	191	13	0	0	0	0		0	0	0	11	0	0	0	0	0	597	4	2	0	0	0						0	0	0	0	0	0	115	34	0	0	0	0	718	13	0	587	10	0	0	0	0	0	0	0	122	6	7	0	0	0	
3953																																																									0	0	0									0	0	48	143	0	765	0	0	0		0	0	0	0	0	65	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	11	0	162	0	48	228	0	48	0	0	48	0	0	0	0	0	0	0	28	0	0	0	0	0	
4138																																																									0	0	0									0	0	0	584	82	298	0	0	0		329	272	17	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	24	0	1211	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	756	123	0	0	0	0	
4147																																																									0	0	0									0	0	0	0	0	181	0	0	0		194	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	466	0	107	0	0	0	0	0	0	0	0	0	0	0	0	28	13	0	54	0	10	0	0	0	
4156																																																									0	2	0									0	328	8	414	35	202	0	0	0		0	54	2	376	21	0	0	0	0	84	0	0	0	0	0						0	0	0	0	0	0	282	31	112	328	8	0	0	0	0	0	0	0	0	0	0	0	0	0	227	9	110	0	0	0	
4231																																																									0	0	0									0	0	0	35	0	0	0	0	0		142	0	0	8	0	6	0	0	0	239	0	3	0	0	0						0	0	0	0	0	0	410	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	24	0	0	0	
4437																																																									0	0	0									0	0	0	50	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	149	0	0	0						0	0	0	0	0	12	469	0	133	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	
4745																																																									0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	173	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	0	0	0	0	
4839																																																									0	0	0									0	0	0	55	2	0	0	0	0		0	0	0	0	0	0	0	0	221	268	0	643	0	0	0						0	0	0	0	0	0	321	5	720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	21	134	0	0	0	
5005																																																									0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	284	0	0	0	0	0	0	0	0						0	0	0	9	1	0	738	0	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	
5050																																																									0	0	0									0	0	0	105	14	18	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	12	0	498	42	159	0	0	0	
5069																																																									0	0	0									0	0	0	0	55	0	0	0	0		0	2051	0	0	0	0	1157	0	0	5505	3500	7227	0	0	0						0	0	0	0	0	0	0	2750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5135																																																									0	0	24									94	24	0	40	0	3	262	0	243		0	0	0	69	0	112	0	0	0	13	0	27	0	0	0						0	0	0	0	0	0	581	0	91	47	0	94	0	0	0	0	0	0	0	0	0	0	0	0	145	16	6	0	0	0	
5210																																																									0	0	0	0	0	0	0	0	0	0	0	0	36	0	57	11	0	0	0	0	0	65	0	449	106	0	0	124	0	0	4718	0	13	0	0	0	0	0	0	0	0	0	0	0	32	0	0	4147	966	375	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	26	0	0	0	0	
5247																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	902	0	5470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	835	332	0	43	21	0	0	0	0	0	0	0	0	0	0	0	0	0	124	9	0	0	0	0	
5274																																																									0	0	0									0	0	0	3	0	462	0	0	0		568	0	483	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	15	0	0	969	44	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	71	104	0	0	0	
5331																																																									0	0	0									0	0	0	33	0	0	0	0	0		0	0	0	0	0	0	0	0	191	0	0	0	0	0	0						0	0	0	1	0	0	43	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
5461																																																									0	0	0									0	0	0	535	146	14	0	44	0		0	0	0	0	129	0	0	0	0	37	0	0	0	0	0						0	0	0	0	0	0	62	0	0	40	0	0	0	0	14	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	
5751																																																									0	0	0									80	271	0	100	0	0	0	0	0		0	420	0	0	0	131	0	0	0	20	0	103	0	0	0						0	0	0	0	0	0	121	0	21	271	0	80	0	0	173	0	0	155	0	0	0	0	0	0	116	0	46	0	0	0	
5939																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	736	0	1196	0	0	4289	0	84	0	1345	188	0	0	4681	0	231	12328	0	28698	0	0	0	0	0	0	0	0	0	0	0	1533	0	635	10877	12	14028	0	0	0	919	0	1610	919	0	1610	0	0	0	0	0	0	193	0	64	0	0	0	
6039																																																									0	0	0									0	0	0	219	2	7	0	0	0		0	0	0	0	24	0	0	0	0	38	815	82	0	0	0						0	0	0	0	0	0	159	54	30	3	0	0	0	0	0	0	0	0	0	0	0	38	5	0	167	33	156	0	0	0	
6057																																																									0	0	0									0	0	0	31	0	22	0	0	0		0	0	0	331	0	0	0	0	0	89	0	101	0	0	0						0	0	0	0	0	0	119	0	24	55	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6141																																																									0	0	0									21	0	0	50	0	0	0	0	0		0	0	0	0	138	120	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	7	3	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	24	8	0	0	0	0	
6329																																																									0	0	0									0	0	0	204	0	165	0	0	0		123	0	0	125	0	0	0	0	0	348	0	1547	0	0	0						0	0	0	60	0	0	1209	0	217	25	0	0	0	0	0	0	0	0	0	0	0	66	0	38	805	103	41	0	0	0	
6842																																																									0	0	0									0	0	0	65	29	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	51	0	0	0						0	0	0	0	10	0	502	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	19	0	0	0	0	
6972																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	190	0	0	0	0	0	1751	0	5191	0	0	0	313	0	0	1194	212	1057	0	0	0	0	0	0	0	0	0	0	0	13	0	0	687	125	0	1905	0	0	0	0	0	0	0	0	0	0	0	44	0	0	72	0	58	0	0	0	
7009																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																																																									0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	696	0	112	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	511	0	105	0	0	0	
7157																																																									0	0	0									0	0	0	2	1	20	0	0	0		0	0	0	0	0	86	0	0	0	0	0	36	0	0	0						0	0	0	0	0	0	32	9	4	13	1	29	0	0	0	0	0	0	0	0	0	0	0	0	72	2	20	0	0	0	
7166																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	305	0	0	0	52	0	0	17	0	0	0	0	0	0	0	0	6	0	0	0	0	0	
7456																																																									0	0	0									424	7	0	771	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	7	0	610	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	
7634																																																									0	0	0									0	0	0	238	0	51	0	0	0		0	0	0	0	0	0	0	0	0	50	0	0	0	0	0						0	0	0	0	0	0	111	23	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	24	185	0	0	0	
8033																																																									0	0	0									224	0	0	171	50	0	0	0	0		139	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	122	37	0	0	0	224	1	0	207	1	0	187	0	0	0	0	0	0	445	104	2	0	0	0	
8154																																																									0	0	0									0	0	0	83	0	0	0	0	0		0	0	0	15	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	6	0	0	0	
8417																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	703	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8462																																																									0	0	0									0	25	2	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	25	2	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	3	0	0	0	
8547																																																									0	0	0	0	0	0	0	0	0	0	0	0	399	5	988	234	14	0	0	0	0	595	817	0	493	0	91	0	0	0	4797	721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	1283	307	646	399	5	0	0	0	0	0	0	0	0	0	0	22	26	0	1566	493	142	0	0	0	
8631																																																									0	0	0												31	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	607	53	155	0	0	0	
9115																																																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	386	0	0	0	0	0	0	0	0	0	0	0	0	0	21	177	16	363	81	30	0	0	0	0	0	0	0	0	0	0	0	0	0	154	40	0	0	0	0	
9160																																																									0	0	0									0	0	0	66	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	318	0	0	5	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	
