"IDRSSD"	RCFD0426	RCFD2130	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD5372	RCFD5374	RCFD5375	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB565	RCFDB566	RCFDB567	RCFDB568	RCFDB569	RCFDB570	RCFDB571	RCFN5513	RCON0426	RCON2130	RCON2150	RCON2651	RCON3164	RCON3190	RCON5372	RCON5374	RCON5375	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB565	RCONB566	RCONB567	RCONB568	RCONB569	RCONB570	RCONB571	
1351																							0	0	200	0	0	0	0	0	0	0	0	0	0	0	200	270	3	0	0	0	0	0	0	false	0	0	
1454																							157	0	0	0	0	0	0	0	0	157	0	0	0	0	0	18016	5	0	0	0	0	0	0	true	0	0	
1557																							0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	false	0	118	
1632																							0	0	0	0	0	16000	0	0	0	0	0	0	0	0	0	9331	5	0	0	16000	0	0	0	true	0	0	
1669																							0	0	14	0	0	464	0	0	0	0	0	0	14	0	0	966	0	0	0	0	0	0	0	false	0	464	
1829																							0	0	46	0	0	0	0	0	0	0	0	0	16	0	30	1352	0	0	0	0	0	0	0	false	0	0	
1856																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	1	0	0	0	0	0	0	false	0	0	
1959																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	
2040																							0	0	0	10360	0	15420	0	0	0	0	0	0	0	0	0	471	0	0	0	0	5000	0	0	false	0	60	
2161																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	517	0	0	0	0	0	0	0	false	0	0	
2376																							0	2786	1462	0	0	0	0	2786	0	0	0	0	72	1188	202	10598	2	0	0	0	0	0	0	false	0	0	
2451																							0	0	0	450	0	1200	0	0	0	0	0	0	0	0	0	187	1	0	0	0	750	0	0	false	0	0	
2554																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	1	0	0	0	0	0	0	false	0	0	
2732																							0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	7327	2	0	0	0	0	0	0	true	0	9	
2750																							0	0	504	0	0	2589	0	0	0	0	24	480	0	0	0	1296	1	0	0	589	2000	0	0	true	0	0	
2938																							0	0	265	0	0	20000	0	0	0	0	0	0	0	0	265	15293	7	0	0	20000	0	0	0	false	963	0	
2956																							0	0	244	0	0	0	0	0	0	0	0	0	242	0	2	19	0	0	0	0	0	0	0	false	0	0	
3252																							0	0	469	0	0	104	0	0	0	0	0	0	10	0	459	674	0	0	0	0	0	0	0	false	0	104	
3458																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	
3506																							0	0	250	7000	0	7000	0	0	0	0	0	0	0	0	250	2609	1	0	0	0	0	0	0	true	0	0	
3579																							0	0	271	9711	0	22413	0	0	0	0	0	0	77	0	194	7225	3	0	0	7965	3994	110	576	false	0	57	
3720																							0	0	144	1000	0	8113	0	0	0	0	0	0	33	0	111	626	1	0	0	0	7000	40	7	true	0	66	
3953																							0	0	1734	0	0	0	0	0	0	0	0	455	50	0	1229	2863	4	0	0	0	0	0	0	false	0	0	
4138																							0	24	612	0	0	6217	0	0	24	0	0	0	612	0	0	6410	3	0	0	0	6217	0	0	true	0	0	
4147																							0	0	88	2000	0	8000	0	0	0	0	0	0	88	0	0	1896	2	0	0	4500	1500	0	0	false	0	0	
4156																							0	0	6	3580	0	11224	0	0	0	0	0	0	6	0	0	1047	1	0	0	1144	6500	0	0	true	0	0	
4231																							0	0	10	0	0	0	0	0	0	0	0	0	10	0	0	892	1	0	0	0	0	0	0	false	0	0	
4437																							0	0	796	442	0	442	0	0	0	0	0	0	0	0	796	5369	3	0	0	0	0	0	0	false	0	0	
4745																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	1	0	0	0	0	0	0	false	0	0	
4839																							0	276	0	7000	0	18900	0	0	276	0	0	0	0	0	0	6554	5	0	0	9900	2000	0	0	false	0	0	
5005																							0	0	0	2302	0	26274	0	0	0	0	0	0	0	0	0	528	0	0	0	3425	20547	0	0	true	0	0	
5050																							0	0	995	0	0	0	0	0	0	0	715	280	0	0	0	2534	2	0	0	0	0	0	0	false	0	0	
5069																							0	0	327	0	0	0	73	0	0	0	254	0	0	0	0	400	0	0	0	0	0	0	0	false	0	0	
5135																							0	0	258	0	0	0	0	0	0	0	18	225	0	0	15	7775	3	0	0	0	0	0	0	false	0	0	
5210																							0	0	1646	17850	0	18262	0	0	0	0	782	0	336	0	528	3937	2	0	0	0	0	0	0	false	0	412	
5247																							0	0	692	0	0	3458	0	0	0	0	0	692	0	0	0	275	0	0	0	0	0	0	2000	false	0	1458	
5274																							0	0	0	0	0	1525	0	0	0	0	0	0	0	0	0	2487	1	0	0	1000	500	0	25	false	0	0	
5331																							0	0	353	0	0	331	353	0	0	0	0	0	0	0	0	2596	1	0	0	0	0	0	0	false	0	331	
5461																							0	816	187	0	0	27	0	810	6	0	0	0	0	0	187	4471	1	0	0	0	0	0	0	false	0	27	
5751																							0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	162	0	0	0	0	0	0	0	true	0	0	
5939																							28609	0	16893	40000	10212	52251	0	0	0	18397	5	0	1313	0	15575	4129	1	16579	0	5000	7251	0	0	false	0	0	
6039																							0	0	286	0	0	31	0	0	0	0	0	0	107	0	179	323	0	0	0	0	0	16	0	true	0	15	
6057																							0	0	0	400	0	1900	0	0	0	0	0	0	0	0	0	129	0	0	0	1000	500	0	0	false	0	0	
6141																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	false	0	0	
6329																							0	0	350	0	0	0	0	0	0	0	0	0	0	0	350	5000	2	0	0	0	0	0	0	false	0	0	
6842																							0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	671	2	0	0	0	0	0	301	false	0	0	
6972																							0	393	539	0	0	2474	0	0	393	0	0	0	0	0	539	2451	2	0	0	0	0	0	2474	false	0	0	
7009																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5200	1	0	0	0	0	0	0	false	0	0	
7045																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	910	1	0	0	0	0	0	0	false	0	0	
7157																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	false	0	0	
7166																							316	0	0	0	0	0	0	0	0	316	0	0	0	0	0	6282	4	0	0	0	0	0	0	false	0	0	
7456																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	false	0	0	
7634																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	808	1	0	0	0	0	0	0	false	0	0	
8033																							0	0	655	1000	0	2332	0	0	0	0	0	0	0	0	655	1288	1	0	0	250	1082	0	0	true	0	0	
8154																							0	55	0	0	0	0	0	0	55	0	0	0	0	0	0	873	2	0	0	0	0	0	0	true	0	0	
8417																							9224	0	0	0	0	0	0	0	0	9224	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	
8462																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	0	0	0	0	false	0	0	
8547																							1932	0	105	2000	75	22200	0	0	0	1857	54	0	51	0	0	4481	1	75	0	7200	13000	0	0	false	0	0	
8631																							0	0	177	0	0	0	0	0	0	0	0	0	177	0	0	141	0	0	0	0	0	0	0	false	0	0	
9115																							0	0	132	0	0	0	0	0	0	0	0	0	0	0	132	6618	3	0	0	0	0	0	0	false	0	0	
9160																							0	0	0	0	0	7650	0	0	0	0	0	0	0	0	0	666	1	0	0	0	7650	0	0	false	0	0	
9339																							1204	0	258	11000	0	38050	0	0	0	1204	0	0	248	0	10	5340	2	0	0	15050	12000	0	0	true	0	0	
9357																							0	0	0	144200	0	144200	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	false	0	0	
9553																							0	0	0	1000	0	2244	0	0	0	0	0	0	0	0	0	565	0	0	0	200	1044	0	0	false	0	0	
9807																							0	0	1693	0	0	95784	0	0	0	0	246	0	0	0	1447	71751	4	0	0	28019	67765	0	0	true	0	0	
9955																							0	0	35	0	0	732	0	0	0	0	0	0	35	0	0	1381	2	0	0	0	732	0	0	true	0	0	
10157																							0	0	321	1000	0	6375	0	0	0	0	0	0	21	0	300	1096	1	0	0	875	4500	0	0	false	0	0	
10250																							0	0	73	0	0	0	0	0	0	0	0	73	0	0	0	15	0	0	0	0	0	0	0	true	0	0	
10849																							0	0	0	2762	0	6847	0	0	0	0	0	0	0	0	0	4692	2	0	0	1000	3085	0	0	true	0	0	
10858																							34	0	468	0	0	6122	0	0	0	34	0	468	0	0	0	1569	6	0	0	0	5500	0	0	true	0	622	
11145																							194	0	236	0	0	11286	0	0	0	194	0	0	32	0	204	1127	0	0	0	2173	9113	0	0	false	0	0	
11350																							0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	false	0	154	
11640																							0	0	0	0	0	12753	0	0	0	0	0	0	0	0	0	3823	1	0	0	10000	2753	0	0	false	0	0	
11837																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	
12030																							0	0	256	0	0	0	0	0	0	0	0	0	0	0	256	4935	3	0	0	0	0	0	0	false	0	0	
12058																							0	0	273	2000	0	2018	0	0	0	0	115	0	158	0	0	673	8	0	0	0	0	0	0	false	0	18	
12142																							0	0	22	1000	0	1000	0	0	0	0	0	0	0	22	0	371	0	0	0	0	0	0	0	false	0	0	
12245																							0	0	0	1000	0	3500	0	0	0	0	0	0	0	0	0	1130	1	0	0	2500	0	0	0	false	0	0	
12311	108205	5476	6384	4000	35282	1811575	0	4315	1161	58776	341817	15	36417	14147	13000	0	675099	305674	true	2985046	813802	0						1811575					693	0	4236	0	1455												
12357																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	false	0	0	
12647																							0	0	22	0	0	0	0	0	0	0	0	0	22	0	0	727	1	0	0	0	0	0	0	true	0	0	
12656																							0	0	53	0	0	0	0	0	0	0	0	0	53	0	0	94	1	0	0	0	0	0	0	false	0	0	
12937																							0	68	0	0	0	2039	0	0	68	0	0	0	0	0	0	4600	3	0	0	0	0	0	0	false	0	2039	
12946																							33	812	691	7000	0	15283	0	795	17	33	0	0	552	0	139	3114	1	0	0	0	6564	0	0	false	0	1719	
12955																							0	0	341	1000	0	4000	0	0	0	0	0	0	0	0	341	350	0	0	0	1000	2000	0	0	false	0	0	
13037																							0	0	385	0	0	0	0	0	0	0	0	0	25	0	360	7446	4	0	0	0	0	0	0	false	0	0	
13103																							0	0	0	0	0	3225	0	0	0	0	0	0	0	0	0	1321	0	0	0	0	3225	0	0	false	0	0	
13251																							0	0	137	0	0	0	0	0	0	0	0	0	137	0	0	7	0	0	0	0	0	0	0	false	0	0	
13309																							0	0	710	17000	0	240051	0	0	0	0	588	0	122	0	0	19029	3	0	0	55000	165916	0	0	true	0	2135	
13457																							0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	false	0	100	
14052																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440	0	0	0	0	0	0	0	false	0	0	
14155																							0	0	151	0	0	3900	0	0	0	0	0	0	151	0	0	192	0	0	0	2600	1300	0	0	false	0	0	
14258																							0	0	150	0	0	25000	0	0	0	0	0	0	150	0	0	26395	6	0	0	12000	13000	0	0	true	0	0	
14409	113121	0	22536	55559	695	759814	21815	0	0	112426	109206	7	695	0	150898	497591	0	0	true	0	55766	0						759814					0	0	557	0	164												
14454																							0	0	0	5525	0	8290	0	0	0	0	0	0	0	0	0	0	0	0	0	2750	0	0	0	false	0	15	
14650																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	1	0	0	0	0	0	0	false	0	0	
14753																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	1	0	0	0	0	0	0	false	0	0	
14865																							0	0	144	1800	0	1800	0	0	0	0	0	0	72	0	72	875	0	0	0	0	0	0	0	false	0	0	
14931																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	521	1	0	0	0	0	0	0	false	0	0	
14940																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1117	1	0	0	0	0	0	0	true	0	0	
15536																							0	0	7496	0	0	5000	0	0	0	0	410	0	0	0	7086	4223	2	0	0	5000	0	0	0	false	0	0	
15732																							0	0	53	0	0	15000	0	0	0	0	0	0	53	0	0	3131	2	0	0	0	15000	0	0	false	0	0	
16337																							0	0	849	0	0	17070	0	0	0	0	267	0	0	0	582	2436	1	0	0	0	17070	0	0	false	0	0	
16355																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	false	0	0	
16458																							0	0	0	0	0	4806	0	0	0	0	0	0	0	0	0	6280	3	0	0	0	4767	0	0	true	0	39	
16551																							0	0	0	0	0	8835	0	0	0	0	0	0	0	0	0	316	0	0	0	1000	7835	0	0	false	0	0	
16748																							174	0	45	0	174	2000	0	0	0	0	10	0	35	0	0	1293	2	209	0	0	2000	0	0	false	0	0	
16766																							0	0	0	65000	0	100000	0	0	0	0	0	0	0	0	0	1964	2	0	0	35000	0	0	0	false	0	0	
16944																							0	0	68	0	0	0	0	0	0	0	0	0	68	0	0	514	1	0	0	0	0	0	0	false	0	0	
16953																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	false	0	0	
17110																							1085	0	0	0	0	0	0	0	0	1085	0	0	0	0	0	274	0	0	0	0	0	0	0	false	0	0	
17147																							294	0	257	14000	294	71712	0	0	0	0	0	0	257	0	0	24733	4	294	0	25000	26712	0	0	true	0	6000	
17259																							3	0	37	26	0	2154	0	0	0	3	0	0	37	0	0	756	1	0	0	56	2072	0	0	false	0	0	
17464																							3603	10	0	2500	3603	2850	0	10	0	0	0	0	0	0	0	2036	1	3603	0	0	0	0	0	true	0	350	
17549																							0	0	3047	0	0	0	0	0	0	0	0	0	374	0	2673	5	0	0	0	0	0	0	0	false	0	0	
17642																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	false	0	0	
17839																							0	0	243	0	0	0	0	0	0	0	0	0	35	0	208	3802	3	0	0	0	0	0	0	true	23	0	
17950																							0	0	0	118	0	1919	0	0	0	0	0	0	0	0	0	35	0	0	0	0	1801	0	0	false	0	0	
18050																							0	0	590	0	0	4393	0	0	0	0	590	0	0	0	0	1900	1	0	0	0	4393	0	0	false	0	0	
18126																							6652	0	417	6000	0	156512	0	0	0	6652	239	0	178	0	0	1174	0	0	0	0	150000	389	15	false	0	108	
18135																							0	0	0	0	0	4225	0	0	0	0	0	0	0	0	0	125	0	0	0	2475	1750	0	0	false	0	0	
18368																							0	0	0	0	0	12955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12955	0	0	false	0	0	
18377																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	
18827																							0	0	0	0	0	757	0	0	0	0	0	0	0	0	0	485	0	0	0	0	0	0	757	false	0	0	
18836																							0	0	43	1088	0	2368	0	0	0	0	43	0	0	0	0	1055	1	0	0	602	678	0	0	false	0	0	
18854																							0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	419	1	0	0	0	0	0	0	false	0	0	
18863																							899	507	72	23400	0	32825	0	0	507	899	42	0	30	0	0	4154	4	0	0	9425	0	0	0	true	0	0	
18957																							0	0	0	0	0	3573	0	0	0	0	0	0	0	0	0	508	1	0	0	0	3573	0	0	false	0	0	
19356																							0	0	376	0	0	0	0	0	0	0	0	0	0	0	376	3	0	0	0	0	0	0	0	false	0	0	
19730																							4362	0	72	10000	681	10000	0	0	0	3681	0	0	72	0	0	63542	3	681	0	0	0	0	0	false	0	0	
19936																							0	0	42	0	0	0	0	0	0	0	0	0	42	0	0	2421	9	0	0	0	0	0	0	false	0	0	
19972																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	false	0	0	
20053																							0	0	0	1950	0	1950	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	false	0	0	
20147																							0	0	209	0	0	738	0	0	0	0	0	0	209	0	0	280	5	0	0	0	738	0	0	false	0	0	
20259																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	801	0	0	0	0	0	0	0	false	0	0	
20370																							0	0	180	2000	0	2000	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	
20512																							0	0	123	0	0	10000	0	0	0	0	0	0	0	0	123	335	0	0	0	0	10000	0	0	false	0	0	
20633																							0	0	131	2000	0	2000	0	0	0	0	0	0	87	0	44	3295	1	0	0	0	0	0	0	false	0	0	
20754																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	
20839																							0	0	5	1200	0	5200	0	0	0	0	0	0	5	0	0	1137	5	0	0	1000	3000	0	0	false	0	0	
20857																							0	0	56	520	0	4153	0	0	0	0	0	0	0	0	56	673	2	0	0	1294	2339	0	0	false	0	0	
20866																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	789	1	0	0	0	0	0	0	false	0	0	
21256																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	true	0	0	
21359																							0	0	0	0	0	366	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	366	false	0	0	
21630																							0	0	175	0	0	6561	0	0	0	0	0	0	0	0	175	1379	3	0	0	0	6561	0	0	false	0	0	
21658																							0	0	55	1259	0	3081	0	0	0	0	0	0	0	0	55	736	0	0	0	1500	0	0	0	true	0	322	
22048																							0	0	388	0	0	535	0	0	0	0	0	0	348	0	40	6603	5	0	0	0	324	0	0	false	0	211	
22235																							0	0	836	3100	0	14100	0	0	0	0	0	0	726	0	110	3900	1	0	0	2000	9000	0	0	false	0	0	
22356																							0	0	17	0	0	265	0	0	0	0	0	0	17	0	0	359	0	0	0	0	0	0	0	false	0	265	
22459																							0	0	0	1582	0	1611	0	0	0	0	0	0	0	0	0	4156	3	0	0	0	0	0	0	false	0	29	
22543																							0	0	0	19	0	113	0	0	0	0	0	0	0	0	0	748	1	0	0	32	62	0	0	false	0	0	
22552																							0	0	0	700	0	700	0	0	0	0	0	0	0	0	0	542	2	0	0	0	0	0	0	true	0	0	
22730																							0	0	48	0	0	0	0	0	0	0	0	0	48	0	0	368	0	0	0	0	0	0	0	false	0	0	
22860																							547	0	0	64000	0	64000	0	0	0	0	0	0	0	0	0	185	0	0	547	0	0	0	0	false	0	0	
22936																							0	0	0	0	0	452	0	0	0	0	0	0	0	0	0	1969	2	0	0	0	452	0	0	false	0	0	
22954																							0	0	0	0	0	2805	0	0	0	0	0	0	0	0	0	335	1	0	0	700	2105	0	0	true	0	0	
23036																							0	0	144	0	0	37	0	0	0	0	24	0	120	0	0	4616	3	0	0	0	0	0	0	true	0	37	
23045																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674	1	0	0	0	0	0	0	false	0	0	
23241																							14273	24	16171	21	726	548547	13305	0	24	13547	66	0	1069	35	1696	20334	7	726	0	27691	502940	2428	15336	true	0	131	
23344																							259	0	0	7000	259	10500	0	0	0	0	0	0	0	0	0	2086	1	324	0	2000	1500	0	0	true	0	0	
23456																							0	0	59	0	0	236	0	0	0	0	0	0	0	0	59	392	0	0	0	0	236	0	0	true	0	0	
23504																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	790	0	0	0	0	0	0	0	false	0	0	
23540																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561	0	0	0	0	0	0	0	false	0	0	
23643																							0	0	215	39	0	613	0	0	0	0	0	0	0	0	215	1659	2	0	0	87	487	0	0	false	0	0	
23755																							641	0	174	1000	641	1000	0	0	0	0	0	0	0	0	174	2813	2	1106	0	0	0	0	0	true	0	0	
23812																							0	0	463	22500	0	31751	0	0	0	0	0	0	463	0	0	5264	1	0	0	3524	5727	0	0	true	0	0	
24006																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	
24266																							9295	233	494	0	721	17714	0	233	0	8574	0	0	0	0	494	14291	4	721	0	0	2000	0	105	false	0	15609	
24453																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1559	1	0	0	0	0	0	0	false	0	0	
24659																							0	0	657	0	0	0	0	0	0	0	0	657	0	0	0	146	0	0	0	0	0	0	0	false	0	0	
24668																							92	0	0	0	92	0	0	0	0	0	0	0	0	0	0	731	0	92	0	0	0	0	0	false	0	0	
24855																							0	0	41	0	0	0	0	0	0	0	0	0	41	0	0	328	2	0	0	0	0	0	0	false	0	0	
24949																							0	0	295	5000	0	30000	0	0	0	0	0	0	23	0	272	2050	2	0	0	8000	17000	0	0	false	0	0	
25357																							0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	178	0	0	0	500	0	0	0	false	0	0	
25450																							0	0	0	0	0	20206	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	9024	true	0	11182	
25647																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4171	3	0	0	0	0	0	0	false	0	0	
25852																							0	51	0	7000	0	12000	0	0	51	0	0	0	0	0	0	206	0	0	0	0	5000	0	0	true	0	0	
26149																							0	487	78	0	0	0	0	0	487	0	25	0	0	0	53	826	0	0	0	0	0	0	0	false	0	0	
26233																							0	0	1183	0	0	1033	0	0	0	0	0	0	397	126	660	989	1	0	0	0	0	33	0	true	0	1000	
26242																							0	0	42	6700	0	22775	0	0	0	0	0	0	42	0	0	919	1	0	0	10075	6000	0	0	false	0	0	
26457																							0	0	70	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	false	0	0	
26756																							0	0	33	0	0	900	0	0	0	0	0	0	0	0	33	538	2	0	0	400	500	0	0	true	0	0	
26765																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	false	0	0	
26859																							0	0	1151	20000	0	22054	0	0	0	0	0	0	250	0	901	277	0	0	0	135	1261	0	0	false	0	658	
26916																							0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	4654	3	0	0	3000	2000	0	0	true	0	0	
27548																							1928	0	394	6800	275	42700	0	0	0	1653	0	0	132	0	262	9080	3	275	0	14900	21000	0	0	true	0	0	
27614																							0	0	46	0	0	0	0	0	0	0	0	0	46	0	0	476	0	0	0	0	0	0	0	false	0	0	
27838																							0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	1547	2	0	0	0	0	0	0	true	0	200	
27847																							140	0	17	0	0	3591	0	0	0	140	0	0	17	0	0	399	0	0	0	0	3591	0	0	false	0	0	
28013																							1608	0	0	0	0	14	0	0	0	1608	0	0	0	0	0	1825	1	0	0	0	0	14	0	false	0	0	
28152																							0	0	0	250	0	2593	0	0	0	0	0	0	0	0	0	135	0	0	0	250	2093	0	0	false	0	0	
28255																							0	0	13	0	0	0	0	0	0	0	0	0	13	0	0	499	1	0	0	0	0	0	0	true	0	0	
28349																							0	0	125	0	0	0	0	0	0	0	0	125	0	0	0	736	0	0	0	0	0	0	0	false	0	0	
28406																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	
28572																							66	0	195	3	66	9665	0	0	0	0	45	0	150	0	0	183	0	66	0	139	9523	0	0	false	0	0	
28732																							81	0	0	0	0	0	0	0	0	81	0	0	0	0	0	1864	1	0	0	0	0	0	0	true	0	0	
