"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													404	0	170	0	39	0	0	0	196	38	0	118	0				
242													54	0	0	0	0				54	0	0	0	0				
279													247	0	74	0	0	0	0	0	77	96	0	53	0				
354													18	0	0	0	0	0	0	0	18	0	0	0	0				
439													1061	0	176	0	0	0	0	0	468	417	0	164	0				
457													239	0	1	0	0	0	0	0	45	193	0	0	0				
505													2423	257	286	0	0	0	0	0	542	1514	81	0	0				
1146													6185	0	3149	658	0	0	0	0	337	2041	0	1934	0				
1155													782	0	329	0	0	0	0	0	294	159	0	329	0				
1351													415	0	0	0	0	0	0	0	331	84	0	0	0				
1454													446	0	98	0	98	0	0	0	191	157	0	0	0				
1557													268	0	43	180	0	0	0	0	45	0	0	0	0				
1632													2297	0	826	0	0	0	0	0	1470	1	0	761	0				
1669													641	0	24	0	0	0	0	0	379	238	0	24	0				
1829													1485	0	94	546	0	48	0	0	716	129	0	0	0	ILS Insurance Payable                                                                                                                                                                            			
1856													304	0	0	34	0	0	0	0	116	154	0	0	0				
2040													526	0	5	0	0	5	0	0	207	314	0	0	0	Miscellanous                                                                                                                                                                                     			
2161													534	0	235	0	0	0	0	0	272	27	0	235	0				
2376													13327	0	1989	0	109	0	0	0	57	11281	0	1447	0				
2451													240	0	5	0	0	4	1		51	184	0	0	0	Property Tax Accrued	Credit Life		
2554													27	0	0	0	0	0	0	0	27	0	0	0	0				
2732													3110	278	278	0	0	0	0	0	714	2118	0	0	0				
2750													595	0	387	17	0	0	0	0	85	106	0	387	0				
2938													1472	0	0	0	0	0	0	0	871	601	0	0	0				
2956													384	145	145	30	0	0	0	0	188	21	0	0	0				
3252													364	0	0	0	0	0	0	0	153	211	0	0	0				
3458													61	0	0	0	0	0	0	0	44	17	0	0	0				
3506													10333	0	2801	0	0	526	0	0	1157	6355	20	0	0	Commercial Processing Fees                                                                                                                                                                       			
3720													1361	0	0	0	0	0	0	0	146	1215	0	0	0				
3953													516	0	431	0	0	0	0	0	48	37	0	431	0				
4138													563	0	34	274	0	0	0	0	187	68	0	0	0				
4147													1092	0	365	379	0	0	0	0	116	232	0	344	0				
4156													375	0	103	0	103	0	0	0	272	0	0	0	0				
4231													463	0	19	0	0	0	0	0	378	66	0	0	0				
4437													1573	0	611	0	0	466	0	0	57	905	0	0	0	ACCRUED POST RETIREMENT BENEFITS                                                                                                                                                                 			
4839													1052	0	101	0	0	100	0	0	480	471	0	0	0	Dividends payable                                                                                                                                                                                			
5005													3907	0	652	1165	274	175	0	0	16	2074	0	203	0	NOTES PAYABLE                                                                                                                                                                                    			
5050													281	0	0	8	0	0	0	0	146	127	0	0	0				
5069													4267	0	721	0	690	0	0	0	1329	2017	200	0	0				
5135													1111	0	199	0	0	67	81	0	539	373	0	38	0	Employee Pension Payable                                                                                                                                                                         	Federal Home Lona Bank Advance Interest                                                                                                                                                          		
5210													7373	0	2771	0	0	0	0	0	1932	2670	0	2762	0				
5247													4387	0	407	0	407	0	0	0	788	3192	0	0	0				
