"IDRSSD"	RCONA224	RCONA250	RCONB503	RCONB504	RCONB505	RCONB520	RCONB528	RCONB541	RCONB542	RCONB543	RCONB546	RCONB547	RCONB548	RCONB581	RCONB582	RCONB583	RCONB588	RCONB589	RCONB590	RCONB591	RCONB592	RCONB593	RCONB594	RCONB595	RCONB596	RCONB600	RCONB601	RCONB602	RCONB603	RCONB604	RCONB605	RCONB606	RCONB607	RCONB608	RCONB609	RCONB610	RCONB611	RCONB612	RCONB617	RCONB618	RCONB619	RCONB620	RCONB621	RCONB622	RCONB623	RCONB624	RCONB625	RCONB626	RCONB627	RCONB628	RCONB629	RCONB630	RCONB631	RCONB639	RCONB640	RCONB641	RCONB642	RCONB643	RCONB644	RCONB650	RCONB651	RCONB652	RCONB653	RCONB654	RCONB655	RCONB656	RCONB657	RCONB658	RCONB659	RCONB660	RCONB661	RCONB662	RCONB663	RCONB664	RCONB665	RCONB666	RCONB667	RCONB668	RCONB669	RCONB670	RCONB671	RCONB672	RCONB673	RCONB675	RCONB676	RCONB677	RCONB678	RCONB679	RCONB680	RCONB681	RCONB682	RCONB683	RCONB684	RCONB685	RCONB686	RCONB687	RCONB688	RCONB689	RCONB690	RCONB691	RCONB693	RCONB694	RCONB695	RCONB696	RCONB697	RCONB698	RCONB699	RCONB700	RCONB701	RCONB702	RCONB703	RCONB704	RCONC063	RCONC064	RCONC225	RCONC227	RCONC228	RCONC869	
1351	102159	0	0	0	0	0	58569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1107	912	0	0	1505	22504	10662	0	-74	0	3000	0	0	0	0	0	0	0	0	0	0	8882	49687	0	0	0	0	0	2275	0	0	0	0	-792	157	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1143	0	0	0	1143	0	0	0	2612	27185	19544	53262	0	5437	9772	53262	68471	0	769	769	13953	0	0	
1454	373500	0	0	0	0	0	173235	0	0	0	48391	48391	0	48391	0	0	0	0	87	0	0	0	0	0	0	13524	8294	0	0	0	0	0	0	-750	5897	134726	2099	0	0	0	0	642	0	0	0	162	43067	130006	0	0	0	0	0	7503	87	66	854	0	-1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19487	229427	45808	136502	0	45885	22904	136502	205291	0	37000	37000	29851	0	0	
1557	32609	0	0	0	0	0	17632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	679	0	0	0	1346	0	0	55	0	11073	0	460	0	0	0	0	0	0	0	0	2360	15272	0	0	0	0	0	890	0	0	0	0	-325	26	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	626	0	0	0	626	0	0	0	176	13098	2360	17274	0	2620	1180	17274	21074	0	0	0	4684	0	0	
1632	410149	0	0	0	0	0	379861	0	0	0	2685	2685	0	266	0	2419	0	0	0	0	0	0	0	0	0	2392	7840	0	0	0	0	0	0	19	11	24993	2990	0	0	0	0	0	0	0	0	4927	48343	326591	0	0	0	0	0	14766	0	0	2457	0	-5021	580	0	0	0	580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20730	0	0	0	20730	0	0	0	2403	40483	51333	362629	0	8097	25667	362629	396393	0	0	0	35459	0	0	
1669	221705	0	0	0	0	0	67826	0	0	0	0	0	0	0	0	0	0	0	1833	0	0	0	0	0	0	8197	4779	0	0	0	67502	1290	0	-372	1000	49896	0	0	0	0	0	0	0	0	0	0	39257	28569	0	0	0	0	0	11894	1833	499	1273	5847	190	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9696	135219	46394	31011	0	27044	23197	31011	81252	0	11769	11769	38500	0	0	
1829	315233	0	0	0	0	0	183630	0	0	0	91	91	0	0	0	91	0	0	0	0	0	0	0	0	0	4700	1580	0	0	0	0	0	0	2143	2428	102953	6803	2729	0	0	0	0	0	0	0	62	70814	112754	0	0	0	0	0	7674	0	12	2020	264	-975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4511	0	0	0	4511	0	0	0	7140	106615	77881	125462	0	21323	38941	125462	185726	0	0	0	38087	0	0	
1856	209187	0	0	0	0	0	14779	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	119	504	0	0	0	78184	0	0	-511	0	108035	0	0	0	0	0	0	0	0	0	527	2393	11859	0	0	0	0	0	6336	98	0	4140	0	-529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	192114	2393	13957	0	38423	1197	13957	53577	0	724	724	14948	0	0	
2040	149217	0	0	0	0	0	115802	0	0	0	871	871	0	0	0	871	0	0	0	0	0	0	0	0	0	896	2765	0	0	0	0	0	0	493	0	22845	2402	330	0	0	0	406	0	0	0	1492	33045	81265	0	0	0	0	0	5944	0	0	1028	0	-1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	896	28130	35853	87382	0	5626	17927	87382	110935	0	0	0	15293	0	0	
2161	106148	0	0	0	0	0	57059	0	0	0	32	32	32	0	0	0	0	0	0	0	0	0	0	0	0	1338	12372	0	0	166	0	0	0	-282	66	28060	0	0	0	0	0	0	0	0	0	0	37569	19490	0	0	0	0	0	4718	0	0	5	559	-807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1602	40437	38128	23644	0	8087	19064	23644	50795	0	0	0	10163	0	0	
2376	1023678	0	0	0	0	0	488500	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	3101	5208	0	0	21054	371382	5169	0	461	10224	73898	0	2000	0	0	0	0	0	0	0	119	328442	159939	0	0	0	0	0	53314	375	0	9088	0	-5336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34379	469570	333611	205790	0	93914	166806	205790	466510	0	9875	9875	118636	0	0	
2451	20750	0	0	0	0	0	21021	53	53	53	10	10	0	0	0	10	0	0	750	0	0	0	0	0	0	115	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	1834	3007	16102	0	0	0	0	0	1546	750	63	173	0	564	48	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	2306	3007	16773	0	461	1504	16773	18738	0	48	48	1663	0	0	
2554	7019	0	0	0	0	0	3366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	662	0	0	2	2	0	0	-11	0	2399	50	0	0	0	0	0	0	0	0	0	166	3200	0	0	0	0	0	238	0	0	0	0	-67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3263	216	3438	0	653	108	3438	4199	0	200	200	716	0	0	
2732	483554	0	0	0	0	0	369684	0	0	0	4056	4056	0	0	0	4056	0	0	1361	0	0	0	0	0	0	8815	9280	0	0	0	0	0	0	-447	0	67994	2018	2583	0	8266	0	0	0	0	0	1006	93175	275503	0	0	0	0	0	11040	1361	181	0	0	-2396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17262	78280	95193	291640	0	15656	47597	291640	354893	0	0	0	57087	0	0	
2750	48652	0	0	0	0	0	31054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	1474	0	0	0	0	0	0	-99	3225	11704	201	0	0	0	0	0	0	0	0	886	2800	27368	0	0	0	0	0	2069	0	17	390	18	-648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3622	14454	3019	29012	0	2891	1510	29012	33413	0	0	0	4957	0	0	
2938	350016	0	0	0	0	0	290717	0	0	0	2148	2148	0	0	0	2148	0	0	0	0	0	0	0	0	0	2639	9902	0	0	0	0	0	0	117	0	44010	2954	0	0	0	0	0	0	0	0	0	58182	232535	0	0	0	0	0	11152	0	0	2502	0	-4984	1034	0	0	0	1034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19727	0	0	0	19727	0	0	0	2639	56414	61136	264094	0	11283	30568	264094	305945	0	0	0	27360	0	0	
2956	107230	0	0	0	0	0	57057	0	0	0	0	0	0	0	0	0	0	0	1101	0	0	0	0	0	0	1231	1114	0	0	0	0	0	0	69	28	38493	550	25	0	0	0	0	0	0	0	0	19233	37824	0	0	0	0	0	5315	1101	0	0	0	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	158	0	0	0	1259	42793	19783	42221	0	8559	9892	42221	60672	0	3186	3186	8988	0	0	
3252	89502	0	0	0	0	0	46011	0	0	0	111	111	0	0	0	111	0	0	0	0	0	0	0	0	0	1492	6743	0	0	0	10398	768	203	-131	2896	17403	720	1234	0	0	0	0	0	0	0	395	1233	44383	0	0	0	0	0	2974	0	25	423	15	-1103	169	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	37	0	0	0	4413	44362	2736	48648	0	8872	1368	48648	58888	0	9000	9000	11637	0	0	
3458	24275	0	0	0	0	0	9735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4566	0	0	0	0	2697	-71	1469	5733	0	306	0	0	0	0	0	0	0	0	1501	8234	0	0	0	0	0	429	0	0	0	0	-445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1469	5733	1501	16232	0	1147	751	16232	18130	0	0	0	2441	0	0	
3506	1444071	0	0	0	0	0	1019987	117	981	981	707	707	0	0	0	707	0	35	58300	0	0	0	0	0	0	15228	20725	0	0	0	31500	3263	0	-2585	5199	316707	2327	0	0	0	0	0	0	0	0	164	234340	785483	0	0	0	0	0	125602	58301	1170	3620	0	45771	937	0	0	0	937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46937	0	0	46937	0	0	0	0	21597	372716	286867	850619	0	74543	143434	850619	1068596	0	0	0	117588	0	0	
3720	153482	0	0	0	0	0	90200	0	0	0	138	138	0	0	0	138	0	0	0	0	0	0	0	0	0	5451	225	0	0	0	11521	1064	0	-348	323	38242	0	0	0	0	0	503	0	0	0	7650	29751	52799	0	0	0	0	0	5603	651	0	567	1145	-918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	953	0	80	0	873	0	0	0	5774	58285	32463	57050	0	11657	16232	57050	84939	0	0	0	19049	0	0	
3953	92573	0	0	0	0	0	64830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	2795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13126	0	0	15466	9850	39515	0	0	0	0	0	7584	0	0	908	0	-1089	685	0	0	0	685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	19169	9850	60002	0	3834	4925	60002	68761	0	0	0	7225	0	0	
4138	172085	0	0	0	0	0	116216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2523	2690	0	0	0	0	0	0	-95	325	41773	0	0	0	0	0	0	0	0	0	0	55614	60602	0	0	0	0	0	8881	0	18	850	946	-1102	309	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3175	45356	56560	67669	0	9071	28280	67669	105020	0	43	43	17233	0	0	
4147	110802	0	0	0	0	0	72255	0	0	0	61	61	0	0	0	61	0	0	0	0	0	0	0	0	0	767	1699	0	0	0	0	0	0	365	41	18843	815	1650	0	0	0	0	0	0	0	1087	21538	49630	0	0	0	0	0	11544	0	0	3230	0	-63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	808	27490	22353	59654	0	5498	11177	59654	76329	0	2631	2631	12912	0	0	
4156	136122	0	0	0	0	0	91952	0	0	0	475	475	0	0	0	475	0	0	1783	0	0	0	0	0	0	557	4715	0	0	0	0	0	0	-18	0	27133	5702	539	0	0	0	0	897	0	0	0	15600	76352	0	0	0	0	0	11673	0	0	1275	0	-1490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1934	0	0	0	1933	0	0	0	557	33124	21302	90594	0	6625	10651	90594	107870	0	0	0	12321	0	0	
4231	115234	0	0	0	0	0	50818	0	0	0	232	232	0	0	0	232	0	0	0	0	0	0	0	0	0	0	1723	0	0	0	0	0	0	-1033	0	51422	7524	0	0	0	0	0	0	0	0	0	11621	39197	0	0	0	0	0	2826	0	0	0	0	-1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53145	19145	42255	0	10629	9573	42255	62457	0	0	0	12816	0	0	
4437	217885	0	0	0	0	0	158252	0	0	0	1452	1452	0	0	0	1452	0	0	0	0	0	0	0	0	0	1828	5185	0	0	0	3067	856	0	-283	0	32386	793	0	0	0	0	0	0	0	0	0	47358	110894	0	0	0	0	0	6027	0	59	977	28	-1952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	767	0	0	30	737	0	0	0	1887	52711	49065	118046	0	10542	24533	118046	153121	0	11096	11096	17556	0	0	
4839	248341	0	0	0	0	0	162782	0	0	0	896	896	0	0	0	896	0	0	0	0	0	0	0	0	0	2970	3305	0	0	0	0	0	0	144	9674	59790	2267	2619	0	0	0	0	0	0	0	0	9909	152873	0	0	0	0	0	10171	0	0	1435	0	-1468	87	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2204	0	0	0	2204	0	0	0	12644	65430	12176	167415	0	13086	6088	167415	186589	0	900	900	18540	0	0	
