"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1257	RCFD1258	RCFD1259	RCFD1271	RCFD1272	RCFD1583	RCFD1594	RCFD1597	RCFD1658	RCFD1659	RCFD1661	RCFD1791	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD5612	RCFD5613	RCFD5614	RCFD5615	RCFD5616	RCFD5617	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDB578	RCFDB579	RCFDB580	RCFDC226	RCFDC240	RCFDC241	RCFDC866	RCFDC867	RCFDC868	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1271	RCON1272	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON1658	RCON1659	RCON1661	RCON1791	RCON2759	RCON2769	RCON3492	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3502	RCON3503	RCON3504	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON5612	RCON5613	RCON5614	RCON5615	RCON5616	RCON5617	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB578	RCONB579	RCONB580	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC866	RCONC867	RCONC868	
1351																																																															0	0	0									0	12	0	248	0	241	0	0	0		0	0	0	137	0	0	0	0	0	78	0	79	0	0	0						0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	53	0	0	0	0	63	0	142	0	0	0	0	0	0	0	0	
1454																																																															0	0	0	0	0	0	0	0	0	0	0	0	13	0	31	0	0	0	0	0	0	228	0	0	0	0	264	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	8	0	0	7	0	0	0	0	0	59	3	0	163	35	33	0	0	0	0	43	0	162	0	70	0	0	0	0	0	0	
1557																																																															0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1632																																																															0	0	0									0	0	0	256	59	0	0	0	0		0	0	0	0	0	0	0	0	0	307	63	0	0	0	0						0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	4	0	0	0	0	0	0	0	81	43	30	0	0	0	0	0	0	
1669																																																															0	0	0									0	0	0	95	6	156	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	41	30	0	0	0	0	27	0	939	30	23	6	0	0	0	0	0	
1829																																																															25	0	245	0	0	0	0	0	0	0	0	0	0	0	408	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	479	0	0	0	0	0	0	0	0	0	0	0	0	0	49	2	0	0	0	82	0	0	62	0	0	0	0	26	5	0	91	31	12	0	0	0	0	68	122	1035	228	34	41	0	0	0	0	0	
1856																																																															0	0	0									0	0	0	81	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	0	0	0	0	0	169	0	107	23	0	0	0	0	0	0	0	
2040																																																															0	0	0									0	0	0	244	0	494	0	0	545		96	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	63	17	0	57	15	0	0	0	0	10	8	0	322	17	177	0	0	0	0	1359	0	604	0	0	0	0	0	0	0	0	
2161																																																															0	0	0									0	0	0	0	0	0	0	0	0		12	0	36	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	161	11	10	0	0	0	0	174	0	745	61	0	0	0	0	0	0	0	
2376																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	340	0	29	0	0	0	0	0	0	
2451																																																															0	0	0									0	30	0	190	29	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554																																																															0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	16	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	73	9	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	
2750																																																															0	0	0									497	67	0	150	0	0	0	0	0		0	0	0	0	0	224	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	67	0	497	0	0	224	0	0	187	0	0	0	0	0	0	61	0	13	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	
2938																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	73	348	0	0	0	0	0	0	0	64	34	0	0	0	0	958	0	59	0	0	0	0	0	0	0	0	0	0	0	102	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	37	22	0	0	0	0	57	93	349	2	46	0	0	0	0	0	0	
2956																																																															0	0	0									0	0	0	1	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	30	0	60	0	0	0	0	0	0	0	0	
3252																																																															0	0	0									0	0	0	209	9	245	0	0	0		0	0	0	32	0	74	0	0	0	0	61	191	0	0	0						0	0	0	0	0	0	103	9	138	0	0	0	0	0	0	0	0	0	0	0	0	198	7	65	0	0	0	0	18	0	36	0	0	0	0	0	0	0	0	
3458																																																															0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	9	0	47	0	0	0	0	0	0	0	0	
3506																																																															254	0	1544	0	0	0	0	0	0	0	0	0	0	0	1858	0	2152	0	0	0	0	0	0	0	0	0	0	0	0	0	632	0	1648	0	0	0	0	0	0	0	0	0	0	0	47	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	11	0	0	0	0	817	0	0	0	0	0	0	0	0	0	0	
3720																																																															0	0	0									0	0	0	23	0	0	0	0	0		0	0	0	284	0	0	0	0	0	25	0	0	0	0	0						0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	3	0	0	0	0	0	57	0	184	0	0	0	0	0	0	0	0	
3953																																																															0	0	0									1172	0	384	888	3	1155	0	0	0		0	0	0	245	4	428	0	0	0	0	0	29	0	0	0						0	0	0	0	0	0	0	384	1172	1110	388	2017	913	349	1917	0	0	0	0	0	0	57	26	11	0	0	0	0	113	2	4	0	0	0	0	0	0	0	0	
4138																																																															0	0	0									0	0	0	315	150	31	0	0	0		1121	247	42	23	0	0	0	0	0	131	44	0	0	0	0						0	0	0	106	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	2	13	0	0	0	0	14	0	2742	190	19	0	0	0	0	0	0	
4147																																																															0	0	0									0	0	0	0	0	41	0	0	0		0	0	0	0	0	0	0	0	0	0	0	828	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	93	0	14	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	
4156																																																															0	0	0									694	293	48	69	72	463	0	0	0		126	0	0	0	0	0	0	0	0	4	181	0	0	0	0						0	0	0	0	0	0	293	48	694	0	0	0	0	0	0	0	0	0	0	0	0	113	22	290	0	0	0	0	42	0	305	0	0	0	0	0	0	0	0	
4231																																																															0	0	0									0	0	0	120	0	0	0	0	0		0	0	0	182	0	11	0	0	0	101	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	40	0	0	0	0	141	0	562	0	0	0	0	0	0	0	0	
4437																																																															0	0	0									0	0	0	0	0	238	0	0	0		0	0	0	0	0	0	0	0	0	0	0	425	0	0	0						0	0	0	0	0	30	0	0	0	0	0	74	0	0	62	0	0	0	0	0	0	56	0	19	0	0	0	0	28	0	117	0	4	0	0	0	0	0	0	
4839																																																															0	0	0									0	0	0	0	0	63	0	0	0		0	0	0	0	0	0	187	0	0	0	0	52	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	119	9	5	0	48	0	0	0	0	0	0	
5005																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	551	0	315	0	0	0	0	0	0	0	0	
5050																																																															0	0	0									0	0	0	51	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	5	68	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	
5069																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1538	10381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5231	0	5000	0	0	0	0	0	0	0	0	
5135																																																															0	0	0									4	16	0	14	32	5	304	9	145		0	0	0	15	0	38	0	0	0	3	0	0	0	0	0						0	0	0	0	0	0	16	0	4	0	0	0	0	0	0	0	0	0	7	10	11	243	3	79	0	0	0	0	68	0	815	38	80	0	0	0	0	0	0	
5210																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	2207	0	0	0	0	0	0	0	177	0	0	0	0	0	44	0	4774	0	0	0	0	0	0	0	0	0	0	0	129	0	93	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	200	40	637	229	154	0	0	0	0	0	0	
5247																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	443	113	0	0	0	0	0	489	3051	0	382	0	0	0	345	0	1106	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	56	3	0	0	0	0	0	0	0	0	0	0	0	0	0	754	191	0	0	0	0	0	0	0	4515	0	1228	50	0	0	0	0	0	
5274																																																															0	0	0									0	0	0	149	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	14	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	16	0	0	0	0	253	7	25	0	0	0	0	0	0	0	0	
5331																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5461																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	897	515	14	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	14	0	0	0	0	0	0	101	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5751																																																															0	0	0									0	14	0	0	0	6	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	32	0	0	0	0	34	0	10	0	0	0	0	0	0	0	0	
6039																																																															0	0	0									0	0	0	195	21	149	0	0	0		0	0	0	0	0	668	0	0	0	0	107	325	0	0	0						0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	26	8	0	54	4	64	0	0	0	0	86	0	106	0	0	0	0	0	0	0	0	
6057																																																															0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	18	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	47	0	0	0	0	0	0	0	0	
6141																																																															0	0	0									0	0	0	7	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	17	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	
6329																																																															0	0	0									0	0	0	292	53	112	0	0	0		373	0	168	106	0	200	0	0	0	419	629	773	0	0	0						0	0	0	60	0	0	17	0	0	0	0	0	0	0	0	0	0	0	35	30	0	1122	64	309	0	0	0	0	329	0	1165	120	25	35	0	0	0	0	0	
6972																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	775	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	8	0	0	0	0	0	915	0	0	0	13	0	0	0	0	0	
7009																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7045																																																															0	0	0									0	0	0	75	0	0	0	0	0		0	0	0	100	0	0	0	0	0	26	110	0	0	0	0						0	0	0	24	0	0	162	0	20	0	0	0	0	0	0	0	0	0	38	7	0	431	162	24	0	0	0	0	0	0	732	238	0	0	0	0	0	0	0	
7157																																																															0	0	0									17	7	5	68	0	0	0	0	0		0	0	0	0	0	38	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	7	5	17	0	0	0	0	0	0	0	0	0	0	0	0	37	4	6	0	0	0	0	0	0	180	51	0	0	0	0	0	0	0	
7166																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7456																																																															0	0	0									0	0	0	508	150	116	0	0	0		0	0	0	0	0	0	0	0	0	0	9	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	4	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	
