"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDC980	RCFDC981	RCFDC982	RCFDC983	RCFDC984	RCFDC985	RCFDF264	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	
1557																																																																																																																																																																																											1841	0	0	5020	7750	39248	0	380	0	4789	40122	0	0	0	0	5073	0	0	61	954	0	0	362	362	203	12065	2472	975	24770	0	0	0.1174	0.1755	0.1630	0	0	0	4711	362	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1632																																																																																																																																																																																											11629	0	0	0	56436	768533	0	11642	0	65010	754204	0	0	2000	0	73650	0	0	2267	54534	0	0	9019	9019	2574	71628	107228	26883	598132	0	0	0.085694	0.102504	0.089951	0	0	0	64631	9019	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1669																																																																																																																																																																																											11196	0	0	80979	46927	243989	0	1847	0	41842	242954	517	0	0	0	41630	0	0	0	0	0	0	1223	1223	5360	150729	41259	10005	46963	0	0	0.167183	0.428213	0.415633	0	0	0	40407	1223	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1829																																																																																																																																																																																											16026	0	0	0	78171	374327	302	3982	0	37157	371601	0	0	0	0	31878	0	0	0	12626	0	0	3096	3398	6798	84227	109113	8219	169932	0	0	0.0785	0.1285	0.1148	0	0	0	28480	3398	-263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1856																																																																																																																																																																																											753	0	0	107910	106328	242511	0	192	0	16260	234055	0	0	0	0	19485	0	0	0	0	0	0	192	192	0	192419	33870	7181	14624	0	0	0.0825	0.2782	0.2754	0	0	0	19293	192	-3131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2040																																																																																																																																																																																											2776	0	0	0	40507	203316	0	3408	0	17682	203881	0	0	0	0	19691	0	0	0	0	0	0	1977	1977	1371	33937	41089	10175	130377	513	0	0.0869	0.1256	0.1130	0	0	0	17714	1977	-32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2161																																																																																																																																																																																											4445	0	0	4	39051	105469	0	553	0	12370	107990	0	0	0	0	12796	0	0	0	0	0	0	553	553	1841	43040	31460	4415	29489	0	0	0.1134	0.2377	0.2275	0	0	0	12243	553	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2376																																																																																																																																																																																											10312	0	0	153315	167359	1535736	0	15407	0	192685	1472371	0	0	0	0	207163	0	0	274	0	-760	0	14349	14349	10386	309232	289064	91921	941393	0	0	0.1310	0.1806	0.1681	0	0	0	192814	14349	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2451																																																																																																																																																																																											1359	0	0	5000	0	43258	0	888	0	3378	39200	0	0	0	0	3054	0	0	135	0	0	0	426	426	5373	4554	9967	1838	23502	296	0	0.0683	0.0909	0.0782	0	0	0	2628	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554																																																																																																																																																																																											2066	0	0	0	2354	9712	0	23	0	1069	10050	0	0	0	0	825	0	0	0	0	0	0	23	23	0	4995	240	239	4255	0	0	0.0822	0.1535	0.1492	0	0	0	802	23	-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																																																																											16977	0	0	0	58045	525621	0	3987	0	70406	525381	0	0	0	0	72889	0	0	0	26608	0	0	3987	3987	7308	94859	102626	10694	323063	0	0	0.131425	0.176838	0.167165	0	0	0	68902	3987	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																																																																																																																																																											962	0	0	0	11720	52171	0	403	0	4902	51392	0	0	0	0	5664	0	0	0	0	0	0	403	403	2663	10258	4283	2471	35729	0	0	0.1024	0.1419	0.1318	0	0	0	5261	403	-359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2938																																																																																																																																																																																											6432	0	0	0	54167	423811	0	7014	0	32015	418188	0	0	0	0	36447	0	0	2140	19797	0	0	4445	4445	2338	65345	85848	16938	277274	0	0	0.076525	0.103252	0.090660	0	0	0	32002	4445	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252																																																																																																																																																																																											6509	0	0	510	56978	137098	0	976	0	14262	132471	0	0	0	0	15839	0	0	357	1251	0	0	954	954	28856	41923	1797	3341	66121	0	0	0.1124	0.2076	0.1951	0	0	0	14885	954	-623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3458																																																																																																																																																																																											4730	0	0	2039	9560	30807	0	293	0	3031	31123	0	0	0	0	3286	0	0	0	0	0	0	272	272	399	9820	2137	899	18719	0	0	0.096842	0.151213	0.138696	0	0	0	3014	272	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720																																																																																																																																																																																											4356	0	0	11542	43451	174214	0	1430	0	24209	176838	0	0	0	0	24824	0	0	0	1576	0	0	1285	1285	4466	67897	28991	0	73601	234	635	0.133590	0.241869	0.229349	0	0	0	23539	1285	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3953																																																																																																																																																																																											3895	0	0	0	4	120083	0	1494	0	9869	119365	0	0	0	0	11175	0	0	935	0	0	0	1306	1306	608	15557	8986	6255	96425	9748	0	0.0827	0.1071	0.0946	0	0	0	9869	1306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4138																																																																																																																																																																																											6068	0	0	0	32448	200221	0	1842	0	16059	201006	0	0	0	0	17845	0	0	648	0	0	0	1718	1718	2196	44341	54725	9733	100914	0	0	0.080231	0.129928	0.117420	0	0	0	16127	1718	-68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4156																																																																																																																																																																																											3411	0	0	0	54951	186910	0	1601	0	17383	182741	598	0	0	0	16673	0	0	0	5592	0	0	1589	1589	570	43167	58614	10508	83837	415	0	0.0834	0.1319	0.1194	0	0	0	15084	1589	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231																																																																																																																																																																																											3358	0	0	0	32226	122061	0	831	0	14643	120085	0	0	0	0	15812	0	0	0	0	0	0	831	831	0	24803	24603	2737	73999	0	0	0.1248	0.1722	0.1631	0	0	0	14981	831	-338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4437																																																																																																																																																																																											5515	0	0	2383	42928	229334	0	2495	0	22205	244488	0	0	0	0	25282	0	0	0	3208	68	0	2176	2176	2064	41360	55994	6952	134025	0	0	0.0945	0.1455	0.1330	0	0	0	23106	2176	-969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4839																																																																																																																																																																																											5297	0	0	0	66599	302113	0	2408	0	23329	300413	20	0	0	0	26424	0	0	2277	9306	0	0	2408	2408	8204	62724	21309	8388	212971	0	0	0.0799	0.1085	0.0986	0	0	0	24016	2408	-687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
