"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													540	0	211	0	0	0	0	0	235	94	0	208	0				
242													59	0	0	0	0	0	0	0	59	0	0	0	0				
279													474	0	139	0	0	27	0	0	163	172	0	73	0	ELAN TRANSFER BONUS			
354													33	0	0	0	0	0	0	0	33	0	0	0	0				
457													214	0	0	0	0	0	0	0	65	149	0	0	0				
505													2724	0	14	0	0	0	0	0	540	2089	81	0	0				
1155													1755	0	1086	0	0	0	0	0	400	269	0	1061	0				
1351													875	0	0	0	0	0	0	0	615	260	0	0	0				
1454													1213	0	677	0	280	0	0	0	321	215	0	397	0				
1557													481	0	15	394	0	0	0	0	72	0	0	0	0				
1632													7002	0	566	0	0	0	0	0	4677	1376	383	332	0				
1669													1384	0	193	0	0	0	0	0	833	358	0	193	0				
1829													2004	0	304	0	274	0	0	0	1095	605	0	0	0				
1856													269	0	0	0	0	0	0	0	269	0	0	0	0				
2040													1832	0	69	0	0	41	0	0	713	1050	0	0	0	Debit Card Settlement			
2161													1077	0	673	35	0	0	0	0	115	254	0	673	0				
2376													21355	0	6509	0	265	1672	0	0	119	14727	0	3835	0	Unearned revenue joint ventures			
2451													341	0	7	0	0	5	0	0	86	248	0	0	0	Property Tax Accrued			
2554													64	0	0	0	0	0	0	0	64	0	0	0	0				
2732													7165	232	3070	0	0	2597	115	0	1841	2254	0	53	0	Reverse stock split payable to stockholder	Accrued Salaries		
2750													387	0	214	0	0	0	0	0	103	70	0	214	0				
2938													4326	0	108	0	0	0	0	0	2908	1290	20	64	0				
3252													397	0	0	0	0	0	0	0	293	104	0	0	0				
3458													211	0	0	110	0	0	0	0	54	47	0	0	0				
3720													1643	0	2	0	0	0	0	0	211	1430	0	0	0				
3953													850	0	759	0	0	0	0	0	65	26	0	759	0				
