"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	TEXT3552	TEXT3553	TEXT3554	
	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	OTHER LIABILITIES, TOTAL	DIVIDENDS DECLARED BUT NOT YET PAYAB	ALL OTHER LIABILITIES	NET DEFERRED TAX LIABILITIES	ACCOUNTS PAYABLE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	INTEREST ACCRUED & UNPAID ON DEPS	OTHER EXPENSES ACCRUED & UNPAID	ALL0WANCE FOR CREDIT LOSSES OFF B/S	DEFERRED COMPENSATION LIABILITIES	DERIVATATIVES W/NEGATIVE FAIR VALUE	1ST ITM AMT FOR OTH LB OV25% OF 2930	2ND ITM AMT FOR OTH LB OV25% OF 2930	3RD ITM AMT FOR OTH LB OV25% OF 2930	
37													372	0	4	0	0	0	0	0	253	115	0	0	0				
242													64	0	0	0	0				64	0	0	0	0				
279													260	0	76	0	44	0	0	0	31	153	0	30	0				
354													41	0	0	3	0	0	0	0	38	0	0	0	0				
439													1241	0	247	0	0	0	0	0	695	299	0	229	0				
457													308	0	0	0	0	0	0	0	64	244	0	0	0				
505													1499	133	172	0	0	0	0	0	705	531	91	0	0				
1146													6919	326	1139	393	0	333	0	0	539	4848	0	0	0	PMC-PROCESSING LOAN FEES PAYABLE                                                                                                                                                                 			
1155													903	0	0	0	0	0	0	0	668	235	0	0	0				
1351													1476	0	981	0	0	0	0	0	431	64	0	981	0				
1454													582	0	199	33	199	0	0	0	258	92	0	0	0				
1557													415	0	21	239	0	0	0	0	111	44	0	0	0				
1632													2117	0	836	0	0	0	0	0	594	687	0	829	0				
1669													1226	0	0	0	0	0	0	0	578	648	0	0	0				
1829													1574	0	112	148	0	65	0	0	785	529	0	0	0	ILS - Insurance Payable                                                                                                                                                                          			
1856													54	0	0	10	0	0	0	0	35	9	0	0	0				
2040													849	0	2	0	0	0	0	0	418	429	0	0	0				
2161													433	0	0	50	0	0	0	0	189	194	0	0	0				
2376													4642	0	845	0	0	0	0	0	33	3764	0	506	0				
2451													124	0	10	0	0	0	0	0	81	33	0	0	0				
2554													44	0	0	2	0	0	0	0	42	0	0	0	0				
2732													2502	0	80	145	64	0	0	0	1021	1256	0	0	0				
2750													205	0	23	0	0	0	0	0	144	38	0	0	0				
2938													2542	0	0	321	0	0	0	0	858	1363	0	0	0				
2956													438	0	0	0	0	0	0	0	323	115	0	0	0				
3252													639	0	0	134	0	0	0	0	312	193	0	0	0				
3458													96	0	0	23	0	0	0	0	50	23	0	0	0				
3506													13557	0	8640	0	0	5635	0	0	1365	3552	0	0	0	Accrued Federal Taxes Payable                                                                                                                                                                    			
3579													1389	0	146	390	0	120	0	0	374	479	0	0	0	Savings Bonds                                                                                                                                                                                    			
3720													1110	0	127	0	0	127	0	0	195	788	0	0	0	DEFERRED GAINS ON CAPITAL LEASES                                                                                                                                                                 			
3953													380	0	303	0	0	0	0	0	66	11	0	303	0				
4138													594	0	126	24	50	0	0	0	204	240	0	0	0				
4147													630	0	12	0	0	0	0	0	557	61	0	0	0				
4156													472	175	175	44	0	0	0	0	247	6	0	0	0				
4231													554	0	4	0	0	0	0	0	405	145	0	0	0				
4437													964	0	579	0	0	455	0	0	101	284	0	0	0	ACCRUED POST RETIREMENT BENEFITS                                                                                                                                                                 			
4745													46	0	10	7	10	0	0	0	29	0	0	0	0				
4839													1118	284	284	0	0	0	0	0	448	386	0	0	0				
5005													2877	0	1059	1445	417	611	0	0	6	367	0	0	0	NOTES PAYABLE                                                                                                                                                                                    			
5050													328	0	0	25	0	0	0	0	184	119	0	0	0				
5069													4195	0	1039	320	0	501	395	0	1870	966	0	0	0	SECURITY DEPOSITS                                                                                                                                                                                	INTEREST & FEES ON LOANS-NOT APPLIED                                                                                                                                                             		
5135													442	0	1	0	0	1	0	0	148	293	0	0	0	Towne Credit Reserve                                                                                                                                                                             			
5210													6642	0	2006	0	0	0	0	0	2676	1960	0	1963	0				
5247													2346	0	486	0	486	0	0	0	836	1024	0	0	0				
5274													386	0	10	0	0	0	0	0	273	103	0	0	0				
5331													1632	0	130	0	0	130	0	0	242	1068	192	0	0	SECURITY DEPOSITS PAYABLE TO SUBSIDIARY                                                                                                                                                          			
5461													913	85	324	0	53	0	0	0	45	544	0	0	0				
5751													336	0	2	15	0	0	0	0	143	176	0	0	0				
5939													8730	0	3784	0	288	3192	0	0	2896	2050	0	0	0	UNEARNED INCOME SUBSERVICING AGREEMENT                                                                                                                                                           			
6039													780	0	0	0	0	0	0	0	482	298	0	0	0				
6057													71	0	1	0	1	0	0	0	70	0	0	0	0				
6141													126	0	0	0	0	0	0	0	115	11	0	0	0				
6329													865	0	0	145	0	0	0	0	474	246	0	0	0				
6842													171	0	3	50	0	0	0	0	100	18	0	0	0				
6972													1797	0	1055	0	0	0	0	0	597	145	0	869	0				
7009													4747	0	259	115	0	259	0	0	321	4052	0	0	0	Deffered income                                                                                                                                                                                  			
7045													256	0	0	0	0	0	0	0	157	99	0	0	0				
7157													236	0	0	29	0	0	0	0	143	64	0	0	0				
7166													4357	1500	1500	0	0	0	0	0	664	2193	0	0	0				
7456													188	0	0	0	0	0	0	0	162	26	0	0	0				
7634													154	0	0	0	0	0	0	0	98	56	0	0	0				
8033													476	0	169	0	21	0	0	0	137	170	0	148	0				
8154													304	0	0	0	0	0	0	0	234	70	0	0	0				
8417													54822	0	6567	4401	0	2503	3984	0	0	43854	0	0	0	A/P Service Reimbursement                                                                                                                                                                        	Deferred Income                                                                                                                                                                                  		
8462													275	0	0	0	0	0	0	0	221	54	0	0	0				
8547													3443	0	97	0	0				1180	2166	0	94	0				
8631													159	0	0	0	0	0	0	0	44	115	0	0	0				
9115													7631	0	1072	0	0	610	328	0	1447	5112	0	0	0	Deferred Mac Card Income                                                                                                                                                                         	Suspense                                                                                                                                                                                         		
9160													675	0	5	0	0	0	0	0	546	124	0	0	0				
9339													2428	0	315	0	101	0	0	0	1473	640	0	138	19				
9357													1932	0	1655	0	0	1630	0	0	27	250	0	0	0	ACCRUED TAX DIVIDENDS                                                                                                                                                                            			
9553													689	0	0	464	0	0	0	0	135	90	0	0	0				
9807													17457	0	1192	0	0	0	0	0	3327	12938	0	0	997				
9955													804	0	0	407	0				236	161	0	0	0				
10157													674	0	9	257	0	9	0	0	365	43	0	0	0	Unearned box rent                                                                                                                                                                                			
10250													1339	315	488	0	0	55	0	0	751	100	0	92	0	ISTS Loans Payable                                                                                                                                                                               			
10849													589	0	283	0	0	262	0	0	254	52	0	0	0	UNEARNED ORIG FEES                                                                                                                                                                               			
10858													2904	0	755	0	0	581	0	0	766	1383	0	0	0	Accounts Payable Losses Credit Card Participations                                                                                                                                               			
11145													454	0	0	0	0	0	0	0	122	332	0	0	0				
11350													182	0	0	32	0	0	0	0	89	61	0	0	0				
11640													1435	0	524	0	0	0	0	0	548	363	0	524	0				
11837													487	0	304	0	0	267			105	78	0	0	0	GL NON-POST			
12030													3032	0	1339	0	642	0	0	0	1265	428	0	697	0				
12058													709	0	2	0	0	0	0	0	538	169	0	0	0				
12142													489	0	66	0	0	63	0	0	336	87	0	0	0	Accrued pension contribution                                                                                                                                                                     			
12245													564	0	0	104	0	0	0	0	329	131	0	0	0				
12311	831364	0	98284	583237	0	43244	0	0	105411	0	0	0									44432					Deferred Income on Sale/Leaseback agreement                                                                                                                                                      			
12357													340	0	0	122	0	0	0	0	171	47	0	0	0				
12647													341	0	96	0	0	0	0	0	181	64	0	75	0				
12656													65	0	0	0	0				46	19	0	0	0				
12937													736	0	0	0	0	0	0	0	487	249	0	0	0				
12946													2406	0	1235	0	0	0	0	0	846	325	0	650	501				
12955													445	0	177	0	0	131	0	0	158	110	0	0	0	SECURITY DEPOSITS PAYABLE                                                                                                                                                                        			
13037													941	0	417	0	0	314			308	216	0	0	0	EMPLOYEES DEFERRED COMP                                                                                                                                                                          			
13103													30208	0	10138	17371	0	7000	0	0	819	1880	0	0	0	DUE TO BROKER                                                                                                                                                                                    			
13251													216	0	60	0	0	60	0	0	156	0	0	0	0	DEFFERED GAIN ON OREO                                                                                                                                                                            			
13309													11283	0	4619	0	0	3703	0	0	2333	4331	0	0	0	Deferred Retiree Health Benefits                                                                                                                                                                 			
13457													92	0	0	3	0	0	0	0	44	45	0	0	0				
14052													353	0	0	0	0	0	0	0	188	165	0	0	0				
14155													848	0	0	381	0	0	0	0	251	216	0	0	0				
14258													1255	0	3	302	0	0	0	0	791	159	0	0	0				
14409	520359	0	312969	112731	0	268313	0	0	87738	0	0	0									6921					Unsettled Investment Transactions                                                                                                                                                                			
14454													216	0	10	0	0	0	0	0	141	65	0	0	0				
14650													163	0	30	0	0	0	0	0	29	104	0	30	0				
14753													296	0	0	82	0	0	0	0	191	23	0	0	0				
14865													570	0	226	0	5	0	0	0	141	203	0	220	0				
14931													172	0	0	0	0				31	141	0	0	0				
14940													793	0	0	0	0	0	0	0	177	616	0	0	0				
15536													9155	0	487	609	469				3141	4918	0	0	0				
15732													1247	0	622	0	0	524	0	0	477	148	0	0	0	Deferred Gain on Sale of Buildings                                                                                                                                                               			
16337													1111	0	152	87	60	0	0	0	340	532	0	0	0				
16355													405	0	150	0	4	0	0	0	74	181	0	144	0				
16458													970	0	2	45	0	0	0	0	657	266	0	0	0				
16551													197	0	18	0	0	0	0	0	179	0	0	0	0				
16748													219	0	0	0	0	0	0	0	182	37	0	0	0				
16766													3512	0	20	0	0	0	0	0	880	2612	0	0	0				
16944													125	0	0	78	0	0	0	0	47	0	0	0	0				
16953													269	0	0	23	0	0	0	0	246	0	0	0	0				
17110													1084	0	314	0	303				182	588	0	0	0				
17147													5211	0	906	0	0	0	0	0	760	3545	0	474	0				
17259													495	0	183	8	0	0	0	0	111	193	0	183	0				
17464													6016	0	268	0	79	0	0	0	260	5488	0	0	0				
17549													3643	0	379	2093	379	0	0	0	353	818	0	0	0				
17642													66	0	11	0	0	0	0	0	46	9	0	0	0				
17839													2300	0	0	0	0	0	0	0	1067	1233	0	0	0				
17950													477	0	294	40	29	0	0	0	98	45	0	265	0				
18050													1031	0	35	0	0	34	0	0	325	671	0	0	0	Deferred Gain on Covered Transaction                                                                                                                                                             			
18126													8786	0	994	0	495	0	0	0	6792	1000	0	272	0				
18135													539	0	5	11	0	0	0	0	264	259	0	0	0				
18368													2032	0	1	0	0	1	0	0	824	1207	0	0	0	Void Pay Payroll to clear 4-15-02 Payroll                                                                                                                                                        			
18377													84	0	1	0	0	0	0	0	79	4	0	0	0				
18827													387	0	13	0	0	0	0	0	178	121	75	0	0				
18836													883	0	50	0	0	15	34		384	449	0	0	0	INSURANCE PREMIUMS PAYABLE                                                                                                                                                                       	UNEARNED INSURANCE COMMISSIONS                                                                                                                                                                   		
18854													111	0	17	0	1	16	0	0	73	21	0	0	0	Deferred Ins. Proceeds/Roof                                                                                                                                                                      			
18863													3811	0	679	0	0				807	2325	0	674	0				
18957													416	0	105	160	0	0	0	0	111	40	0	105	0				
19356													250	0	29	0	29	0	0	0	185	36	0	0	0				
19730													4877	0	9	0	0	0	0	0	1356	3512	0	0	0				
19936													860	0	509	0	0	0	0	0	281	70	0	509	0				
19972													230	0	155	0	38	0	0	0	2	73	0	0	0				
20053													81	0	0	0	0	0	0	0	76	5	0	0	0				
20147													293	0	54	123	0	0	0	0	99	17	0	0	0				
20259													34	0	30	0	24	0	0	0	4	0	0	0	0				
20370													1041	0	886	0	0	55	60	0	155	0	0	698	0	Reserve for Fees & Asses. Exam                                                                                                                                                                   	Parti Fees Reserve Account                                                                                                                                                                       		
20512													1081	0	0	0	0	0	0	0	342	739	0	0	0				
20633													744	0	0	0	0	0	0	0	139	605	0	0	0				
20754													115	0	0	47	0	0	0	0	53	15	0	0	0				
20839													300	0	2	0	0	0	0	0	173	125	0	0	0				
20857													336	0	117	0	0	0	0	0	213	6	0	117	0				
20866													175	0	21	0	0				46	108	0	0	0				
21256													15	0	0	0	0				15	0	0	0	0				
21359													98	0	0	2	0				29	67	0	0	0				
21630													329	0	6	87	0	0	0	0	157	79	0	0	0				
21658													394	0	155	0	0	0	0	0	197	42	0	155	0				
22048													1597	213	372	0	22	0	0	0	918	307	0	0	0				
22235													1021	0	55	0	0	0	0	0	537	429	0	0	0				
22356													677	0	25	0	0	0	0	0	523	129	0	0	0				
22459													730	0	204	0	0	0	0	0	247	279	0	0	0				
22543													533	0	96	75	0	0	0	0	78	284	0	69	0				
22552													295	0	98	0	0	98	0	0	179	18	0	0	0	AG-BMP PAYABLE                                                                                                                                                                                   			
22730													348	0	91	0	47	0	0	0	126	131	0	38	0				
22936													695	0	172	0	48	0	0	0	250	273	0	66	0				
22954													285	0	0	0	0	0	0	0	270	0	15	0	0				
23036													2183	0	0	0	0	0	0	0	731	1452	0	0	0				
23045													144	0	16	1	4	0	0	0	41	86	0	0	0				
23241													14877	0	871	519	0	0	0	0	6783	6704	0	0	871				
23344													1028	0	70	146	70	0	0	0	465	347	0	0	0				
23456													346	0	84	0	3	0	0	0	262	0	0	0	0				
23504													2542	618	845	271	0	0	0	0	574	750	102	211	0				
23540													1014	0	91	464	0	88	0	0	182	277	0	0	0	ATM SUSPENSE                                                                                                                                                                                     			
23643													877	0	339	0	0	0	0	0	509	29	0	339	0				
23755													2226	0	73	0	0	73	0	0	165	1988	0	0	0	credit life                                                                                                                                                                                      			
23812													4922	0	88	0	0	0	0	0	2017	2817	0	0	0				
24006													2244	0	384	0	0	187	101	0	0	1860	0	0	0	Commitment & Origination Fee Suspense                                                                                                                                                            	Suspense Payable                                                                                                                                                                                 		
24266													25277	2409	20365	0	1296	8784	0	0	838	2387	1687	7130	0	Securities Pending Purchase                                                                                                                                                                      			
24453													118	0	0	0	0	0	0	0	61	57	0	0	0				
24659													268	150	150	0	0	0	0	0	55	63	0	0	0				
24668													583	250	260	0	0	0	0	0	210	113	0	0	0				
24855													55	0	0	22	0	0	0	0	29	4	0	0	0				
24949													1533	0	0	0	0	0	0	0	819	714	0	0	0				
25357													47	0	7	4	7	0	0	0	36	0	0	0	0				
25450													61017	0	34216	0	29740	0	0	0	4653	22148	0	0	0				
25647													690	0	32	0	25	0	0	0	241	417	0	0	0				
25852													1669	0	0	0	0	0	0	0	711	958	0	0	0				
26149													414	0	0	30	0	0	0	0	198	186	0	0	0				
26233													4693	0	0	0	0	0	0	0	1834	2859	0	0	0				
26242													1619	0	0	1	0	0	0	0	551	1067	0	0	0				
26457													139	0	0	18	0	0	0	0	83	38	0	0	0				
26756													221	17	52	0	0	0	0	0	158	11	0	32	0				
26765													201	0	0	107	0	0	0	0	71	23	0	0	0				
26859													2235	0	139	0	0	0	0	0	609	1487	0	0	0				
26916													2648	647	1004	0	0	191	0	0	1138	506	0	0	0	CoreStates/First Union                                                                                                                                                                           			
27548													2301	0	493	0	0	0	0	0	902	906	0	475	0				
27614													1222	0	254	60	0	0	0	0	738	170	0	195	0				
27838													1474	0	0	0	0	0	0	0	560	914	0	0	0				
27847													860	217	294	109	0	0	0	0	413	44	0	0	0				
28013													9261	0	0	0	0	0	0	0	21	9240	0	0	0				
28152													153	0	95	0	0	0	0	0	57	1	0	88	0				
28255													996	0	28	521	28	0	0	0	204	243	0	0	0				
28349													1333	0	1044	0	0	361			217	72	0	0	0	PREFERRED STOCK IN SUBSIDIARIES                                                                                                                                                                  			
28406													11154	0	587	9050	0	45	541	0	0	1517	0	0	0	Premiums on Written Call Options                                                                                                                                                                 	Due to Brokers                                                                                                                                                                                   		
28572													472	0	134	194	0	69	44	0	4	140	0	0	0	Deferred gain - REO                                                                                                                                                                              	Accrued compensation                                                                                                                                                                             		
28732													1637	0	1363	0	0	0	0	0	221	53	0	1349	0				
29104													5424	596	596	0	0	0	0	0	780	4048	0	0	0				
29159													49	0	0	0	0	0	0	0	49	0	0	0	0				
29252													718	0	0	159	0	0	0	0	138	421	0	0	0				
29636													3016	0	1105	0	0	0	0	0	1117	794	0	1105	0				
29850													160	0	27	58	0	0	0	0	24	51	0	27	0				
29944													151	0	0	36	0	0	0	0	99	16	0	0	0				
29953													301	0	31	0	0	0	0	0	220	50	0	0	0				
30025													2171	0	140	0	0	113	0	0	459	1572	0	0	0	Other Liabilities                                                                                                                                                                                			
30052													206	0	0	0	0	0	0	0	74	132	0	0	0				
30146													185	0	36	0	0	31	0	0	57	92	0	0	0	PROFIT SHARING                                                                                                                                                                                   			
30155													335	0	0	71	0	0	0	0	201	63	0	0	0				
30258													1065	0	43	269	0	0	0	0	237	516	0	40	0				
